TIMESTAMP,TempSO1(2cm),TempSO2(10cm),TempSO3(30cm),TempSO4(60cm),O2soil1(2cm),O2soil2(10cm),O2soil3(30cm),O2soil4(60cm),CO2soil1(2cm),CO2soil2(10cm),CO2soil3(30cm),CO2soil4(60cm)
MST,degC,degC,degC,degC,%,%,%,%,ppm,ppm,ppm,ppm
1/1/2017 0:00,1.674,2.771,3.867,6.596,20.148,20.118,19.905,19.984,1657.958,1644.665,2354.146,2285.965
1/1/2017 0:15,1.674,2.771,3.867,6.596,20.148,20.118,19.905,19.974,1672.291,1650.59,2352.818,2293.138
1/1/2017 0:30,1.673,2.772,3.867,6.596,20.139,20.118,19.905,19.964,1693.043,1648.283,2350.53,2291.572
1/1/2017 0:45,1.673,2.77,3.867,6.596,20.126,20.118,19.905,19.964,1707.969,1655.793,2351.802,2281.632
1/1/2017 1:00,1.674,2.77,3.867,6.596,20.126,20.119,19.905,19.964,1717.458,1649.638,2354.508,2284.518
1/1/2017 1:15,1.675,2.769,3.867,6.596,20.126,20.119,19.905,19.964,1730.089,1660.281,2370.926,2280.864
1/1/2017 1:30,1.673,2.769,3.867,6.596,20.131,20.119,19.905,19.964,1724.13,1659.838,2344.896,2268.939
1/1/2017 1:45,1.673,2.767,3.867,6.596,20.147,20.119,19.905,19.964,1712.654,1657.133,2356.844,2284.142
1/1/2017 2:00,1.672,2.768,3.867,6.595,20.139,20.119,19.905,19.965,1707.968,1656.244,2352.887,2284.163
1/1/2017 2:15,1.671,2.767,3.867,6.595,20.139,20.119,19.905,19.965,1705.148,1661.383,2356.662,2274.013
1/1/2017 2:30,1.673,2.765,3.867,6.595,20.136,20.119,19.905,19.972,1709.215,1663.46,2355.393,2273.468
1/1/2017 2:45,1.673,2.765,3.867,6.591,20.143,20.119,19.905,19.984,1713.933,1665.374,2361.202,2270.776
1/1/2017 3:00,1.673,2.765,3.867,6.59,20.148,20.119,19.905,19.983,1707.878,1661.58,2346.739,2267.887
1/1/2017 3:15,1.673,2.765,3.867,6.589,20.128,20.119,19.905,19.97,1705.256,1668.543,2348.547,2276.93
1/1/2017 3:30,1.672,2.765,3.866,6.586,20.126,20.101,19.905,19.965,1716.74,1666.192,2356.324,2283.621
1/1/2017 3:45,1.673,2.765,3.866,6.585,20.126,20.078,19.905,19.965,1734.735,1664.474,2356.324,2289.77
1/1/2017 4:00,1.674,2.765,3.865,6.585,20.126,20.077,19.905,19.965,1739.979,1673.335,2361.93,2280.185
1/1/2017 4:15,1.676,2.764,3.866,6.584,20.126,20.077,19.896,19.965,1751.102,1672.341,2351.441,2270.238
1/1/2017 4:30,1.68,2.764,3.864,6.584,20.126,20.077,19.887,19.957,1766.745,1670.713,2355.239,2283.802
1/1/2017 4:45,1.681,2.764,3.863,6.584,20.126,20.077,19.885,19.949,1773.708,1681.474,2372.419,2284.344
