DateTime.MST,O2_30cm.percent.0-100,ApogeeTemp_30cm.deg.C,ApogeeTemp_80cm.deg.C,CO2lo_30cm.ppm,CO2hi_30cm.ppm,PRISM_precip.mm
2016-06-18 06:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-18 07:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-18 08:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-18 09:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-18 10:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-18 11:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-18 12:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-18 13:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-18 14:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-18 15:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-18 16:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-18 17:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-18 18:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-18 19:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-18 20:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-18 21:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-18 22:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-18 23:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-19 00:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-19 01:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-19 02:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-19 03:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-19 04:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-19 05:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-19 06:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-19 07:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-19 08:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-19 09:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-19 10:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-19 11:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-19 12:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-19 13:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-19 14:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-19 15:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-19 16:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-19 17:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-19 18:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-19 19:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-19 20:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-19 21:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-19 22:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-19 23:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-20 00:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-20 01:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-20 02:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-20 03:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-20 04:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-20 05:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-20 06:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-20 07:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-20 08:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-20 09:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-20 10:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-20 11:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-20 12:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-20 13:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-20 14:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-20 15:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-20 16:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-20 17:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-20 18:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-20 19:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-20 20:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-20 21:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-20 22:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-20 23:00:00,-99999,-99999,-99999,-99999,-99999,-99999
2016-06-21 00:00:00,19.120001000000002,15.83,-99999,3838.9871,4058.0209999999997,-99999
2016-06-21 01:00:00,19.1,15.85,-99999,3931.9741,4142.0859,-99999
2016-06-21 02:00:00,19.1,15.86,-99999,3947.7690000000002,4129.6182,-99999
2016-06-21 03:00:00,19.09,15.87,-99999,3938.3159,4138.3569,-99999
2016-06-21 04:00:00,19.09,15.88,-99999,3949.7539,4123.8398,-99999
2016-06-21 05:00:00,19.120001000000002,15.88,-99999,3911.783,4090.8320000000003,-99999
2016-06-21 06:00:00,19.110001,15.88,-99999,4120.5278,4275.125,-99999
2016-06-21 07:00:00,19.120001000000002,15.88,-99999,4242.5918,4374.543,-99999
2016-06-21 08:00:00,19.110001,15.87,-99999,4345.604,4563.7031,-99999
2016-06-21 09:00:00,19.09,15.86,-99999,4674.7031,4911.6548,-99999
2016-06-21 10:00:00,19.1,15.85,-99999,4397.2241,4622.4248,-99999
2016-06-21 11:00:00,19.120001000000002,15.83,-99999,4077.406,4316.3008,-99999
2016-06-21 12:00:00,19.110001,15.82,-99999,3902.0439,4163.062,-99999
2016-06-21 13:00:00,19.09,15.82,-99999,3831.5769,4031.2549,-99999
2016-06-21 14:00:00,19.049999,15.84,-99999,3738.364,3939.1909,-99999
2016-06-21 15:00:00,19.049999,15.87,-99999,3726.9629,4008.6169,-99999
2016-06-21 16:00:00,19.030001000000002,15.89,-99999,3788.9299,4000.179,-99999
2016-06-21 17:00:00,19.0,15.92,-99999,3837.6001,4053.812,-99999
2016-06-21 18:00:00,19.040001,15.95,-99999,3808.937,3989.2909999999997,-99999
2016-06-21 19:00:00,19.049999,15.98,-99999,3732.1699,3920.1431,-99999
2016-06-21 20:00:00,19.07,15.99,-99999,3720.6899,3887.3469,-99999
2016-06-21 21:00:00,19.08,16.0,-99999,3766.6221,3937.26,-99999
2016-06-21 22:00:00,19.08,16.0,-99999,3811.6679999999997,3953.8701,-99999
2016-06-21 23:00:00,19.07,15.99,-99999,3900.989,4065.0190000000002,-99999
2016-06-22 00:00:00,19.059998999999998,15.98,-99999,3968.697,4141.8242,-99999
2016-06-22 01:00:00,19.02,15.96,-99999,3932.5601,4143.8882,-99999
2016-06-22 02:00:00,19.07,15.93,-99999,3958.5429999999997,4166.3999,-99999
2016-06-22 03:00:00,19.049999,15.91,-99999,4133.7661,4295.3198,-99999
2016-06-22 04:00:00,18.77,15.88,-99999,4299.3208,4458.0649,-99999
2016-06-22 05:00:00,18.91,15.84,-99999,4653.8892,4716.894,-99999
2016-06-22 06:00:00,18.76,15.81,-99999,5043.5562,5125.418,-99999
2016-06-22 07:00:00,18.959999,15.78,-99999,5042.8491,5345.8301,-99999
2016-06-22 08:00:00,18.92,15.74,-99999,5053.9888,5139.1572,-99999
2016-06-22 09:00:00,18.700001,15.71,-99999,4449.2651,4603.3721,-99999
2016-06-22 10:00:00,18.639999,15.68,-99999,4125.7808,4361.5498,-99999
2016-06-22 11:00:00,18.620001000000002,15.66,-99999,4010.2,4242.146,-99999
2016-06-22 12:00:00,19.0,15.65,-99999,3856.468,4077.1541,-99999
2016-06-22 13:00:00,19.15,15.65,-99999,3793.1059999999998,4038.75,-99999
2016-06-22 14:00:00,19.15,15.66,-99999,3785.844,3971.9790000000003,-99999
2016-06-22 15:00:00,19.129998999999998,15.68,-99999,3882.272,4158.6792,-99999
2016-06-22 16:00:00,19.120001000000002,15.7,-99999,3910.925,4128.3179,-99999
2016-06-22 17:00:00,19.120001000000002,15.72,-99999,3895.176,4116.5439,-99999
2016-06-22 18:00:00,19.120001000000002,15.74,-99999,3888.3959999999997,4067.7781,-99999
2016-06-22 19:00:00,19.139999,15.75,-99999,3826.7690000000002,3989.958,-99999
2016-06-22 20:00:00,19.139999,15.76,-99999,3951.4431,4103.23,-99999
2016-06-22 21:00:00,19.15,15.77,-99999,4006.448,4156.917,-99999
2016-06-22 22:00:00,19.139999,15.77,-99999,4017.8459,4238.9189,-99999
2016-06-22 23:00:00,19.129998999999998,15.76,-99999,4094.2509999999997,4283.9082,-99999
2016-06-23 00:00:00,19.120001000000002,15.75,-99999,4294.2749,4459.2998,-99999
2016-06-23 01:00:00,19.09,15.74,-99999,4437.3159,4557.3691,-99999
2016-06-23 02:00:00,19.07,15.72,-99999,4556.1548,4640.1611,-99999
2016-06-23 03:00:00,19.059998999999998,15.7,-99999,4621.0122,4732.1392,-99999
2016-06-23 04:00:00,18.959999,15.68,-99999,4778.3252,4875.0649,-99999
2016-06-23 05:00:00,19.0,15.66,-99999,4898.0308,4951.2808,-99999
2016-06-23 06:00:00,19.02,15.64,-99999,5042.0322,5099.751,-99999
2016-06-23 07:00:00,19.02,15.61,-99999,5047.5288,5140.8052,-99999
2016-06-23 08:00:00,19.040001,15.59,-99999,4954.5459,5038.062,-99999
2016-06-23 09:00:00,19.07,15.57,-99999,4568.5859,4785.3672,-99999
2016-06-23 10:00:00,19.059998999999998,15.55,-99999,4350.7119,4580.5332,-99999
2016-06-23 11:00:00,19.059998999999998,15.54,-99999,4189.1338,4430.0112,-99999
2016-06-23 12:00:00,19.059998999999998,15.54,-99999,4001.8320000000003,4206.9902,-99999
2016-06-23 13:00:00,19.07,15.55,-99999,3961.906,4130.8569,-99999
2016-06-23 14:00:00,19.07,15.57,-99999,3921.6121,4185.6089,-99999
2016-06-23 15:00:00,19.059998999999998,15.6,-99999,3916.29,4091.1931,-99999
2016-06-23 16:00:00,18.75,16.01,-99999,4547.623,4686.021,-99999
2016-06-23 17:00:00,18.950001,15.88,-99999,4761.8589,4829.6538,-99999
2016-06-23 18:00:00,18.85,15.85,-99999,4939.3408,4977.208,-99999
2016-06-23 19:00:00,18.940001000000002,16.15,-99999,4855.689,4871.563,-99999
2016-06-23 20:00:00,18.75,16.120001000000002,-99999,5042.8032,5163.5229,-99999
2016-06-23 21:00:00,18.809998999999998,16.02,-99999,5037.9878,5381.3081,-99999
2016-06-23 22:00:00,18.9,15.98,-99999,5038.1641,5430.9312,-99999
2016-06-23 23:00:00,18.91,15.96,-99999,5044.4482,5264.894,-99999
2016-06-24 00:00:00,18.879998999999998,15.95,-99999,5037.1709,5255.6318,-99999
2016-06-24 01:00:00,18.940001000000002,15.93,-99999,5042.875,5205.4419,-99999
2016-06-24 02:00:00,18.92,15.92,-99999,5037.0972,5448.228,-99999
2016-06-24 03:00:00,18.92,15.9,-99999,5042.3462,5433.3232,-99999
2016-06-24 04:00:00,19.02,15.88,-99999,5036.8779,5096.0889,-99999
2016-06-24 05:00:00,19.040001,15.85,-99999,5042.5488,5081.75,-99999
2016-06-24 06:00:00,19.1,15.82,-99999,4901.4482,5002.5112,-99999
2016-06-24 07:00:00,19.09,15.8,-99999,5053.0732,5133.459,-99999
2016-06-24 08:00:00,19.07,15.76,-99999,5078.4209,5555.2519999999995,-99999
2016-06-24 09:00:00,19.049999,15.73,-99999,5058.6162,5626.1968,-99999
2016-06-24 10:00:00,19.08,15.7,-99999,5066.2041,5514.8608,-99999
2016-06-24 11:00:00,19.07,15.68,-99999,5056.9648,5262.8291,-99999
2016-06-24 12:00:00,19.110001,15.67,-99999,5055.4209,5181.0801,-99999
2016-06-24 13:00:00,19.1,15.67,-99999,5050.084,5253.7808,-99999
2016-06-24 14:00:00,19.1,15.68,-99999,5057.9609,5233.8779,-99999
2016-06-24 15:00:00,19.110001,15.69,-99999,4984.707,5063.5669,-99999
2016-06-24 16:00:00,19.110001,15.71,-99999,4919.5562,4985.688,-99999
2016-06-24 17:00:00,19.1,15.73,-99999,5001.0342,5021.5361,-99999
2016-06-24 18:00:00,19.110001,15.75,-99999,5022.981,4996.6909,-99999
2016-06-24 19:00:00,19.129998999999998,15.77,-99999,4881.835,4945.3301,-99999
2016-06-24 20:00:00,19.139999,15.78,-99999,4410.313,4582.2798,-99999
2016-06-24 21:00:00,19.110001,15.8,-99999,4687.9819,4821.7539,-99999
2016-06-24 22:00:00,18.969998999999998,15.8,-99999,5038.0879,5176.3262,-99999
2016-06-24 23:00:00,19.0,15.8,-99999,5042.9912,5562.2402,-99999
2016-06-25 00:00:00,19.08,15.79,-99999,5037.9912,5667.0791,-99999
2016-06-25 01:00:00,19.09,15.79,-99999,5042.856,5824.5962,-99999
2016-06-25 02:00:00,19.09,15.78,-99999,5045.0859,6007.2671,-99999
2016-06-25 03:00:00,19.059998999999998,15.76,-99999,5037.4009,6169.6499,-99999
2016-06-25 04:00:00,19.030001000000002,15.74,-99999,5041.9561,6091.0332,-99999
2016-06-25 05:00:00,19.08,15.72,-99999,5037.0098,6142.6548,-99999
2016-06-25 06:00:00,19.120001000000002,15.7,-99999,5045.1201,6076.5039,-99999
2016-06-25 07:00:00,19.1,15.68,-99999,5055.1001,6333.0581,-99999
2016-06-25 08:00:00,19.139999,15.66,-99999,5081.8872,6326.6851,-99999
2016-06-25 09:00:00,19.17,15.64,-99999,5051.5669,5899.7519999999995,-99999
2016-06-25 10:00:00,19.219998999999998,15.62,-99999,5062.439,5416.9561,-99999
2016-06-25 11:00:00,19.25,15.61,-99999,4947.458,5090.9692,-99999
2016-06-25 12:00:00,19.23,15.62,-99999,4956.541,5080.0371,-99999
2016-06-25 13:00:00,19.24,15.63,-99999,4785.3311,4926.5132,-99999
2016-06-25 14:00:00,19.23,15.67,-99999,4698.9321,4808.04,-99999
2016-06-25 15:00:00,19.200001,15.7,-99999,4725.418,4835.02,-99999
2016-06-25 16:00:00,19.200001,15.74,-99999,4792.1738,4928.8848,-99999
2016-06-25 17:00:00,19.200001,15.79,-99999,4847.8379,4944.3848,-99999
2016-06-25 18:00:00,19.17,15.83,-99999,4974.936,5002.0488,-99999
2016-06-25 19:00:00,19.15,15.87,-99999,5042.897,5110.189,-99999
2016-06-25 20:00:00,19.120001000000002,15.9,-99999,5047.7881,5251.3252,-99999
2016-06-25 21:00:00,18.940001000000002,15.92,-99999,5038.5581,5269.3882,-99999
2016-06-25 22:00:00,19.0,15.94,-99999,5043.8579,5321.1602,-99999
2016-06-25 23:00:00,19.16,15.95,-99999,5037.7139,5459.728,-99999
2016-06-26 00:00:00,19.16,15.95,-99999,5043.3892,5634.5981,-99999
2016-06-26 01:00:00,19.18,15.95,-99999,5037.6431,5619.4312,-99999
2016-06-26 02:00:00,19.17,15.94,-99999,5042.8672,5688.335,-99999
2016-06-26 03:00:00,19.139999,15.93,-99999,5037.1748,5847.2119,-99999
2016-06-26 04:00:00,19.120001000000002,15.92,-99999,5042.395,6027.4541,-99999
2016-06-26 05:00:00,19.09,15.9,-99999,5037.0352,6446.3472,-99999
2016-06-26 06:00:00,19.049999,15.88,-99999,5039.6362,6765.1631,-99999
2016-06-26 07:00:00,19.1,15.85,-99999,5051.9048,6684.9341,-99999
2016-06-26 08:00:00,18.98,15.83,-99999,5063.4468,6244.5532,-99999
2016-06-26 09:00:00,19.18,15.81,-99999,5068.2749,5995.7480000000005,-99999
2016-06-26 10:00:00,19.209999,15.79,-99999,5058.2432,5515.0771,-99999
2016-06-26 11:00:00,19.219998999999998,15.79,-99999,5042.8428,5189.1528,-99999
2016-06-26 12:00:00,19.24,15.79,-99999,4872.1279,4983.0498,-99999
2016-06-26 13:00:00,19.219998999999998,15.82,-99999,4773.626,4889.0078,-99999
2016-06-26 14:00:00,19.219998999999998,15.86,-99999,4577.7261,4663.519,-99999
2016-06-26 15:00:00,19.219998999999998,15.91,-99999,4432.167,4609.375,-99999
2016-06-26 16:00:00,19.209999,15.96,-99999,4437.936,4643.252,-99999
2016-06-26 17:00:00,19.17,16.01,-99999,4598.5942,4724.0688,-99999
2016-06-26 18:00:00,19.16,16.049999,-99999,4578.6499,4705.7842,-99999
2016-06-26 19:00:00,19.139999,16.09,-99999,4724.231,4809.0439,-99999
2016-06-26 20:00:00,19.139999,16.129998999999998,-99999,4866.2012,4947.5469,-99999
2016-06-26 21:00:00,19.139999,16.15,-99999,5038.8291,5144.3208,-99999
2016-06-26 22:00:00,19.1,16.16,-99999,5043.0688,5305.1519,-99999
2016-06-26 23:00:00,19.120001000000002,16.17,-99999,5038.3608,5429.5908,-99999
2016-06-27 00:00:00,19.040001,16.17,-99999,5038.1289,5669.3208,-99999
2016-06-27 01:00:00,19.040001,16.16,-99999,5043.6509,6057.209,-99999
2016-06-27 02:00:00,19.02,16.15,-99999,5037.415,6365.731,-99999
2016-06-27 03:00:00,18.959999,16.139999,-99999,5042.5762,6640.9648,-99999
2016-06-27 04:00:00,18.950001,16.110001,-99999,5037.0801,6834.5249,-99999
2016-06-27 05:00:00,18.93,16.09,-99999,5042.2739,7033.085,-99999
2016-06-27 06:00:00,18.950001,16.059998999999998,-99999,5039.1099,6933.8208,-99999
2016-06-27 07:00:00,18.950001,16.030001000000002,-99999,5051.2158,6862.854,-99999
2016-06-27 08:00:00,19.02,16.01,-99999,5072.3652,6415.2061,-99999
2016-06-27 09:00:00,19.040001,15.98,-99999,5062.4878,5947.6602,-99999
2016-06-27 10:00:00,19.059998999999998,15.96,-99999,5065.9722,5648.331999999999,-99999
2016-06-27 11:00:00,19.07,15.95,-99999,5049.5098,5343.3301,-99999
2016-06-27 12:00:00,19.059998999999998,15.94,-99999,5050.5679,5342.0771,-99999
2016-06-27 13:00:00,19.059998999999998,15.94,-99999,5061.3389,5295.6309,-99999
2016-06-27 14:00:00,19.059998999999998,15.95,-99999,4853.3232,4949.043,-99999
2016-06-27 15:00:00,19.049999,15.97,-99999,4670.8042,4824.377,-99999
2016-06-27 16:00:00,19.030001000000002,15.99,-99999,4635.8042,4811.688,-99999
2016-06-27 17:00:00,19.030001000000002,16.02,-99999,4598.8618,4713.916,-99999
2016-06-27 18:00:00,19.040001,16.059998999999998,-99999,4674.3242,4785.4141,-99999
2016-06-27 19:00:00,19.040001,16.1,-99999,4640.0708,4745.2109,-99999
2016-06-27 20:00:00,19.040001,16.139999,-99999,4719.3188,4784.457,-99999
2016-06-27 21:00:00,19.049999,16.18,-99999,4681.1519,4771.4229,-99999
2016-06-27 22:00:00,19.01,16.209999,-99999,4575.5181,4673.7271,-99999
2016-06-27 23:00:00,19.059998999999998,16.23,-99999,4493.4331,4628.8462,-99999
2016-06-28 00:00:00,19.059998999999998,16.25,-99999,4401.3589,4533.1411,-99999
2016-06-28 01:00:00,19.059998999999998,16.27,-99999,4401.9292,4555.042,-99999
2016-06-28 02:00:00,19.049999,16.280001000000002,-99999,4391.7271,4546.4951,-99999
2016-06-28 03:00:00,19.01,16.280001000000002,-99999,4668.0669,4821.6802,-99999
2016-06-28 04:00:00,19.02,16.290001,-99999,4782.8252,4899.0679,-99999
2016-06-28 05:00:00,19.030001000000002,16.290001,-99999,4770.3071,4809.165,-99999
2016-06-28 06:00:00,19.0,16.280001000000002,-99999,5045.4512,5052.728,-99999
2016-06-28 07:00:00,19.0,16.280001000000002,-99999,5045.0581,5175.0288,-99999
2016-06-28 08:00:00,18.98,16.280001000000002,-99999,5053.8301,5164.2852,-99999
2016-06-28 09:00:00,19.02,16.280001000000002,-99999,4983.5371,5133.501,-99999
2016-06-28 10:00:00,19.01,16.280001000000002,-99999,4947.3931,5135.21,-99999
2016-06-28 11:00:00,19.01,16.290001,-99999,4666.355,4869.7002,-99999
2016-06-28 12:00:00,18.99,16.299999,-99999,4704.1221,4916.8711,-99999
2016-06-28 13:00:00,18.98,16.32,-99999,4658.5879,4879.5908,-99999
2016-06-28 14:00:00,18.969998999999998,16.360001,-99999,4508.603,4699.6841,-99999
2016-06-28 15:00:00,18.969998999999998,16.4,-99999,4403.0371,4605.6841,-99999
2016-06-28 16:00:00,18.969998999999998,16.450001,-99999,4428.2988,4640.21,-99999
2016-06-28 17:00:00,18.98,16.49,-99999,4445.751,4635.1919,-99999
2016-06-28 18:00:00,18.98,16.530001000000002,-99999,4470.3262,4628.2041,-99999
2016-06-28 19:00:00,18.98,16.57,-99999,4611.1431,4686.6968,-99999
2016-06-28 20:00:00,18.98,16.59,-99999,4834.7998,4867.7031,-99999
2016-06-28 21:00:00,18.959999,16.610001,-99999,5043.4131,5221.3369,-99999
2016-06-28 22:00:00,18.959999,16.620001000000002,-99999,5038.3179,5408.4282,-99999
2016-06-28 23:00:00,18.889999,16.610001,-99999,5037.9072,5577.2041,-99999
2016-06-29 00:00:00,18.93,16.6,-99999,5043.686,5770.5439,-99999
2016-06-29 01:00:00,18.889999,16.58,-99999,5037.644,6070.5098,-99999
2016-06-29 02:00:00,18.860001,16.549999,-99999,5043.0239,6475.2622,-99999
2016-06-29 03:00:00,18.82,16.52,-99999,5037.104,6798.4028,-99999
2016-06-29 04:00:00,18.73,16.48,-99999,5041.7358,7519.6758,-99999
2016-06-29 05:00:00,18.610001,16.43,-99999,5036.7588,8531.3047,-99999
2016-06-29 06:00:00,18.450001,16.379998999999998,-99999,5044.3208,9205.4854,-99999
2016-06-29 07:00:00,18.57,16.32,-99999,5039.4072,9331.6709,-99999
2016-06-29 08:00:00,18.6,16.26,-99999,5070.167,9652.9531,-99999
2016-06-29 09:00:00,18.790001,16.200001,-99999,5075.7251,8793.0264,-99999
2016-06-29 10:00:00,18.879998999999998,16.15,-99999,5062.1729,7809.689,-99999
2016-06-29 11:00:00,18.98,16.1,-99999,5068.6479,6667.7861,-99999
2016-06-29 12:00:00,19.030001000000002,16.059998999999998,-99999,5052.791,6004.54,-99999
2016-06-29 13:00:00,19.059998999999998,16.030001000000002,-99999,5055.3369,5574.7451,-99999
2016-06-29 14:00:00,19.049999,16.01,-99999,5048.8691,5527.7598,-99999
2016-06-29 15:00:00,19.040001,16.0,-99999,5055.7212,5584.064,-99999
2016-06-29 16:00:00,19.040001,16.0,-99999,5050.582,5419.1689,-99999
2016-06-29 17:00:00,18.98,16.0,-99999,5036.2939,5400.0928,-99999
2016-06-29 18:00:00,18.690001000000002,15.99,-99999,5042.5059,5469.8271,-99999
2016-06-29 19:00:00,19.049999,15.99,-99999,5036.7271,5450.3501,-99999
2016-06-29 20:00:00,19.030001000000002,15.98,-99999,5043.1938,5612.811,-99999
2016-06-29 21:00:00,19.030001000000002,15.96,-99999,5038.0088,5720.9580000000005,-99999
2016-06-29 22:00:00,19.01,15.95,-99999,5042.9282,6110.1338,-99999
2016-06-29 23:00:00,19.01,15.92,-99999,5037.6748,6190.9009,-99999
2016-06-30 00:00:00,19.01,15.89,-99999,5042.9409,6244.666,-99999
2016-06-30 01:00:00,19.01,15.86,-99999,5037.8379,6397.749,-99999
2016-06-30 02:00:00,19.0,15.83,-99999,5037.1621,6421.7612,-99999
2016-06-30 03:00:00,18.99,15.79,-99999,5043.4551,6681.375,-99999
2016-06-30 04:00:00,18.98,15.75,-99999,5036.9268,6696.7129,-99999
2016-06-30 05:00:00,19.0,15.71,-99999,5041.7319,6587.5381,-99999
2016-06-30 06:00:00,19.09,15.67,-99999,5039.543,5866.2051,-99999
2016-06-30 07:00:00,19.059998999999998,15.63,-99999,5056.333,6110.0811,-99999
2016-06-30 08:00:00,19.059998999999998,15.59,-99999,5056.6479,6326.4761,-99999
2016-06-30 09:00:00,19.129998999999998,15.55,-99999,5075.394,5881.3501,-99999
2016-06-30 10:00:00,19.15,15.52,-99999,5059.188,5483.6958,-99999
2016-06-30 11:00:00,19.16,15.5,-99999,5057.9888,5235.082,-99999
2016-06-30 12:00:00,19.15,15.48,-99999,4920.9429,5006.4219,-99999
2016-06-30 13:00:00,19.17,15.49,-99999,4575.271,4679.4282,-99999
2016-06-30 14:00:00,19.15,15.51,-99999,4668.8472,4847.3999,-99999
2016-06-30 15:00:00,19.15,15.53,-99999,4625.1021,4781.3379,-99999
2016-06-30 16:00:00,19.139999,15.56,-99999,4565.418,4716.3589,-99999
2016-06-30 17:00:00,19.129998999999998,15.6,-99999,4585.0361,4644.5562,-99999
2016-06-30 18:00:00,19.139999,15.63,-99999,4546.2109,4693.2051,-99999
2016-06-30 19:00:00,19.15,15.66,-99999,4466.542,4618.0059,-99999
2016-06-30 20:00:00,19.129998999999998,15.68,-99999,4566.356,4695.6709,-99999
2016-06-30 21:00:00,19.110001,15.69,-99999,4892.0879,4951.7861,-99999
2016-06-30 22:00:00,19.1,15.7,-99999,5038.25,5102.085,-99999
2016-06-30 23:00:00,19.08,15.7,-99999,5043.5269,5301.3521,-99999
2016-07-01 00:00:00,19.059998999999998,15.69,-99999,5037.75,5515.0308,-99999
2016-07-01 01:00:00,19.030001000000002,15.69,-99999,5042.7529,5698.3179,-99999
2016-07-01 02:00:00,19.01,15.68,-99999,5037.8018,5753.4229,-99999
2016-07-01 03:00:00,19.0,15.67,-99999,5043.2002,5952.0112,-99999
2016-07-01 04:00:00,18.98,15.65,-99999,5037.0371,6126.1489,-99999
2016-07-01 05:00:00,18.98,15.64,-99999,5040.2109,6224.7622,-99999
2016-07-01 06:00:00,18.950001,15.62,-99999,5050.0098,6456.3652,-99999
2016-07-01 07:00:00,18.969998999999998,15.6,-99999,5045.6079,6433.0811,-99999
2016-07-01 08:00:00,19.0,15.58,-99999,5074.0991,6219.2451,-99999
2016-07-01 09:00:00,19.040001,15.57,-99999,5072.3379,5732.5088,-99999
2016-07-01 10:00:00,19.049999,15.56,-99999,5061.8691,5419.0381,-99999
2016-07-01 11:00:00,19.059998999999998,15.56,-99999,5062.9521,5242.3599,-99999
2016-07-01 12:00:00,19.02,15.56,-99999,4859.1299,5003.8018,-99999
2016-07-01 13:00:00,19.059998999999998,15.58,-99999,4703.252,4797.9888,-99999
2016-07-01 14:00:00,19.07,15.6,-99999,4476.8462,4600.6738,-99999
2016-07-01 15:00:00,19.059998999999998,15.62,-99999,4370.9771,4606.563,-99999
2016-07-01 16:00:00,19.049999,15.65,-99999,4344.228,4512.6938,-99999
2016-07-01 17:00:00,19.040001,15.69,-99999,4356.0962,4490.834,-99999
2016-07-01 18:00:00,19.040001,15.72,-99999,4338.167,4430.918,-99999
2016-07-01 19:00:00,19.030001000000002,15.75,-99999,4565.5112,4663.563,-99999
2016-07-01 20:00:00,19.049999,15.77,-99999,4840.771,4946.7769,-99999
2016-07-01 21:00:00,19.049999,15.79,-99999,4949.5942,5033.7769,-99999
2016-07-01 22:00:00,19.01,15.8,-99999,5037.6689,5145.8389,-99999
2016-07-01 23:00:00,19.030001000000002,15.8,-99999,5043.2588,5329.8999,-99999
2016-07-02 00:00:00,18.99,15.79,-99999,5045.9341,5826.9902,-99999
2016-07-02 01:00:00,18.950001,15.78,-99999,5037.4629,6204.0259,-99999
2016-07-02 02:00:00,18.870001000000002,15.76,-99999,5042.8892,6929.6499,-99999
2016-07-02 03:00:00,18.790001,15.73,-99999,5037.3359,7501.3242,-99999
2016-07-02 04:00:00,18.73,15.7,-99999,5042.0391,8214.4502,-99999
2016-07-02 05:00:00,18.57,15.66,-99999,5036.646,8552.3711,-99999
