TIMESTAMP,WP1(10cm),WP2(30cm),TempMPS1(10cm),TempMPS2(30cm),VWC1(10cm),VWC2(30cm),VWC3(60cm),VWC4(135cm),EC1(10cm),EC2(30cm),EC3(60cm),EC4(135cm),Temp5TE1(10cm),Temp5TE2(30cm),Temp5TE3(60cm),Temp5TE4(135cm)
MST,kPa,kPa,degC,degC,m3/m3,m3/m3,m3/m3,m3/m3,dS/m,dS/m,dS/m,dS/m,degC,degC,degC,degC
10/23/2015 10:45,-10.4,-10,3.5,4.1,0.175,0.038,0.042,0.053,0.05,0,0.01,0,3.5,4.8,5.6,8
10/23/2015 11:00,-10.3,-10,3.5,4.1,0.175,0.038,0.041,0.053,0.05,0,0,0,3.5,4.8,5.6,8.1
10/23/2015 11:15,-10.2,-10,3.5,4.1,0.175,0.038,0.041,0.053,0.05,0,0.01,0,3.5,4.8,5.6,8.1
10/23/2015 11:30,-10.3,-10.1,3.5,4.1,0.175,0.038,0.041,0.053,0.05,0,0.01,0,3.5,4.8,5.7,8.1
10/23/2015 11:45,-10.3,-10,3.5,4.1,0.175,0.038,0.042,0.053,0.05,0,0.01,0,3.5,4.8,5.6,8.1
10/23/2015 12:00,-10.3,-10,3.5,4.1,0.175,0.038,0.041,0.053,0.05,0,0.01,0,3.5,4.8,5.6,8.1
10/23/2015 12:15,-10.3,-10.1,3.5,4.1,0.175,0.039,0.041,0.053,0.05,0.01,0,0,3.5,4.8,5.8,8.1
10/23/2015 12:30,-10.3,-10,3.5,4.1,0.175,0.039,0.042,0.053,0.05,0.01,0.01,0,3.5,4.8,5.6,8.1
10/23/2015 12:45,-10.3,-10.1,3.6,4.1,0.175,0.039,0.042,0.053,0.05,0,0.01,0,3.5,4.8,5.6,8
10/23/2015 13:00,-10.3,-10,3.6,4.1,0.175,0.039,0.042,0.053,0.05,0,0.01,0,3.5,4.8,5.6,8.1
10/23/2015 13:15,-10.3,-10,3.6,4.1,0.175,0.039,0.042,0.053,0.05,0.01,0.01,0,3.5,4.8,5.7,8.1
10/23/2015 13:30,-10.3,-10,3.6,4.1,0.175,0.039,0.042,0.053,0.05,0.01,0,0,3.6,4.8,5.7,8.2
10/23/2015 13:45,-10.3,-10,3.6,4.1,0.175,0.039,0.042,0.052,0.05,0,0.01,0,3.7,4.8,5.6,8.2
10/23/2015 14:00,-10.3,-10,3.7,4.1,0.175,0.039,0.042,0.053,0.05,0.01,0,0,3.7,4.8,5.7,8.1
10/23/2015 14:15,-10.3,-10.1,3.7,4.1,0.175,0.039,0.042,0.053,0.05,0,0.01,0,3.7,4.8,5.6,8.2
10/23/2015 14:30,-10.3,-10,3.8,4.1,0.175,0.039,0.042,0.053,0.05,0,0.01,0,3.8,4.8,5.6,8.2
10/23/2015 14:45,-10.3,-10,3.8,4.1,0.175,0.039,0.043,0.053,0.05,0,0.01,0,3.8,4.8,5.6,8.2
10/23/2015 15:00,-10.3,-10,3.9,4.1,0.175,0.039,0.043,0.053,0.05,0,0.01,0,3.9,4.8,5.6,8.2
10/23/2015 15:15,-10,-10,3.9,4.1,0.175,0.039,0.043,0.053,0.05,0,0.01,0,3.9,4.8,5.6,8.2
10/23/2015 15:30,-10.3,-10,4,4.1,0.175,0.039,0.043,0.053,0.05,0,0,0,4,4.8,5.6,8.2
10/23/2015 15:45,-10.3,-10,4,4.1,0.175,0.04,0.043,0.053,0.05,0,0.01,0,4.1,4.8,5.6,8.2
