DateTime,Pit3_ORP_5,Pit3_ORP_10,Pit3_ORP_30,Pit3_ORP_60
MST,mV,mV,mV,mV
6/25/2015 14:00,333.8,483.4,379.8,476.6
6/25/2015 14:15,337.2,488.8,382.5,480.7
6/25/2015 14:30,341.2,493.6,373.1,485.4
6/25/2015 14:45,366.3,560.6,423.8,611
6/25/2015 15:00,350,504.4,387.3,493.6
6/25/2015 15:15,354.4,509.1,394,497
6/25/2015 15:30,354.1,489.5,388.6,471.2
6/25/2015 15:45,362.2,516.6,402.2,502.4
6/25/2015 16:00,364.9,519.3,402.2,504.1
6/25/2015 16:15,367.6,522,402.2,505.8
6/25/2015 16:30,370.3,524.7,405.9,507.4
6/25/2015 16:45,373.4,526.7,408.3,508.8
6/25/2015 17:00,375.8,529.5,410.3,510.2
6/25/2015 17:15,377.8,531.5,411.3,511.2
6/25/2015 17:30,379.8,533.5,413,512.2
6/25/2015 17:45,381.9,535.5,413.7,512.9
6/25/2015 18:00,383.9,536.9,408.6,514.2
6/25/2015 18:15,385.9,538.9,412.7,514.9
6/25/2015 18:30,387.9,540.3,415,515.6
6/25/2015 18:45,389.3,541.6,416.7,516.2
6/25/2015 19:00,391,543,416.7,516.9
6/25/2015 19:15,392.7,544.3,414,517.6
6/25/2015 19:30,394,545.7,414.4,517.9
6/25/2015 19:45,395.7,546.4,416.4,518.3
6/25/2015 20:00,396.8,547.7,418.1,519
6/25/2015 20:15,398.1,548.4,405.6,519
6/25/2015 20:30,399.5,549.8,413,519.3
6/25/2015 20:45,400.9,550.5,414.4,519.7
6/25/2015 21:00,402.2,551.9,413.4,520.4
6/25/2015 21:15,403.6,552.6,417.5,520.7
6/25/2015 21:30,404.3,553.9,419.8,520.7
6/25/2015 21:45,405.6,554.6,421.2,520.7
6/25/2015 22:00,406.3,555.3,422.2,521.4
6/25/2015 22:15,407.3,556,422.5,521.4
6/25/2015 22:30,408.3,557.3,414.1,521.8
6/25/2015 22:45,409.3,557.6,418.8,521.7
6/25/2015 23:00,410,558,421.2,522.1
6/25/2015 23:15,410.7,558.7,422.9,522.1
6/25/2015 23:30,411.4,559.7,423.9,522.1
6/25/2015 23:45,412.1,560,424.6,522.1
6/26/2015 0:00,412.7,560.7,425.3,522.1
6/26/2015 0:15,413.4,561.4,426,522.5
6/26/2015 0:30,414.1,562.1,426.3,522.2
6/26/2015 0:45,414.8,562.8,426.7,522.2
6/26/2015 1:00,415.5,563.5,426,522.5
6/26/2015 1:15,416.2,564.2,426.3,522.5
6/26/2015 1:30,416.5,564.1,427,522.8
6/26/2015 1:45,417.2,564.8,427.3,522.8
6/26/2015 2:00,417.9,565.5,427.7,522.5
