TIMESTAMP,Temp_Avg(2cm),Temp_Avg(10cm),Temp_Avg(30cm),Temp_Avg(60cm),O2_Avg(2cm),O2_Avg(10cm),O2_Avg(30cm),O2_Avg(60cm),CO2_Avg(2cm),CO2_Avg(10cm),CO2_Avg(30cm),CO2_Avg(60cm)
MST,C,C,C,C,%,%,%,%,ppm,ppm,ppm,ppm
1/1/2016 11:00,-0.112,0.472,1.314,2.357,11.646,9.918,13.046,11.482,2057.107,10014.73,8844.674,7082.989
1/1/2016 11:15,-0.127,0.517,1.366,2.407,11.642,9.909,13.037,11.462,2085.2,10009.75,8737.099,7111.634
1/1/2016 11:30,-0.125,0.563,1.417,2.461,11.64,9.893,13.032,11.423,2125.815,10009.02,8749.861,7072.321
1/1/2016 11:45,-0.129,0.604,1.49,2.544,11.624,9.888,13.029,11.408,2152.712,10008.27,8715.441,7021.369
1/1/2016 12:00,-0.136,0.713,1.629,2.694,11.61,9.889,13.028,11.396,2172.507,10006.83,8715.897,7033.092
1/1/2016 12:15,-0.134,0.761,1.687,2.75,11.607,9.873,13.021,11.39,2195.558,10006.1,8686.784,7003.344
1/1/2016 12:30,-0.127,0.783,1.714,2.773,11.606,9.872,13.019,11.389,2206.103,10007.38,8677.054,7049.185
1/1/2016 12:45,-0.125,0.796,1.733,2.795,11.606,9.87,13.018,11.381,2215.666,10007.93,8666.124,7006.924
1/1/2016 13:00,-0.128,0.819,1.774,2.838,11.605,9.876,13.022,11.377,2231.49,10008.37,8673.868,7012.134
1/1/2016 13:15,-0.132,0.83,1.774,2.83,11.604,9.88,13.026,11.381,2235.277,10005.57,8675.241,7010.12
1/1/2016 13:30,-0.135,0.817,1.772,2.833,11.605,9.885,13.027,11.377,2247.509,10005.81,8671.019,6980.334
1/1/2016 13:45,-0.134,0.843,1.808,2.867,11.605,9.893,13.025,11.381,2250.598,10006.06,8659.158,6981.771
1/1/2016 14:00,-0.135,0.848,1.814,2.871,11.604,9.892,13.023,11.38,2246.319,10006.06,8643.862,6994.517
1/1/2016 14:15,-0.131,0.852,1.818,2.871,11.604,9.891,13.035,11.38,2248.469,10005.54,8664.848,6991.674
1/1/2016 14:30,-0.13,0.87,1.849,2.908,11.603,9.892,13.037,11.398,2235.881,10005.71,8658.772,6963.541
1/1/2016 14:45,-0.131,0.894,1.879,2.935,11.603,9.899,13.045,11.403,2236.553,10004.96,8628.345,6961.443
1/1/2016 15:00,-0.131,0.893,1.869,2.919,11.603,9.894,13.042,11.404,2233.672,10005.14,8636.647,6982.582
1/1/2016 15:15,-0.131,0.859,1.822,2.867,11.604,9.891,13.039,11.407,2228.725,10006.28,8635.411,6973.585
1/1/2016 15:30,-0.135,0.828,1.787,2.829,11.604,9.893,13.042,11.41,2236.66,10006.2,8674.42,6968.451
