DateTime,VWC12cm,Temp12cm,EC12cm,VWC30cm,Temp30cm,EC30cm,VWC65cm,Temp65cm,EC65cm,Voltage11cm,Voltage29cm
[MST],[m3/m3],[degC],[dS/m],[m3/m3],[degC],[dS/m],[m3/m3],[degC],[dS/m],[mV],[mV]
1/1/2011 0:00,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0,596.2,605.7
1/1/2011 0:10,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0,596.2,606.4
1/1/2011 0:20,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0.01,596.9,606.4
1/1/2011 0:30,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0.01,596.2,606.4
1/1/2011 0:40,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0.01,596.2,605.7
1/1/2011 0:50,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0,596.2,605.7
1/1/2011 1:00,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0,596.2,606.4
1/1/2011 1:10,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0,596.2,606.4
1/1/2011 1:20,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0.01,596.2,606.4
1/1/2011 1:30,0.163,-0.2,0.04,0.164,0.7,0.03,0.109,1.6,0.01,596.2,605.7
1/1/2011 1:40,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0.01,596.2,606.4
1/1/2011 1:50,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0.01,596.2,606.4
1/1/2011 2:00,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0.01,596.2,606.4
1/1/2011 2:10,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0.01,596.2,605.7
1/1/2011 2:20,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0.01,596.2,605.7
1/1/2011 2:30,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0,596.2,606.4
1/1/2011 2:40,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0,596.2,606.4
1/1/2011 2:50,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0,595.4,606.4
1/1/2011 3:00,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0,596.2,605.7
1/1/2011 3:10,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0.01,596.2,605.7
1/1/2011 3:20,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0.01,596.2,606.4
1/1/2011 3:30,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0.01,596.2,606.4
1/1/2011 3:40,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0.01,596.2,605.7
1/1/2011 3:50,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0.01,596.2,606.4
1/1/2011 4:00,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0.01,596.2,605.7
1/1/2011 4:10,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0.01,596.2,606.4
1/1/2011 4:20,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0,596.2,606.4
1/1/2011 4:30,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0.01,596.2,606.4
1/1/2011 4:40,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0,596.2,606.4
1/1/2011 4:50,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0,596.2,605.7
1/1/2011 5:00,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0.01,596.2,605.7
1/1/2011 5:10,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0.01,596.2,606.4
1/1/2011 5:20,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0.01,596.2,606.4
1/1/2011 5:30,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0.01,596.2,606.4
1/1/2011 5:40,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0,596.2,606.4
1/1/2011 5:50,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0,596.2,606.4
1/1/2011 6:00,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0,596.2,606.4
1/1/2011 6:10,0.163,-0.2,0.04,0.163,0.7,0.04,0.109,1.6,0.01,596.2,606.4
1/1/2011 6:20,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0.01,596.2,606.4
1/1/2011 6:30,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0.01,596.2,606.4
1/1/2011 6:40,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0,596.2,606.4
1/1/2011 6:50,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0.01,595.4,605.7
1/1/2011 7:00,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0.01,596.2,605.7
1/1/2011 7:10,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0,596.2,606.4
1/1/2011 7:20,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0.01,596.2,605.7
1/1/2011 7:30,0.163,-0.2,0.04,0.163,0.7,0.04,0.109,1.6,0.01,596.2,606.4
1/1/2011 7:40,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0.01,596.2,606.4
1/1/2011 7:50,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0.01,596.9,605.7
1/1/2011 8:00,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0.01,596.2,606.4
1/1/2011 8:10,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0,596.2,606.4
1/1/2011 8:20,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0.01,596.2,606.4
1/1/2011 8:30,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0.01,596.2,605.7
1/1/2011 8:40,0.163,-0.2,0.04,0.163,0.7,0.04,0.109,1.6,0,596.2,605.7
1/1/2011 8:50,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0,596.2,606.4
1/1/2011 9:00,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0,595.4,606.4
1/1/2011 9:10,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0.01,596.2,606.4
1/1/2011 9:20,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0.01,596.2,606.4
1/1/2011 9:30,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0.01,596.2,606.4
1/1/2011 9:40,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0.01,596.2,606.4
1/1/2011 9:50,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0,596.2,606.4
1/1/2011 10:00,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0,596.2,606.4
1/1/2011 10:10,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0,596.2,606.4
1/1/2011 10:20,0.163,-0.2,0.04,0.163,0.7,0.03,0.109,1.6,0.01,596.2,606.4
