SITE_NAME,SUB_SITE,DATE_OBS,TIME_OBS,C_ADDED,N_ADDED,PEAT_DEPTH,PEAT_TEMP,DISS_CH4_CONC,DISS_CO2_CONC,POREWATER_PH,SITE_COMMENTS,CRTFCN_CODE,REVISION_DATE
'SSA-FEN-FLXTR','9TF11-CON06',27-JUN-1994,1101,0,0,0,14.3,14.46,2695.0,6.68,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',27-JUN-1994,1101,0,0,50,15.0,47.01,2410.0,6.63,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',27-JUN-1994,1101,0,0,100,14.0,31.4,2685.0,6.75,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',27-JUN-1994,1101,0,0,200,13.3,172.62,2581.0,6.43,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',27-JUN-1994,1101,0,0,500,9.2,248.33,2936.0,6.24,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',27-JUN-1994,1101,0,0,400,10.6,279.84,3058.0,6.38,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',27-JUN-1994,1101,0,0,300,12.0,277.69,3184.0,6.35,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',27-JUN-1994,1103,300,6,0,,25.41,2244.0,6.72,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',27-JUN-1994,1103,300,6,50,13.5,37.46,2492.0,6.66,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',27-JUN-1994,1103,300,6,200,13.3,209.89,2754.0,6.43,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',27-JUN-1994,1103,300,6,100,13.6,36.58,2491.0,6.71,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',27-JUN-1994,1103,300,6,500,8.6,224.1,3247.0,6.29,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',27-JUN-1994,1103,300,6,400,9.9,192.99,3423.0,6.39,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',27-JUN-1994,1103,300,6,300,11.6,263.59,3217.0,6.42,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',27-JUN-1994,1236,0,6,0,,2.9,2199.0,6.77,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',27-JUN-1994,1236,0,6,500,9.9,176.65,3440.0,6.28,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',27-JUN-1994,1236,0,6,400,11.0,182.65,3202.0,6.27,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',27-JUN-1994,1236,0,6,50,14.9,30.61,2960.0,6.71,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',27-JUN-1994,1236,0,6,100,13.8,22.77,2496.0,6.63,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',27-JUN-1994,1236,0,6,300,12.5,364.16,3584.0,6.33,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',27-JUN-1994,1236,0,6,200,13.5,136.64,2803.0,6.48,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',27-JUN-1994,1238,300,0,0,,29.16,2706.0,6.72,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',27-JUN-1994,1238,300,0,50,14.1,37.86,2487.0,6.63,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',27-JUN-1994,1238,300,0,200,13.1,321.68,3039.0,6.53,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',27-JUN-1994,1238,300,0,100,13.9,61.91,2721.0,6.67,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',27-JUN-1994,1238,300,0,400,10.7,295.94,3941.0,6.18,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',27-JUN-1994,1238,300,0,500,9.4,278.24,4246.0,6.18,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',27-JUN-1994,1238,300,0,300,12.0,293.95,3308.0,6.31,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',05-JUL-1994,1126,0,0,0,,4.22,1274.0,6.73,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',05-JUL-1994,1126,0,0,500,9.7,486.07,2929.0,6.09,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',05-JUL-1994,1126,0,0,50,13.6,10.57,1595.0,6.53,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',05-JUL-1994,1126,0,0,200,13.3,227.08,2468.0,6.27,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',05-JUL-1994,1126,0,0,400,12.4,,,6.11,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',05-JUL-1994,1126,0,0,300,12.0,,,6.13,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',05-JUL-1994,1126,0,0,100,13.6,62.8,1973.0,6.63,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',05-JUL-1994,1128,300,6,0,,.37,1304.0,6.85,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',05-JUL-1994,1128,300,6,500,10.1,222.24,2589.0,6.06,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',05-JUL-1994,1128,300,6,50,15.2,9.53,1582.0,6.67,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',05-JUL-1994,1128,300,6,200,13.1,,,6.43,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',05-JUL-1994,1128,300,6,400,11.2,154.8,2084.0,6.17,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',05-JUL-1994,1128,300,6,300,12.2,272.19,2684.0,6.24,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',05-JUL-1994,1128,300,6,100,14.1,12.56,1485.0,6.66,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',05-JUL-1994,1331,0,6,0,,2.65,1227.0,6.87,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',05-JUL-1994,1331,0,6,100,13.4,13.66,1510.0,6.63,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',05-JUL-1994,1331,0,6,300,11.7,214.64,2725.0,6.19,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',05-JUL-1994,1331,0,6,400,10.6,225.73,3073.0,6.06,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',05-JUL-1994,1331,0,6,500,,293.51,3496.0,6.17,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',05-JUL-1994,1331,0,6,200,14.6,330.58,2497.0,6.34,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',05-JUL-1994,1331,0,6,50,13.5,11.65,1800.0,6.6,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',05-JUL-1994,1333,300,0,0,,1.9,984.0,6.85,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',05-JUL-1994,1333,300,0,500,10.0,221.62,3162.0,6.17,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',05-JUL-1994,1333,300,0,50,13.9,5.15,1681.0,6.6,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',05-JUL-1994,1333,300,0,200,13.2,152.73,2527.0,6.36,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',05-JUL-1994,1333,300,0,400,11.1,168.85,2801.0,6.12,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',05-JUL-1994,1333,300,0,300,11.1,184.47,3031.0,6.25,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',05-JUL-1994,1333,300,0,100,13.7,10.49,1863.0,6.5,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',12-JUL-1994,1001,0,0,0,,2.79,1642.0,6.61,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',12-JUL-1994,1001,0,0,100,14.8,15.8,1567.0,6.67,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',12-JUL-1994,1001,0,0,300,13.4,356.76,3093.0,6.14,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',12-JUL-1994,1001,0,0,400,,303.31,2213.0,6.22,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',12-JUL-1994,1001,0,0,500,,320.1,2951.0,6.04,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',12-JUL-1994,1001,0,0,200,14.5,166.24,2220.0,6.39,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',12-JUL-1994,1001,0,0,50,14.9,22.2,1721.0,6.63,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',12-JUL-1994,1003,300,6,0,,12.6,1397.0,6.46,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',12-JUL-1994,1003,300,6,100,15.0,18.03,1875.0,6.65,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',12-JUL-1994,1003,300,6,300,,304.26,3020.0,6.22,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',12-JUL-1994,1003,300,6,400,,258.96,3058.0,6.16,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',12-JUL-1994,1003,300,6,500,,235.88,3131.0,6.17,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',12-JUL-1994,1003,300,6,200,14.5,205.74,2546.0,6.22,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',12-JUL-1994,1003,300,6,50,14.9,25.02,1634.0,6.54,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',12-JUL-1994,1101,0,6,0,,13.71,1365.0,6.64,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',12-JUL-1994,1101,0,6,100,14.9,6.61,1805.0,6.6,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',12-JUL-1994,1101,0,6,300,,436.01,3570.0,6.22,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',12-JUL-1994,1101,0,6,400,,255.7,3278.0,6.02,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',12-JUL-1994,1101,0,6,500,,,,6.24,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',12-JUL-1994,1101,0,6,200,14.5,173.76,2601.0,6.29,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',12-JUL-1994,1101,0,6,50,15.0,.82,1860.0,6.6,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',12-JUL-1994,1103,300,0,0,,13.49,1629.0,6.69,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',12-JUL-1994,1103,300,0,100,15.0,25.14,1797.0,6.63,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',12-JUL-1994,1103,300,0,300,,271.52,3034.0,6.21,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',12-JUL-1994,1103,300,0,400,,247.25,3313.0,6.12,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',12-JUL-1994,1103,300,0,500,,239.19,4007.0,6.23,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',12-JUL-1994,1103,300,0,200,,342.35,2761.0,6.33,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',12-JUL-1994,1103,300,0,50,15.2,17.89,1872.0,6.61,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',18-JUL-1994,1121,0,0,0,,47.59,2058.0,6.51,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',18-JUL-1994,1121,0,0,100,16.4,66.83,2889.0,6.73,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',18-JUL-1994,1121,0,0,300,14.2,395.09,3075.0,6.27,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',18-JUL-1994,1121,0,0,400,12.8,189.07,2453.0,6.26,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',18-JUL-1994,1121,0,0,500,11.4,314.06,2704.0,6.1,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',18-JUL-1994,1121,0,0,200,15.4,160.14,2901.0,6.6,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',18-JUL-1994,1121,0,0,50,16.8,69.94,2780.0,6.69,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',18-JUL-1994,1123,300,6,0,,56.62,3008.0,6.83,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',18-JUL-1994,1123,300,6,100,16.8,76.59,2922.0,6.76,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',18-JUL-1994,1123,300,6,300,14.5,425.22,2964.0,6.26,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',18-JUL-1994,1123,300,6,400,13.3,306.69,3120.0,6.28,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',18-JUL-1994,1123,300,6,500,10.8,330.93,3187.0,6.26,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',18-JUL-1994,1123,300,6,200,16.1,257.36,2817.0,6.34,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',18-JUL-1994,1123,300,6,50,17.4,70.63,2868.0,6.75,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',18-JUL-1994,1206,0,6,0,,55.5,2495.0,6.68,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',18-JUL-1994,1206,0,6,100,17.1,79.57,2868.0,6.72,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',18-JUL-1994,1206,0,6,300,14.3,337.01,3578.0,6.28,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',18-JUL-1994,1206,0,6,400,13.7,311.92,3173.0,6.15,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',18-JUL-1994,1206,0,6,500,11.6,302.62,3172.0,6.2,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',18-JUL-1994,1206,0,6,200,16.1,244.22,2935.0,6.38,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',18-JUL-1994,1206,0,6,50,17.1,68.02,2914.0,6.73,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',18-JUL-1994,1208,300,0,0,,70.22,2976.0,6.68,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',18-JUL-1994,1208,300,0,100,17.1,86.23,3169.0,6.85,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',18-JUL-1994,1208,300,0,300,14.1,372.34,2784.0,6.34,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',18-JUL-1994,1208,300,0,400,12.7,416.72,3314.0,6.14,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',18-JUL-1994,1208,300,0,500,,380.9,3831.0,6.18,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',18-JUL-1994,1208,300,0,200,16.1,395.97,2697.0,6.37,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',18-JUL-1994,1208,300,0,50,17.4,71.57,2986.0,6.78,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',25-JUL-1994,1200,300,0,0,,114.11,2465.0,6.76,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',25-JUL-1994,1200,300,6,50,,121.43,2321.0,6.74,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',25-JUL-1994,1200,300,6,0,,118.14,2385.0,6.68,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',25-JUL-1994,1200,0,6,300,,494.35,3411.0,6.16,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',25-JUL-1994,1200,0,6,200,,432.77,2790.0,6.28,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',25-JUL-1994,1200,0,6,100,,152.5,2259.0,6.62,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',25-JUL-1994,1200,0,6,50,,126.18,2243.0,6.57,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',25-JUL-1994,1200,0,6,0,,111.21,1761.0,6.48,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',25-JUL-1994,1200,0,0,500,,498.75,2900.0,6.11,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',25-JUL-1994,1200,0,0,400,,476.15,2660.0,6.2,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',25-JUL-1994,1200,0,0,300,,632.86,3209.0,6.23,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',25-JUL-1994,1200,0,6,500,,435.67,3235.0,6.14,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',25-JUL-1994,1200,0,6,400,,519.35,3442.0,6.09,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',25-JUL-1994,1200,0,0,200,,252.16,2858.0,6.67,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',25-JUL-1994,1200,0,0,100,,110.78,2627.0,6.8,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',25-JUL-1994,1200,0,0,50,,109.75,2657.0,6.8,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',25-JUL-1994,1200,0,0,0,,101.31,2697.0,6.86,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',25-JUL-1994,1200,300,6,500,,546.68,3139.0,6.14,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',25-JUL-1994,1200,300,6,400,,530.87,3299.0,6.29,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',25-JUL-1994,1200,300,6,300,,683.84,3146.0,6.27,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',25-JUL-1994,1200,300,6,200,,364.27,2402.0,6.4,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',25-JUL-1994,1200,300,6,100,,137.73,2280.0,6.69,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',25-JUL-1994,1200,300,0,100,,138.43,2385.0,6.74,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',25-JUL-1994,1200,300,0,300,,627.65,3211.0,6.25,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',25-JUL-1994,1200,300,0,400,,567.48,3428.0,6.11,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',25-JUL-1994,1200,300,0,500,,595.45,3864.0,6.12,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',25-JUL-1994,1200,300,0,200,,733.91,3187.0,6.45,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',25-JUL-1994,1200,300,0,50,,134.55,2627.0,6.8,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',03-AUG-1994,1016,0,0,0,,90.98,4039.0,6.26,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',03-AUG-1994,1016,0,0,500,14.1,94.16,2154.0,6.21,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',03-AUG-1994,1016,0,0,50,19.0,51.67,3004.0,6.66,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',03-AUG-1994,1016,0,0,200,18.9,139.3,3308.0,6.52,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',03-AUG-1994,1016,0,0,400,15.7,171.24,2642.0,6.1,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',03-AUG-1994,1016,0,0,300,17.6,198.75,2885.0,6.19,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',03-AUG-1994,1016,0,0,100,18.9,46.77,3200.0,6.67,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',03-AUG-1994,1018,300,6,0,,106.1,2953.0,6.51,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',03-AUG-1994,1018,300,6,500,14.2,231.8,3077.0,6.21,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',03-AUG-1994,1018,300,6,100,18.5,98.5,3314.0,6.6,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',03-AUG-1994,1018,300,6,200,18.7,187.64,3368.0,6.43,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',03-AUG-1994,1018,300,6,400,16.0,241.7,3220.0,6.2,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',03-AUG-1994,1018,300,6,300,17.5,324.99,3065.0,6.16,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',03-AUG-1994,1018,300,6,50,19.5,85.59,3103.0,6.6,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',03-AUG-1994,1146,0,6,0,,83.77,3433.0,6.7,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',03-AUG-1994,1146,0,6,100,19.0,93.73,3231.0,6.64,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',03-AUG-1994,1146,0,6,300,17.1,284.38,3313.0,6.17,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON06',03-AUG-1994,1146,0,6,400,,212.68,3317.0,6.04,'Hollow: South of Tower, along transect A','CPI',09-SEP-1998
