SITE_NAME,SUB_SITE,DATE_OBS,TIME_OBS,C_ADDED,N_ADDED,PEAT_DEPTH,PEAT_TEMP,DISS_CH4_CONC,DISS_CO2_CONC,POREWATER_PH,SITE_COMMENTS,CRTFCN_CODE,REVISION_DATE
'SSA-FEN-FLXTR','9TF11-CON02',07-SEP-1994,1538,0,0,100,11.1,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',07-SEP-1994,1623,300,0,0,,112.14,2974.0,6.81,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',07-SEP-1994,1623,300,0,50,12.2,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',07-SEP-1994,1623,300,0,100,11.2,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',07-SEP-1994,1623,300,0,200,10.4,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',07-SEP-1994,1623,300,0,300,10.1,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',07-SEP-1994,1623,300,0,400,9.8,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',07-SEP-1994,1623,300,0,500,9.8,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',07-SEP-1994,1625,0,6,0,,72.05,2672.0,6.83,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',07-SEP-1994,1625,0,6,50,11.2,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',07-SEP-1994,1625,0,6,100,11.1,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',07-SEP-1994,1625,0,6,200,10.6,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',07-SEP-1994,1625,0,6,300,10.2,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',07-SEP-1994,1625,0,6,400,10.0,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',07-SEP-1994,1625,0,6,500,9.7,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',08-SEP-1994,1001,300,6,0,,86.57,3513.0,6.95,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',08-SEP-1994,1001,300,6,500,9.5,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',08-SEP-1994,1001,300,6,50,10.3,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',08-SEP-1994,1001,300,6,200,11.0,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',08-SEP-1994,1001,300,6,400,9.9,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',08-SEP-1994,1001,300,6,300,10.4,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',08-SEP-1994,1003,0,0,0,,80.82,3605.0,6.84,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',08-SEP-1994,1003,0,0,300,10.2,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',08-SEP-1994,1003,0,0,500,9.5,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',08-SEP-1994,1003,0,0,400,9.9,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',08-SEP-1994,1003,0,0,200,10.7,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',08-SEP-1994,1003,0,0,50,10.6,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',08-SEP-1994,1003,0,0,100,10.6,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',08-SEP-1994,1047,300,0,0,,,,6.77,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',08-SEP-1994,1047,300,0,50,10.5,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',08-SEP-1994,1047,300,0,100,10.4,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',08-SEP-1994,1047,300,0,200,10.5,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',08-SEP-1994,1047,300,0,300,10.5,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',08-SEP-1994,1047,300,0,400,10.2,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',08-SEP-1994,1047,300,0,500,9.9,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',08-SEP-1994,1049,0,6,0,,77.25,3039.0,6.85,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',08-SEP-1994,1049,0,6,50,10.6,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',08-SEP-1994,1049,0,6,100,10.6,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',08-SEP-1994,1049,0,6,200,10.7,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',08-SEP-1994,1049,0,6,300,10.6,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',08-SEP-1994,1049,0,6,400,10.2,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',08-SEP-1994,1049,0,6,500,9.6,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',09-SEP-1994,1246,300,6,0,,68.38,2850.0,6.75,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',09-SEP-1994,1246,300,6,300,10.4,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',09-SEP-1994,1246,300,6,500,9.5,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',09-SEP-1994,1246,300,6,400,9.9,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',09-SEP-1994,1246,300,6,200,10.7,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',09-SEP-1994,1246,300,6,50,11.0,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',09-SEP-1994,1246,300,6,100,11.1,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',09-SEP-1994,1248,0,0,0,,85.07,3115.0,6.7,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',09-SEP-1994,1248,0,0,300,10.3,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',09-SEP-1994,1248,0,0,500,9.5,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',09-SEP-1994,1248,0,0,400,9.9,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',09-SEP-1994,1248,0,0,100,11.3,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',09-SEP-1994,1248,0,0,50,11.4,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',09-SEP-1994,1333,300,0,0,,96.3,3094.0,6.74,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',09-SEP-1994,1333,300,0,50,12.1,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',09-SEP-1994,1333,300,0,100,11.3,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',09-SEP-1994,1333,300,0,200,10.8,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',09-SEP-1994,1333,300,0,300,10.5,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',09-SEP-1994,1333,300,0,400,10.0,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',09-SEP-1994,1333,300,0,500,9.7,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',09-SEP-1994,1335,0,6,0,,47.97,2719.0,6.94,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',09-SEP-1994,1335,0,6,50,11.8,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',09-SEP-1994,1335,0,6,100,11.4,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',09-SEP-1994,1335,0,6,200,10.9,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',09-SEP-1994,1335,0,6,300,10.5,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',09-SEP-1994,1335,0,6,400,10.0,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',09-SEP-1994,1335,0,6,500,9.7,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',14-SEP-1994,1011,300,6,50,8.8,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',14-SEP-1994,1011,300,6,100,8.9,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',14-SEP-1994,1011,300,6,200,9.5,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',14-SEP-1994,1011,300,6,300,9.8,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',14-SEP-1994,1011,300,6,400,9.8,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',14-SEP-1994,1011,300,6,500,9.5,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',14-SEP-1994,1330,300,6,50,8.6,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',14-SEP-1994,1330,300,6,100,9.6,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',14-SEP-1994,1330,300,6,200,9.5,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',14-SEP-1994,1330,300,6,300,9.9,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',14-SEP-1994,1330,300,6,400,9.7,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON02',14-SEP-1994,1330,300,6,500,9.6,,,,'Hollow: North of Tower, along transect A','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',19-JUN-1994,1056,0,0,0,,3.9,637.0,6.22,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',19-JUN-1994,1056,0,0,50,9.0,6.36,1198.0,6.29,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',19-JUN-1994,1056,0,0,300,7.6,424.66,2826.0,5.66,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',19-JUN-1994,1056,0,0,400,6.2,463.75,3656.0,5.93,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',19-JUN-1994,1056,0,0,200,8.6,156.36,2300.0,5.91,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',19-JUN-1994,1056,0,0,100,8.5,22.59,1688.0,6.6,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',19-JUN-1994,1056,0,0,500,5.1,403.01,4060.0,6.39,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',19-JUN-1994,1058,300,6,0,,6.28,975.0,6.42,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',19-JUN-1994,1058,300,6,50,8.1,110.75,1623.0,6.21,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',19-JUN-1994,1058,300,6,200,,324.35,2816.0,6.27,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',19-JUN-1994,1058,300,6,500,2.8,579.51,4668.0,6.22,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',19-JUN-1994,1058,300,6,400,3.6,386.08,2826.0,6.14,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',19-JUN-1994,1058,300,6,300,5.4,448.93,3019.0,6.4,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',19-JUN-1994,1058,300,6,100,7.7,226.72,2692.0,6.39,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',19-JUN-1994,1226,0,6,0,,.24,859.0,6.79,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',19-JUN-1994,1226,0,6,50,9.0,43.27,1559.0,6.22,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',19-JUN-1994,1226,0,6,200,9.0,240.01,2208.0,6.01,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',19-JUN-1994,1226,0,6,500,6.2,723.06,3840.0,5.92,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',19-JUN-1994,1226,0,6,400,7.3,602.27,3688.0,5.83,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',19-JUN-1994,1226,0,6,300,8.4,555.09,3295.0,5.97,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',19-JUN-1994,1226,0,6,100,9.1,75.05,1837.0,6.31,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',19-JUN-1994,1228,300,0,0,,,,6.93,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',19-JUN-1994,1228,300,0,50,,25.96,1475.0,6.59,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',19-JUN-1994,1228,300,0,100,8.6,60.75,1748.0,6.4,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',19-JUN-1994,1228,300,0,500,3.7,438.25,3643.0,6.0,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',19-JUN-1994,1228,300,0,400,4.9,490.29,3502.0,5.84,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',19-JUN-1994,1228,300,0,300,6.4,523.04,3509.0,5.87,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',19-JUN-1994,1228,300,0,200,7.6,328.34,6907.0,6.08,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',04-JUL-1994,1101,0,0,0,,27.32,1823.0,6.28,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',04-JUL-1994,1101,0,0,100,14.9,49.16,2347.0,6.56,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',04-JUL-1994,1101,0,0,50,16.7,37.11,1940.0,6.42,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',04-JUL-1994,1101,0,0,400,10.7,587.19,2889.0,6.04,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',04-JUL-1994,1101,0,0,500,9.7,370.67,3273.0,6.09,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',04-JUL-1994,1101,0,0,300,11.7,465.99,3345.0,5.94,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',04-JUL-1994,1101,0,0,200,12.4,165.84,2685.0,6.27,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',04-JUL-1994,1103,300,6,0,,36.67,2258.0,6.55,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',04-JUL-1994,1103,300,6,100,13.0,235.47,2809.0,6.22,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',04-JUL-1994,1103,300,6,300,10.7,1660.56,3408.0,6.02,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',04-JUL-1994,1103,300,6,50,13.5,152.96,2523.0,6.38,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',04-JUL-1994,1103,300,6,200,12.9,371.62,2840.0,6.08,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',04-JUL-1994,1103,300,6,500,11.6,,,6.01,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',04-JUL-1994,1103,300,6,400,9.4,499.04,3196.0,5.94,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',04-JUL-1994,1201,0,6,0,,19.56,2245.0,6.54,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',04-JUL-1994,1201,0,6,200,13.2,281.96,2725.0,6.13,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',04-JUL-1994,1201,0,6,400,10.4,475.43,3457.0,5.9,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',04-JUL-1994,1201,0,6,500,9.2,530.55,3605.0,5.97,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',04-JUL-1994,1201,0,6,300,11.9,430.96,3469.0,6.08,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',04-JUL-1994,1201,0,6,100,14.4,24.76,2617.0,6.59,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',04-JUL-1994,1201,0,6,50,14.2,10.82,2232.0,6.5,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',04-JUL-1994,1203,300,0,0,,12.87,1776.0,6.76,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',04-JUL-1994,1203,300,0,100,20.6,180.66,2263.0,6.46,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',04-JUL-1994,1203,300,0,200,20.3,234.07,2797.0,6.27,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',04-JUL-1994,1203,300,0,50,16.3,72.14,2528.0,6.59,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',04-JUL-1994,1203,300,0,300,15.0,446.82,3590.0,6.0,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',04-JUL-1994,1203,300,0,500,15.9,410.1,3689.0,5.88,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',04-JUL-1994,1203,300,0,400,17.2,374.66,3356.0,6.02,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',13-JUL-1994,1123,0,0,0,,28.5,1711.0,6.52,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',13-JUL-1994,1123,0,0,300,14.1,452.22,3098.0,6.23,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',13-JUL-1994,1123,0,0,500,,416.9,3149.0,6.12,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',13-JUL-1994,1123,0,0,400,,549.13,3197.0,6.11,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',13-JUL-1994,1123,0,0,200,15.1,213.91,2623.0,6.33,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',13-JUL-1994,1123,0,0,50,16.8,40.93,1691.0,6.63,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',13-JUL-1994,1123,0,0,100,16.0,51.65,1656.0,6.58,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',13-JUL-1994,1125,300,6,0,,34.96,1693.0,6.56,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',13-JUL-1994,1125,300,6,100,,191.33,2335.0,6.39,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',13-JUL-1994,1125,300,6,300,,1342.62,3500.0,6.05,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',13-JUL-1994,1125,300,6,400,,496.11,3399.0,6.04,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',13-JUL-1994,1125,300,6,500,,669.88,4066.0,6.06,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',13-JUL-1994,1125,300,6,200,,502.28,3070.0,6.21,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',13-JUL-1994,1125,300,6,50,16.4,80.28,1853.0,6.53,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',13-JUL-1994,1246,0,6,0,,21.98,1719.0,6.57,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',13-JUL-1994,1246,0,6,200,,243.34,2337.0,6.36,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',13-JUL-1994,1246,0,6,400,,519.45,3526.0,6.18,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',13-JUL-1994,1246,0,6,500,,517.34,3657.0,6.19,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',13-JUL-1994,1246,0,6,300,,440.81,2924.0,6.14,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',13-JUL-1994,1246,0,6,100,,52.92,1962.0,6.64,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',13-JUL-1994,1246,0,6,50,16.1,43.45,1760.0,6.52,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',13-JUL-1994,1248,300,0,0,,23.14,1628.0,6.67,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',13-JUL-1994,1248,300,0,50,18.9,35.67,1598.0,6.6,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',13-JUL-1994,1248,300,0,200,15.0,217.94,2432.0,6.29,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',13-JUL-1994,1248,300,0,400,12.3,743.7,3631.0,6.08,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',13-JUL-1994,1248,300,0,500,10.9,457.47,3778.0,6.05,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',13-JUL-1994,1248,300,0,300,13.8,633.74,3551.0,6.08,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
'SSA-FEN-FLXTR','9TF11-CON04',13-JUL-1994,1248,300,0,100,16.2,54.91,1702.0,6.6,'Hollow: North of Tower, along transect B','CPI',09-SEP-1998
