DateTime.EST,CO2_50cm.percent,SoilMoisture_50cm.m3m3,BulkEC_50cm.dS/m,ApogeeTemp_50cm.deg.C,ApogeeTemp_150cm.deg.C,O2_50cm.percent.0-100,O2_150cm.percent.0-100,CO2_150cm.percent,SoilMoisture_25cm.m3m3,BulkEC_25cm.dS/m,PRISM_precip.mm
2016-04-06 01:00:00,2.8285,0.319,0.027999999999999997,15.905000000000001,15.07,18.777717645,11.50811206,-99999,0.0,0.0,0.0
2016-04-06 02:00:00,2.8335,0.319,0.027999999999999997,15.85,15.07,18.77414471,11.50811206,-99999,0.0,0.0,0.0
2016-04-06 03:00:00,2.815,0.319,0.027999999999999997,15.785,15.07,18.76992215,11.50811206,-99999,0.0,0.0,0.0
2016-04-06 04:00:00,2.825,0.319,0.027999999999999997,15.705,15.07,18.764725155,11.50811206,-99999,0.0,0.0,0.0
2016-04-06 05:00:00,2.8165,0.319,0.027999999999999997,15.635,15.07,18.760177785,11.50811206,-99999,0.0,0.0,0.0
2016-04-06 06:00:00,2.8235,0.319,0.027999999999999997,15.55,15.06,-99999,11.50771278,-99999,0.0,0.0,0.0
2016-04-06 07:00:00,2.7989999999999995,0.319,0.027999999999999997,15.465,15.035,19.47738609,11.506714575,-99999,0.0,0.0,0.0
2016-04-06 08:00:00,2.7915,0.319,0.027999999999999997,15.39,15.06,19.221576375,11.507712779999999,-99999,0.0,0.0,0.0
2016-04-06 09:00:00,2.7955,0.319,0.027999999999999997,15.4,15.145,18.870286845000003,11.511106680000001,-99999,0.0,0.0,0.0
2016-04-06 10:00:00,2.7669999999999995,0.319,0.027999999999999997,15.440000000000001,15.275,18.74751011,11.51629735,-99999,0.0,0.0,0.0
2016-04-06 11:00:00,2.7635,0.319,0.0275,15.42,15.329999999999998,18.737412595000002,11.51189638,-99999,0.0,0.0,0.0
2016-04-06 12:00:00,2.7520000000000002,0.319,0.027999999999999997,15.275,15.254999999999999,18.723599175,11.50670464,-99999,0.0,0.0,0.8
2016-04-06 13:00:00,2.7365000000000004,0.318,0.0275,15.23,15.26,18.72067792,11.50690413,-99999,0.0,0.0,0.8
2016-04-06 14:00:00,2.7245,0.318,0.0275,15.23,15.26,18.72067792,11.50690413,-99999,0.0,0.0,0.8
2016-04-06 15:00:00,2.7255000000000003,0.318,0.027000000000000003,15.23,15.25,18.72067792,11.50650515,-99999,0.0,0.0,0.8
2016-04-06 16:00:00,2.696,0.318,0.027000000000000003,15.26,15.26,18.722625425,11.50690413,-99999,0.0,0.0,0.8
2016-04-06 17:00:00,2.7,0.317,0.027000000000000003,15.29,15.26,18.724572925,11.50690413,-99999,0.0,0.0,0.8
2016-04-06 18:00:00,2.7005,0.317,0.027000000000000003,15.35,15.27,18.728467925,11.507303105,-99999,0.0,0.0,0.8
2016-04-06 19:00:00,2.6855,0.317,0.027000000000000003,15.36,15.265,18.729117095,11.507103615,-99999,0.0,0.0,0.8
2016-04-06 20:00:00,2.6864999999999997,0.317,0.027000000000000003,15.309999999999999,15.195,18.725871255,11.504310775,-99999,0.0,0.0,0.8
2016-04-06 21:00:00,2.6825,0.317,0.027000000000000003,15.28,15.135000000000002,18.72392376,11.50191691,-99999,0.0,0.0,0.8
2016-04-06 22:00:00,2.686,0.317,0.027000000000000003,15.285,15.135000000000002,18.724248340000003,11.475545910000001,-99999,0.0,0.0,0.8
2016-04-06 23:00:00,2.6875,0.317,0.027000000000000003,15.29,15.135000000000002,18.72457292,11.227214635,-99999,0.0,0.0,0.8
2016-04-07 00:00:00,2.675,0.317,0.027000000000000003,15.28,15.135000000000002,18.72392376,11.200842795,-99999,0.0,0.0,0.8
2016-04-07 01:00:00,2.6715,0.317,0.027000000000000003,15.27,15.125,18.723274590000003,11.19825668,-99999,0.0,0.0,0.8
2016-04-07 02:00:00,2.6615,0.317,0.027000000000000003,15.26,15.125,18.72262542,11.05102202,-99999,0.0,0.0,0.8
2016-04-07 03:00:00,2.646,0.317,0.027000000000000003,15.235,15.120000000000001,18.721002505,10.998087545,-99999,0.0,0.0,0.8
2016-04-07 04:00:00,2.671,0.317,0.027000000000000003,15.235,15.09,18.723200925,10.97277467,-99999,0.0,0.0,0.8
2016-04-07 05:00:00,2.6595000000000004,0.317,0.027000000000000003,15.235,15.1,18.72539927,10.927010899999999,-99999,0.0,0.0,0.8
2016-04-07 06:00:00,2.6665,0.317,0.027000000000000003,15.2,15.1,18.72312666,10.90284,-99999,0.0,0.0,0.8
2016-04-07 07:00:00,2.6574999999999998,0.317,0.027000000000000003,15.165,15.1,18.72085404,10.90284,-99999,0.0,0.0,0.8
2016-04-07 08:00:00,2.6819999999999995,0.317,0.027000000000000003,15.15,15.11,18.695704965,10.903218245,-99999,0.0,0.0,0.8
2016-04-07 09:00:00,2.684,0.317,0.027000000000000003,15.195,15.17,18.52497489,10.905487695,-99999,0.0,0.0,0.8
2016-04-07 10:00:00,2.691,0.317,0.027000000000000003,15.25,15.25,18.422980499999998,10.90411664,-99999,0.0,0.0,0.8
2016-04-07 11:00:00,2.6935000000000002,0.317,0.027000000000000003,15.274999999999999,15.285,18.297054005,10.905439954999999,-99999,0.0,0.0,0.8
2016-04-07 12:00:00,2.716,0.317,0.027000000000000003,15.23,15.28,18.14251299,10.90525091,-99999,0.0,0.0,6.63
2016-04-07 13:00:00,2.752,0.317,0.027000000000000003,15.23,15.28,18.11833119,10.90525091,-99999,0.0,0.0,6.63
2016-04-07 14:00:00,2.7465,0.317,0.027000000000000003,15.25,15.28,18.11958775,10.90525091,-99999,0.0,0.0,6.63
2016-04-07 15:00:00,2.7805,0.317,0.027000000000000003,15.265,15.26,18.120530170000002,10.90449473,-99999,0.0,0.0,6.63
