TmStamp,RECORD,DiffVolt_1,DiffVolt_2,O2_30,O2_140,T109_1_C,T109_2_C,CO2_30_lo,CO2_30_hi,CO2_30_temp,CO2_140_lo,CO2_140_hi,CO2_140_temp
2017-07-24 18:00:00.000,3699,42.439999,40.48,17.110001,16.49,18.040001,14.93,5020.374,5588.106,23.42,5037.27,18843.289,20.209999
2017-07-24 19:00:00.000,3700,42.439999,40.549999,17.110001,16.52,18.030001,14.93,5026.8882,5582.4268,23.219999,5037.7012,18950.51,20.290001
2017-07-24 20:00:00.000,3701,42.509998,40.619999,17.139999,16.549999,18.01,14.93,5021.168,5217.8521,23.01,5036.7129,19081.65,20.27
2017-07-24 21:00:00.000,3702,42.57,40.689999,17.17,16.58,18.01,14.94,5026.856,5006.582,23.389999,5033.6152,19026.09,20.23
2017-07-24 22:00:00.000,3703,42.509998,40.689999,17.139999,16.58,18.030001,14.95,5019.918,5114.5322,23.360001,5036.1382,19165.98,20.27
2017-07-24 23:00:00.000,3704,42.509998,40.75,17.139999,16.610001,18.040001,14.95,5027.1279,5217.7251,23.190001,5039.2939,19081.189,20.09
2017-07-25 00:00:00.000,3705,42.509998,40.75,17.139999,16.610001,18.040001,14.95,5020.0781,5422.874,23.01,5034.9458,19112.52,20.07
2017-07-25 01:00:00.000,3706,42.509998,40.82,17.139999,16.639999,18.040001,14.95,5027.582,5728.4282,23.389999,5038.395,19145.221,20.01
2017-07-25 02:00:00.000,3707,42.57,40.889999,17.17,16.67,18.040001,14.95,5019.8682,5852.458,23.459999,5036.0869,19257.699,20.16
2017-07-25 03:00:00.000,3708,42.57,40.889999,17.17,16.67,18.040001,14.95,5026.1748,5895.1812,23.41,5038.3389,19180.289,20.25
2017-07-25 04:00:00.000,3709,42.57,40.959999,17.17,16.700001,18.040001,14.96,5029.833,5879.29,23.51,5035.916,19132.699,20.360001
2017-07-25 05:00:00.000,3710,42.57,40.959999,17.17,16.700001,18.02,14.97,5019.6958,5894.7139,23.4,5037.9399,19038.221,20.17
2017-07-25 06:00:00.000,3711,42.57,40.959999,17.17,16.700001,18.01,14.99,5026.1938,5976.292,23.51,5038.3569,19110.08,19.790001
2017-07-25 07:00:00.000,3712,42.57,40.959999,17.17,16.700001,17.99,14.99,5018.9658,6100.0571,23.23,5034.5068,19389.381,20.18
2017-07-25 08:00:00.000,3713,42.57,40.959999,17.17,16.700001,17.950001,14.99,5026.7119,6305.8579,23.040001,5038.1992,19163.539,20.309999
2017-07-25 09:00:00.000,3714,42.57,40.959999,17.17,16.700001,17.92,14.99,5020.415,6346.1289,22.950001,5035.2798,19216.77,19.9
2017-07-25 10:00:00.000,3715,42.639999,40.959999,17.200001,16.700001,17.889999,14.99,5025.6812,6218.9258,23.290001,5037.8442,19464.891,20.139999
2017-07-25 11:00:00.000,3716,42.779999,41.02,17.25,16.73,17.84,15.0,5019.5972,5810.813,23.309999,5032.4341,19329.74,20.32
2017-07-25 12:00:00.000,3717,42.779999,41.060001,17.25,16.74,17.799999,15.0,5025.7788,5962.2852,22.98,5037.9409,19394.99,19.83
2017-07-25 13:00:00.000,3718,42.84,41.09,17.280001,16.76,17.77,15.01,5020.271,6305.4058,23.08,5035.1362,19643.25,20.24
2017-07-25 14:00:00.000,3719,42.91,41.09,17.309999,16.76,17.709999,15.01,5018.9199,6072.9741,23.139999,5033.1079,19464.869,20.34
2017-07-25 15:00:00.000,3720,42.98,41.09,17.34,16.76,17.66,15.01,5026.3521,5959.459,23.309999,5035.1362,19470.27,19.99
2017-07-25 16:00:00.000,3721,42.98,41.09,17.34,16.76,17.629999,15.0,5019.043,5843.3892,22.809999,5037.9629,19595.08,19.9
2017-07-25 17:00:00.000,3722,42.98,41.130001,17.34,16.77,17.58,15.0,5025.7681,5892.0,22.809999,5033.875,19805.77,20.18
2017-07-25 18:00:00.000,3723,42.98,41.16,17.34,16.790001,17.549999,15.0,5020.2788,5791.9009,22.91,5037.8452,19756.789,20.27
2017-07-25 19:00:00.000,3724,42.98,41.189999,17.34,16.799999,17.5,15.0,5025.2451,5808.3921,23.1,5035.3809,19763.131,20.450001
2017-07-25 20:00:00.000,3725,42.98,41.23,17.34,16.82,17.469999,15.01,5020.4302,5767.752,23.15,5037.999,19670.9,20.35
2017-07-25 21:00:00.000,3726,43.049999,41.290001,17.370001,16.85,17.450001,15.02,5025.8511,5683.9819,23.040001,5035.311,19692.58,20.26
2017-07-25 22:00:00.000,3727,43.110001,41.290001,17.4,16.85,17.42,15.02,5019.6558,5656.8252,22.76,5037.8989,19751.59,20.309999
2017-07-25 23:00:00.000,3728,43.110001,41.330002,17.4,16.860001,17.4,15.02,5025.9351,5830.0298,22.58,5038.0981,19638.85,20.17
2017-07-26 00:00:00.000,3729,43.110001,41.360001,17.4,16.879999,17.379999,15.02,5029.333,6016.5498,22.83,5034.063,19682.18,20.17
2017-07-26 01:00:00.000,3730,43.110001,41.360001,17.4,16.879999,17.370001,15.03,5018.9731,6186.5532,23.02,5038.5679,19692.1,19.940001
2017-07-26 02:00:00.000,3731,43.110001,41.360001,17.4,16.879999,17.35,15.03,5026.5391,6286.7212,22.780001,5035.3232,19908.85,19.959999
2017-07-26 03:00:00.000,3732,43.110001,41.43,17.4,16.91,17.33,15.03,5020.3999,6327.1909,22.700001,5037.9692,20022.141,20.110001
2017-07-26 04:00:00.000,3733,43.18,41.43,17.43,16.91,17.32,15.03,5025.6782,6402.7051,23.07,5035.1372,19978.391,20.450001
2017-07-26 05:00:00.000,3734,43.110001,41.43,17.4,16.91,17.309999,15.03,5020.5039,6684.0952,22.610001,5038.0718,19806.33,20.110001
2017-07-26 06:00:00.000,3735,43.110001,41.389999,17.4,16.889999,17.280001,15.03,5025.6758,6759.46,22.940001,5035.1362,20070.27,20.040001
2017-07-26 07:00:00.000,3736,43.080002,41.360001,17.389999,16.879999,17.26,15.04,5020.271,6972.9741,22.76,5033.7852,20021.631,20.4
2017-07-26 08:00:00.000,3737,43.049999,41.360001,17.370001,16.879999,17.23,15.04,5025.6758,7043.2441,22.540001,5035.1362,19978.381,19.969999
2017-07-26 09:00:00.000,3738,43.049999,41.360001,17.370001,16.879999,17.200001,15.03,5020.271,7102.7041,22.99,5037.8379,20194.6,20.23
2017-07-26 10:00:00.000,3739,43.080002,41.369999,17.389999,16.879999,17.18,15.03,5018.9199,7132.4331,22.809999,5033.7852,19983.789,20.07
2017-07-26 11:00:00.000,3740,43.09,41.439999,17.389999,16.91,17.129999,15.03,5027.0269,7251.3521,22.65,5037.8379,20270.27,20.25
2017-07-26 12:00:00.000,3741,43.119999,41.43,17.4,16.91,17.1,15.03,5018.9199,7064.8662,22.360001,5035.1362,20097.301,20.09
2017-07-26 13:00:00.000,3742,43.18,41.459999,17.43,16.92,17.07,15.03,5025.6758,6748.6489,22.76,5037.8379,20351.35,20.26
2017-07-26 14:00:00.000,3743,43.25,41.43,17.459999,16.91,17.030001,15.03,5019.5952,6381.082,22.719999,5035.1362,20210.811,20.35
2017-07-26 15:00:00.000,3744,43.32,41.43,17.49,16.91,16.99,15.03,5026.3521,5940.541,22.370001,5035.1362,20178.381,20.129999
2017-07-26 16:00:00.000,3745,43.380001,41.43,17.52,16.91,16.940001,15.02,5018.9199,5554.0552,22.76,5037.8379,20232.43,19.889999
2017-07-26 17:00:00.000,3746,43.380001,41.43,17.52,16.91,16.91,15.02,5025.0229,5337.8618,22.379999,5033.8071,20281.17,19.940001
2017-07-26 18:00:00.000,3747,43.380001,41.360001,17.52,16.879999,16.889999,15.02,5020.667,5200.4111,22.610001,5038.2358,20179.971,19.879999
2017-07-26 19:00:00.000,3748,43.450001,41.360001,17.540001,16.879999,16.860001,15.02,4941.5308,4908.4199,22.73,5035.4561,20190.471,20.120001
2017-07-26 20:00:00.000,3749,43.419998,41.360001,17.530001,16.879999,16.860001,15.02,4787.3818,4811.7119,22.4,5038.7808,20225.41,20.309999
2017-07-26 21:00:00.000,3750,43.450001,41.360001,17.540001,16.879999,16.860001,15.02,4536.6909,4652.2539,22.27,5035.438,20398.551,20.450001
2017-07-26 22:00:00.000,3751,43.52,41.360001,17.57,16.879999,16.84,15.02,4465.5288,4579.7529,22.57,5038.6738,20395.311,20.120001
2017-07-26 23:00:00.000,3752,43.450001,41.360001,17.540001,16.879999,16.860001,15.02,4683.2021,4703.4761,22.67,5035.9629,20322.26,20.0
2017-07-27 00:00:00.000,3753,43.380001,41.360001,17.52,16.879999,16.860001,15.02,5026.4731,5100.8101,22.290001,5033.231,20181.58,19.9
2017-07-27 01:00:00.000,3754,43.32,41.43,17.49,16.91,16.889999,15.02,5019.52,5411.458,22.530001,5035.7378,20267.289,19.950001
2017-07-27 02:00:00.000,3755,43.25,41.43,17.459999,16.91,16.889999,15.02,5026.1621,5632.9771,22.440001,5038.3252,20256.01,19.85
2017-07-27 03:00:00.000,3756,43.25,41.43,17.459999,16.91,16.9,15.03,5019.3062,5854.5049,22.5,5034.1709,20315.08,19.959999
2017-07-27 04:00:00.000,3757,43.25,41.43,17.459999,16.91,16.92,15.02,5025.9482,5959.7808,22.33,5038.1099,20276.77,19.98
2017-07-27 05:00:00.000,3758,43.25,41.43,17.459999,16.91,16.91,15.01,5030.5742,6051.5542,22.639999,5034.627,20406.09,20.15
2017-07-27 06:00:00.000,3759,43.18,41.43,17.43,16.91,16.91,15.0,5020.5688,6011.1689,22.299999,5038.1392,20368.779,20.110001
2017-07-27 07:00:00.000,3760,43.110001,41.43,17.4,16.91,16.92,15.0,5025.8872,6111.0669,22.65,5035.3472,20417.07,20.209999
2017-07-27 08:00:00.000,3761,43.110001,41.400002,17.4,16.889999,16.92,15.0,5019.7959,6086.731,22.17,5034.6621,20379.199,20.43
2017-07-27 09:00:00.000,3762,43.110001,41.43,17.4,16.91,16.92,15.0,5025.7651,6108.2158,22.76,5037.9258,20221.98,20.389999
2017-07-27 10:00:00.000,3763,43.080002,41.43,17.389999,16.91,16.889999,15.0,5020.3799,6062.2939,22.18,5034.5688,20211.25,20.370001
2017-07-27 11:00:00.000,3764,43.110001,41.43,17.4,16.91,16.889999,15.0,5025.686,5943.2549,22.76,5037.8481,20097.34,20.16
2017-07-27 12:00:00.000,3765,43.049999,41.43,17.370001,16.91,16.889999,15.0,5019.7871,5975.9038,22.219999,5035.3281,20114.279,20.110001
2017-07-27 13:00:00.000,3766,43.049999,41.43,17.370001,16.91,16.879999,15.0,5025.793,5873.1099,22.76,5037.9561,20086.961,19.98
2017-07-27 14:00:00.000,3767,43.080002,41.43,17.389999,16.91,16.860001,15.0,5020.4429,5786.6851,22.290001,5035.3081,20130.42,20.030001
2017-07-27 15:00:00.000,3768,43.110001,41.43,17.4,16.91,16.860001,15.0,5021.2471,5565.1992,22.639999,5038.1411,20066.07,19.98
2017-07-27 16:00:00.000,3769,43.110001,41.43,17.4,16.91,16.860001,15.0,5027.2998,5411.104,22.26,5035.4082,20071.359,20.129999
2017-07-27 17:00:00.000,3770,43.110001,41.43,17.4,16.91,16.860001,14.99,5019.5449,5192.541,22.35,5034.4121,20061.961,20.280001
2017-07-27 18:00:00.000,3771,43.110001,41.43,17.4,16.91,16.860001,14.99,5026.813,5103.8569,22.709999,5036.2739,20242.42,20.42
2017-07-27 19:00:00.000,3772,43.110001,41.43,17.4,16.91,16.860001,14.99,5020.1411,5093.1318,22.52,5039.063,20194.1,20.040001
2017-07-27 20:00:00.000,3773,43.18,41.389999,17.43,16.889999,16.860001,14.98,5020.0879,4987.6479,22.35,5034.2808,19945.189,19.99
2017-07-27 21:00:00.000,3774,43.18,41.43,17.43,16.91,16.889999,14.98,5021.1138,5044.77,22.139999,5038.687,19968.211,20.379999
2017-07-27 22:00:00.000,3775,43.110001,41.43,17.4,16.91,16.91,14.98,5025.9692,5153.0371,22.34,5035.4321,20130.91,20.190001
2017-07-27 23:00:00.000,3776,43.110001,41.43,17.4,16.91,16.940001,14.98,5020.5078,5266.5322,22.41,5039.4331,19844.119,19.860001
2017-07-28 00:00:00.000,3777,43.110001,41.459999,17.4,16.92,16.969999,14.98,5025.7358,5401.5171,22.58,5036.5498,19805.561,20.290001
2017-07-28 01:00:00.000,3778,43.049999,41.490002,17.370001,16.940001,17.0,14.97,5030.2588,5506.7251,22.74,5038.3701,19929.1,20.469999
2017-07-28 02:00:00.000,3779,43.049999,41.5,17.370001,16.940001,17.040001,14.96,5020.9492,5579.8828,22.219999,5039.1968,19935.109,20.219999
2017-07-28 03:00:00.000,3780,43.049999,41.5,17.370001,16.940001,17.07,14.95,5026.832,5679.6851,22.49,5034.2661,19934.311,20.139999
2017-07-28 04:00:00.000,3781,42.98,41.490002,17.34,16.940001,17.09,14.95,5021.0352,5642.1582,22.73,5039.2832,19773.24,19.959999
2017-07-28 05:00:00.000,3782,42.98,41.560001,17.34,16.969999,17.120001,14.95,5025.5581,5633.8149,22.59,5035.02,19750.789,19.950001
2017-07-28 06:00:00.000,3783,42.98,41.560001,17.34,16.969999,17.139999,14.95,5021.0029,5746.7852,22.309999,5038.5732,19640.699,19.83
2017-07-28 07:00:00.000,3784,42.98,41.560001,17.34,16.969999,17.17,14.95,5026.1289,5771.5679,22.709999,5035.5918,19631.439,19.92
2017-07-28 08:00:00.000,3785,42.91,41.560001,17.309999,16.969999,17.17,14.95,5020.5381,5674.0391,22.719999,5038.7852,19555.029,19.83
2017-07-28 09:00:00.000,3786,42.98,41.560001,17.34,16.969999,17.18,14.95,5024.8491,5633.021,22.389999,5035.6621,19585.83,19.92
2017-07-28 10:00:00.000,3787,42.98,41.560001,17.34,16.969999,17.190001,14.95,5021.1211,5649.606,22.74,5033.2852,19554.67,19.83
2017-07-28 11:00:00.000,3788,42.91,41.560001,17.309999,16.969999,17.190001,14.95,5019.2861,5589.5991,22.719999,5035.5029,19552.779,19.92
2017-07-28 12:00:00.000,3789,42.91,41.560001,17.309999,16.969999,17.190001,14.95,5026.4902,5630.6421,22.41,5038.6538,19500.461,19.82
2017-07-28 13:00:00.000,3790,42.91,41.560001,17.309999,16.969999,17.190001,14.93,5021.0459,5541.397,22.59,5035.2378,19521.939,19.92
2017-07-28 14:00:00.000,3791,42.98,41.560001,17.34,16.969999,17.190001,14.93,5026.2769,5195.2158,22.93,5038.4409,19423.949,19.82
2017-07-28 15:00:00.000,3792,43.049999,41.630001,17.370001,16.99,17.190001,14.93,5019.854,5019.854,22.530001,5036.0732,19414.43,19.950001
2017-07-28 16:00:00.000,3793,43.049999,41.630001,17.370001,17.0,17.190001,14.93,5026.3369,5089.8589,22.4,5033.0952,19278.211,19.98
2017-07-28 17:00:00.000,3794,43.049999,41.560001,17.370001,16.969999,17.190001,14.93,4891.1279,4939.1138,22.469999,5036.437,19367.17,20.35
2017-07-28 18:00:00.000,3795,43.049999,41.560001,17.370001,16.959999,17.190001,14.93,4872.8481,4925.564,22.65,5039.106,19496.801,20.469999
2017-07-28 19:00:00.000,3796,42.98,41.560001,17.34,16.969999,17.190001,14.93,5020.083,5066.04,22.780001,5036.979,19453.16,20.15
2017-07-28 20:00:00.000,3797,42.91,41.560001,17.309999,16.969999,17.209999,14.93,5023.772,5171.7891,22.85,5034.5859,19475.99,20.120001
2017-07-28 21:00:00.000,3798,42.84,41.5,17.280001,16.940001,17.219999,14.93,5027.8691,5287.3721,22.700001,5038.6821,19316.75,19.85
2017-07-28 22:00:00.000,3799,42.84,41.560001,17.280001,16.969999,17.23,14.93,5019.9258,5465.9619,22.35,5035.4702,19295.76,19.9
2017-07-28 23:00:00.000,3800,42.84,41.560001,17.280001,16.969999,17.24,14.93,5024.8931,5454.6709,22.67,5037.7319,19234.609,19.809999
2017-07-29 00:00:00.000,3801,42.779999,41.560001,17.25,16.969999,17.35,14.93,5019.375,5478.876,22.870001,5038.2949,19250.4,19.83
2017-07-29 01:00:00.000,3802,42.639999,41.630001,17.200001,16.99,17.5,14.93,5026.1069,6170.7998,22.27,5035.5669,19682.77,19.959999
2017-07-29 02:00:00.000,3803,42.68,43.720001,17.209999,17.91,17.559999,15.3,5021.1201,6116.4282,22.309999,5038.0122,20108.801,19.969999
2017-07-29 03:00:00.000,3804,42.470001,44.060001,17.120001,18.049999,17.610001,16.290001,5025.8052,5800.1499,21.879999,5035.2661,15622.03,20.469999
2017-07-29 04:00:00.000,3805,42.310001,43.450001,17.049999,17.790001,17.610001,16.34,5020.7378,6706.0298,22.51,5032.8999,13995.9,20.450001
2017-07-29 05:00:00.000,3806,42.369999,42.779999,17.08,17.5,17.59,16.200001,5018.9409,6364.8931,22.25,5035.1572,14205.47,20.370001
2017-07-29 06:00:00.000,3807,42.34,42.240002,17.07,17.26,17.58,16.049999,5025.8408,5592.0762,22.18,5034.625,14686.97,20.559999
2017-07-29 07:00:00.000,3808,42.509998,41.84,17.139999,17.09,17.540001,15.97,4455.4058,4502.7031,22.469999,5033.7852,14875.68,20.58
2017-07-29 08:00:00.000,3809,42.779999,41.5,17.26,16.940001,17.51,15.92,3452.0649,3635.175,22.76,5033.8389,15210.98,20.24
2017-07-29 09:00:00.000,3810,43.049999,41.23,17.370001,16.82,17.459999,15.84,2801.3521,2970.271,22.59,5037.8379,15908.11,20.290001
2017-07-29 10:00:00.000,3811,43.189999,40.959999,17.43,16.700001,17.440001,15.73,2515.541,2683.7839,22.57,5033.7852,16259.46,20.639999
2017-07-29 11:00:00.000,3812,43.220001,41.23,17.450001,16.82,17.379999,15.65,3002.0271,3170.27,22.360001,5037.8379,16454.051,20.049999
2017-07-29 12:00:00.000,3813,43.290001,41.099998,17.48,16.76,17.309999,15.63,3020.946,3208.1089,22.379999,5035.1362,16918.92,20.48
2017-07-29 13:00:00.000,3814,43.259998,41.029999,17.459999,16.73,17.25,15.6,2888.5139,3054.054,22.34,5037.8379,17335.141,20.35
2017-07-29 14:00:00.000,3815,43.189999,41.029999,17.43,16.73,17.190001,15.58,2797.9729,2964.865,22.17,5035.1362,18740.539,20.200001
2017-07-29 15:00:00.000,3816,43.18,40.959999,17.43,16.700001,17.129999,15.55,2755.406,2964.865,22.110001,5037.8379,19286.49,20.459999
2017-07-29 16:00:00.000,3817,43.110001,40.959999,17.4,16.700001,17.08,15.53,3081.082,3237.8379,22.280001,5035.1362,19194.6,20.65
2017-07-29 17:00:00.000,3818,42.98,40.919998,17.34,16.690001,17.02,15.49,3406.082,3591.8921,22.49,5037.8379,18994.6,20.59
2017-07-29 18:00:00.000,3819,42.84,40.889999,17.280001,16.67,16.969999,15.49,3791.217,3983.7839,21.99,5035.1362,19005.41,20.59
2017-07-29 19:00:00.000,3820,42.709999,40.82,17.23,16.639999,16.91,15.47,4293.2441,4394.5952,22.4,5037.8379,18940.539,20.389999
2017-07-29 20:00:00.000,3821,42.639999,40.82,17.200001,16.639999,16.889999,15.44,4466.917,4575.7021,22.110001,5035.1631,18902.811,20.26
2017-07-29 21:00:00.000,3822,42.610001,40.75,17.18,16.610001,16.860001,15.44,4676.7158,4705.7729,22.280001,5033.501,18769.029,20.360001
2017-07-29 22:00:00.000,3823,42.57,40.75,17.17,16.610001,16.84,15.42,4811.5391,4854.1069,22.139999,5034.5142,18913.721,20.540001
2017-07-29 23:00:00.000,3824,42.57,40.689999,17.17,16.58,16.82,15.42,5026.001,5003.0269,21.959999,5036.1372,19163.4,20.76
2017-07-30 00:00:00.000,3825,42.57,40.689999,17.17,16.58,16.809999,15.39,5027.7251,5251.374,22.440001,5032.4541,19205.49,20.57
2017-07-30 01:00:00.000,3826,42.57,40.689999,17.17,16.58,16.799999,15.4,5020.314,5402.75,22.040001,5034.5039,19389.359,20.65
2017-07-30 02:00:00.000,3827,42.57,40.689999,17.17,16.58,16.790001,15.4,5025.6758,5556.7568,21.91,5037.8379,19454.061,20.6
2017-07-30 03:00:00.000,3828,42.57,40.689999,17.17,16.58,16.799999,15.38,5019.0029,5548.7412,22.059999,5035.2192,19540.869,20.719999
2017-07-30 04:00:00.000,3829,42.509998,40.689999,17.139999,16.58,16.77,15.38,5025.6758,5821.6221,22.34,5037.8379,19529.73,20.6
2017-07-30 05:00:00.000,3830,42.48,40.619999,17.120001,16.549999,16.76,15.38,5018.9199,5908.1089,22.299999,5035.1362,19556.76,20.35
2017-07-30 06:00:00.000,3831,42.509998,40.560001,17.139999,16.530001,16.75,15.35,5025.8081,5994.752,22.35,5037.9692,19811.33,20.209999
2017-07-30 07:00:00.000,3832,42.48,40.490002,17.129999,16.5,16.719999,15.35,5020.271,6108.1089,22.209999,5035.1362,20059.461,20.59
2017-07-30 08:00:00.000,3833,42.48,40.490002,17.129999,16.5,16.700001,15.35,5025.0059,6081.0889,22.16,5037.8442,19864.891,20.51
2017-07-30 09:00:00.000,3834,42.509998,40.419998,17.139999,16.469999,16.67,15.34,5031.0879,6054.063,22.01,5035.1421,20081.109,20.18
2017-07-30 10:00:00.000,3835,42.509998,40.419998,17.139999,16.469999,16.65,15.33,5020.271,6200.0,21.74,5038.5142,20345.949,20.48
2017-07-30 11:00:00.000,3836,42.48,40.419998,17.129999,16.469999,16.620001,15.33,5025.6758,6500.0,21.9,5035.1362,20243.25,20.58
2017-07-30 12:00:00.000,3837,42.48,40.360001,17.129999,16.440001,16.58,15.33,5020.271,6618.9189,21.959999,5037.8379,20383.789,20.120001
2017-07-30 13:00:00.000,3838,42.509998,40.380001,17.139999,16.450001,16.549999,15.31,5025.6758,6578.3789,22.17,5035.1362,20740.539,20.52
2017-07-30 14:00:00.000,3839,42.57,40.349998,17.17,16.440001,16.52,15.3,5020.271,6386.4868,22.139999,5034.46,20654.061,20.709999
2017-07-30 15:00:00.000,3840,42.639999,40.349998,17.200001,16.440001,16.49,15.29,5025.6758,6127.0278,22.09,5035.1362,20729.73,20.6
2017-07-30 16:00:00.000,3841,42.740002,40.349998,17.24,16.440001,16.450001,15.29,5020.271,5891.8921,21.790001,5031.7568,20902.711,20.690001
2017-07-30 17:00:00.000,3842,42.84,40.349998,17.280001,16.440001,16.43,15.29,5025.9009,5508.355,21.85,5033.334,21065.811,20.450001
2017-07-30 18:00:00.000,3843,42.91,40.279999,17.309999,16.41,16.4,15.29,5027.2539,5233.373,22.190001,5034.688,21047.02,20.209999
2017-07-30 19:00:00.000,3844,43.040001,40.279999,17.370001,16.41,16.389999,15.29,4810.103,4868.9019,21.6,5039.2202,20935.471,20.440001
2017-07-30 20:00:00.000,3845,43.110001,40.279999,17.4,16.41,16.389999,15.28,4645.8862,4704.0098,22.200001,5035.8589,21303.221,20.52
2017-07-30 21:00:00.000,3846,43.110001,40.279999,17.4,16.41,16.389999,15.27,4749.3862,4833.1831,21.620001,5038.6201,21046.51,20.110001
2017-07-30 22:00:00.000,3847,43.110001,40.279999,17.4,16.41,16.389999,15.27,4956.6001,4957.9521,22.18,5034.998,21297.029,20.68
2017-07-30 23:00:00.000,3848,43.080002,40.279999,17.379999,16.4,16.4,15.27,5020.4282,5147.4941,21.610001,5039.353,21309.109,20.219999
2017-07-31 00:00:00.000,3849,43.040001,40.349998,17.370001,16.43,16.43,15.25,5025.5981,5344.5981,22.17,5035.0601,21232.41,20.35
2017-07-31 01:00:00.000,3850,43.049999,40.349998,17.370001,16.440001,16.459999,15.25,5021.5288,5668.9888,21.76,5039.1021,21372.93,20.6
2017-07-31 02:00:00.000,3851,43.049999,40.419998,17.370001,16.469999,16.49,15.25,5026.959,5769.041,21.9,5035.0698,21578.48,20.43
2017-07-31 03:00:00.000,3852,43.049999,40.419998,17.370001,16.469999,16.51,15.23,5021.2529,5890.3418,22.15,5038.8242,21458.25,20.16
2017-07-31 04:00:00.000,3853,43.049999,40.450001,17.370001,16.48,16.540001,15.22,5021.2412,5995.7529,21.709999,5036.1079,21447.391,20.17
2017-07-31 05:00:00.000,3854,43.049999,40.48,17.370001,16.49,16.559999,15.22,5027.3301,5963.3232,22.030001,5038.8188,21382.539,20.27
2017-07-31 06:00:00.000,3855,42.98,40.48,17.34,16.49,16.59,15.22,5019.8301,5995.6831,22.049999,5036.0488,21522.82,20.57
2017-07-31 07:00:00.000,3856,42.98,40.48,17.34,16.49,16.59,15.21,5026.311,6144.02,21.82,5033.0688,21581.109,20.6
2017-07-31 08:00:00.000,3857,42.98,40.48,17.34,16.49,16.610001,15.2,5019.6372,6122.498,21.950001,5035.855,21673.369,20.559999
2017-07-31 09:00:00.000,3858,42.98,40.48,17.34,16.49,16.610001,15.2,5026.2339,6154.7388,22.25,5038.3979,21834.859,20.530001
2017-07-31 10:00:00.000,3859,42.98,40.549999,17.34,16.52,16.620001,15.2,5019.7412,6157.7661,21.92,5033.9331,21771.131,20.41
2017-07-31 11:00:00.000,3860,42.98,40.549999,17.34,16.52,16.639999,15.2,5025.7051,6016.252,21.780001,5033.813,21870.4,20.459999
2017-07-31 12:00:00.000,3861,43.049999,40.549999,17.370001,16.52,16.639999,15.18,5020.9521,5651.3579,21.98,5037.8442,21827.051,20.41
2017-07-31 13:00:00.000,3862,43.049999,40.549999,17.370001,16.52,16.639999,15.17,5025.8242,5732.603,22.190001,5036.6362,21908.76,20.469999
2017-07-31 14:00:00.000,3863,43.049999,40.619999,17.370001,16.549999,16.639999,15.17,5027.8701,5746.1372,21.940001,5038.0049,21843.971,20.290001
2017-07-31 15:00:00.000,3864,43.110001,40.619999,17.4,16.549999,16.639999,15.17,5020.9121,5506.1089,22.07,5035.7788,21802.789,20.16
2017-07-31 16:00:00.000,3865,43.18,40.619999,17.43,16.549999,16.639999,15.17,5026.313,5238.5029,22.0,5038.4771,21613.551,20.17
2017-07-31 17:00:00.000,3866,43.25,40.619999,17.459999,16.549999,16.639999,15.16,4823.3159,4817.2339,22.16,5036.1992,21804.609,20.629999
2017-07-31 18:00:00.000,3867,43.25,40.549999,17.459999,16.52,16.65,15.15,4622.2568,4744.5879,21.790001,5038.5908,21779.15,20.190001
2017-07-31 19:00:00.000,3868,43.310001,40.549999,17.49,16.52,16.66,15.15,4355.3101,4449.9321,22.120001,5035.9111,21573.789,20.27
2017-07-31 20:00:00.000,3869,43.310001,40.549999,17.49,16.52,16.67,15.15,4264.6089,4363.2832,22.139999,5038.457,21773.16,20.450001
2017-07-31 21:00:00.000,3870,43.349998,40.580002,17.5,16.540001,16.690001,15.15,4432.3071,4568.8311,21.77,5035.1758,21611.381,20.08
2017-07-31 22:00:00.000,3871,43.310001,40.580002,17.49,16.540001,16.709999,15.15,4765.7939,4834.061,22.15,5038.8589,21601.869,20.540001
2017-07-31 23:00:00.000,3872,43.25,40.619999,17.459999,16.549999,16.74,15.13,5027.1558,5044.729,22.370001,5035.2661,21671.24,20.24
2017-08-01 00:00:00.000,3873,43.240002,40.619999,17.459999,16.549999,16.76,15.12,5020.3599,5279.8931,21.780001,5033.876,21379.109,20.16
2017-08-01 01:00:00.000,3874,43.18,40.68,17.43,16.58,16.790001,15.12,5027.3618,5369.3682,22.24,5035.4731,21580.211,20.610001
2017-08-01 02:00:00.000,3875,43.25,40.75,17.459999,16.610001,16.83,15.12,5020.3789,5042.0068,22.07,5039.3052,21665.76,20.41
2017-08-01 03:00:00.000,3876,43.25,40.75,17.459999,16.610001,16.860001,15.11,5026.4531,5136.6201,22.07,5034.563,21460.26,20.02
2017-08-01 04:00:00.000,3877,43.209999,40.75,17.440001,16.610001,16.889999,15.1,5020.9541,5120.3052,22.34,5033.1191,21384.17,20.120001
2017-08-01 05:00:00.000,3878,43.25,40.75,17.459999,16.610001,16.91,15.1,4902.751,4977.0972,22.01,5039.2759,21325.01,20.27
2017-08-01 06:00:00.000,3879,43.25,40.75,17.459999,16.610001,16.940001,15.1,4672.6548,4703.7441,22.389999,5036.25,21469.619,20.549999
2017-08-01 07:00:00.000,3880,43.25,40.75,17.459999,16.610001,16.940001,15.1,4394.8672,4544.2231,21.959999,5038.9238,21480.311,20.48
