DateTime.MST,ApogeeTemp_2cm.deg.C,ApogeeTemp_10cm.deg.C,ApogeeTemp_30cm.deg.C,ApogeeTemp_60cm.deg.C,O2_2cm.percent.0-100,O2_10cm.percent.0-100,O2_30cm.percent.0-100,O2_60cm.percent.0-100,CO2_2cm.ppm,CO2_10cm.ppm,CO2_30cm.ppm,CO2_60cm.ppm,WaterPotential_10cm.kPa,WaterPotential_30cm.kPa,SoilMoisture_10cm.m3m3,SoilMoisture_30cm.m3m3,SoilMoisture_60cm.m3m3,BulkEC_10cm.dS/m,BulkEC_30cm.dS/m,BulkEC_60cm.dS/m,PRISM_precip.mm,elevation,latitude
2015-10-23 08:00:00,4.493636363636363,5.106000000000001,6.161545454545455,7.050545454545454,-99999,20.895,21.186909090909094,21.017090909090907,653.1924545454546,558.1456363636363,1166.5344545454545,851.7274545454544,-9.57272727272727,-14.18181818181818,0.1698181818181818,0.04445454545454544,0.043090909090909076,0.022727272727272724,0.01818181818181818,0.04818181818181819,-99999,2751.3,35.91946
2015-10-23 12:00:00,7.064562500000001,7.6095,9.55275,11.38,21.25,21.14525,21.064937500000003,20.774249999999995,1819.0195625000001,1674.976625,2598.6025,1727.3779375,-9.606250000000001,-14.618749999999999,0.17062499999999997,0.045125000000000005,0.043000000000000003,0.0225,0.018125000000000002,0.05062500000000002,-99999,2751.3,35.91946
2015-10-23 16:00:00,7.1295625,7.5058125,9.373562500000002,11.307312499999998,21.379437499999995,21.1975625,21.101812499999998,20.9565,1717.2264374999997,1874.2130624999998,2707.5640000000003,1906.3199375,-9.33125,-13.674999999999995,0.17099999999999996,0.046375000000000006,0.043812500000000004,0.024375000000000008,0.017499999999999998,0.05000000000000001,-99999,2751.3,35.91946
2015-10-23 20:00:00,5.817875,7.538000000000001,9.2561875,11.262937500000001,21.446875000000002,21.289625,21.1681875,21.044999999999998,1690.9845,1857.8598749999999,2733.2586874999997,2048.3338125,-9.249999999999998,-13.662499999999996,0.17099999999999996,0.04768750000000001,0.044000000000000004,0.02812500000000001,0.019375,0.05250000000000002,-99999,2751.3,35.91946
2015-10-24 00:00:00,5.182499999999999,7.5736875,9.197750000000001,11.242812500000001,21.425624999999997,21.290749999999996,21.1590625,21.027437499999998,1745.9660625,1890.971625,2770.644,2144.74575,-9.206249999999999,-13.699999999999996,0.17131250000000006,0.04931250000000001,0.044000000000000004,0.0325,0.01875,0.05250000000000001,1.15,2751.3,35.91946
2015-10-24 04:00:00,4.576687499999999,7.521937500000001,9.148187500000002,11.224,21.435,21.2765625,21.1574375,21.0216875,1769.4521250000003,1926.9060000000002,2791.8919999999994,2217.64925,-9.2,-13.699999999999996,0.17200000000000001,0.05125000000000002,0.044000000000000004,0.033125,0.01875,0.05312500000000002,1.15,2751.3,35.91946
2015-10-24 08:00:00,5.1098124999999985,7.5776875,9.245999999999999,11.3223125,21.4771875,21.352124999999997,21.224375,21.093375,1682.9288125,1902.5110625000002,2794.5244375,2271.296375,-9.41875,-14.818750000000001,0.17200000000000001,0.05262500000000002,0.044000000000000004,0.036875,0.019375,0.05437500000000001,1.15,2751.3,35.91946
2015-10-24 12:00:00,7.274500000000001,7.5998125000000005,9.286749999999998,11.362750000000002,21.319124999999996,21.31825,21.2071875,21.072812499999998,1841.978625,1937.9941875,2799.43725,2324.651875,-9.518749999999999,-15.0,0.17231249999999998,0.05462500000000002,0.044062500000000004,0.03625,0.02,0.05187500000000002,0.0,2751.3,35.91946
2015-10-24 16:00:00,7.227437500000001,7.52375,9.138374999999998,11.25875,21.418687499999997,21.324875000000002,21.211249999999996,21.072000000000003,1802.6390625,1946.6896875000002,2802.555125,2349.109375,-9.2625,-14.362500000000004,0.17300000000000001,0.05650000000000002,0.044625000000000005,0.035,0.019375,0.05250000000000001,0.0,2751.3,35.91946
2015-10-24 20:00:00,5.3869375,7.513312500000002,9.009125,11.165124999999998,21.5313125,21.3655625,21.2574375,21.099312500000003,1710.6394999999998,1909.7866874999997,2806.9253750000003,2387.0936249999995,-9.2,-13.856250000000003,0.17287500000000003,0.05856249999999999,0.045000000000000005,0.03625,0.02,0.05375000000000002,0.0,2751.3,35.91946
2015-10-25 00:00:00,4.301749999999999,7.509125000000001,8.9626875,11.129562499999999,21.492562500000002,21.3099375,21.2336875,21.0751875,1775.8030624999997,1935.0723124999997,2809.7580625,2410.5554374999997,-9.2,-13.962500000000002,0.17200000000000001,0.06049999999999997,0.045000000000000005,0.03375000000000001,0.02,0.05437500000000002,0.0,2751.3,35.91946
2015-10-25 04:00:00,3.7735624999999997,7.3966875,8.9255625,11.092187499999998,21.519062499999997,21.327249999999996,21.238812499999995,20.9986875,1717.4168125,1930.6979374999999,2809.3340000000003,2427.5438125,-9.2,-13.906250000000004,0.17200000000000001,0.06187500000000001,0.045000000000000005,0.03375000000000001,0.02,0.05312500000000002,0.0,2751.3,35.91946
2015-10-25 08:00:00,4.410687499999999,7.401937499999999,9.050625,11.195625,21.491312500000003,21.3661875,21.277250000000002,21.0270625,1696.310125,1913.0083750000001,2807.5705624999996,2440.7695,-9.49375,-15.093750000000005,0.17200000000000001,0.06362500000000001,0.045000000000000005,0.03375,0.02,0.05437500000000002,0.0,2751.3,35.91946
2015-10-25 12:00:00,6.5598125,7.3475,9.07625,11.213,21.331875,21.338562499999995,21.2225,20.992437499999998,1833.44075,1949.835875,2802.3823124999994,2468.326375,-9.425,-15.65,0.1720625,0.06531250000000001,0.045000000000000005,0.03562500000000001,0.02,0.05375000000000002,0.0,2751.3,35.91946
2015-10-25 16:00:00,6.707375,7.215000000000001,8.938250000000002,11.1085625,21.360125000000004,21.304062499999997,21.205250000000003,20.945187500000003,1805.1324375,1948.454875,2794.8232500000004,2472.1590625000003,-9.25,-14.874999999999996,0.172375,0.06656249999999998,0.045000000000000005,0.03250000000000001,0.02,0.05312500000000002,0.0,2751.3,35.91946
2015-10-25 20:00:00,5.162187500000001,7.177062500000002,8.813312499999997,11.019375,21.42125,21.265874999999994,21.196812499999997,20.921750000000003,1751.83375,1935.7488749999998,2796.0073749999997,2481.0473125,-9.2,-14.199999999999998,0.17200000000000001,0.06843749999999998,0.045000000000000005,0.036250000000000004,0.02,0.05687500000000002,0.0,2751.3,35.91946
2015-10-26 00:00:00,4.761812499999999,7.1849375,8.7644375,10.986875,21.377625,21.22525,21.16575,20.894937499999997,1777.7400625,1939.9096875,2791.8756875,2491.9321875,-9.21875,-14.25625,0.17200000000000001,0.06968750000000003,0.045000000000000005,0.035625000000000004,0.020624999999999998,0.05562500000000002,0.0,2751.3,35.91946
2015-10-26 04:00:00,4.383375,7.125687499999999,8.72725,10.954687500000002,21.393750000000004,21.198124999999997,21.13875,20.8756875,1731.707375,1931.2498750000002,2791.809875,2491.0638750000003,-9.19375,-14.300000000000004,0.17200000000000001,0.07049999999999998,0.045000000000000005,0.035625000000000004,0.021875000000000006,0.060000000000000026,0.0,2751.3,35.91946
2015-10-26 08:00:00,5.079249999999999,7.141124999999999,8.785874999999999,11.004500000000002,21.3606875,21.229249999999997,21.168625,20.895937500000002,1683.6004375000002,1905.4544374999996,2792.4975000000004,2496.9063749999996,-9.337499999999999,-15.068750000000001,0.17156250000000003,0.071875,0.045000000000000005,0.03875,0.023125,0.05750000000000002,0.0,2751.3,35.91946
2015-10-26 12:00:00,7.180250000000002,7.20825,8.856,11.0610625,21.225625,21.166625000000003,21.1274375,20.892374999999998,1817.0223750000002,1930.6173750000003,2790.989687500001,2514.1418750000003,-9.456249999999999,-15.750000000000004,0.17200000000000001,0.07293749999999997,0.045000000000000005,0.03875,0.023750000000000007,0.05750000000000002,0.0,2751.3,35.91946
