TIMESTAMP,WP1(10cm),WP2(30cm),TempMPS1(10cm),TempMPS2(30cm),VWC1(10cm),VWC2(30cm),VWC3(60cm),VWC4(115cm),EC1(10cm),EC2(30cm),EC3(60cm),EC4(115cm),Temp5TE1(10cm),Temp5TE2(30cm),Temp5TE3(60cm),Temp5TE4(115cm)
MST,kPa,kPa,degC,degC,m3/m3,m3/m3,m3/m3,m3/m3,dS/m,dS/m,dS/m,dS/m,degC,degC,degC,degC
12/2/2014 13:00,-11,-10.3,9.2,8.1,0.1,0.062,0.094,0.249,0.01,0,0.03,0.01,8.6,8.6,7.7,7.6
12/2/2014 13:15,-14,-11.5,8.8,7.7,0.099,0.062,0.093,0.251,0.01,0,0.03,0.01,8.2,8.3,7.5,7.6
12/2/2014 13:30,-17.4,-12.7,8.6,7.5,0.1,0.061,0.093,0.251,0.01,0,0.03,0.01,8.2,8.2,7.5,7.6
12/2/2014 13:45,-20.3,-13.7,8.6,7.4,0.097,0.06,0.094,0.244,0.01,0,0.03,0.01,8.2,8,7.4,7.6
12/2/2014 14:00,-22.3,-13.9,8.4,7.3,0.097,0.06,0.094,0.244,0.01,0,0.03,0.01,8.1,7.9,7.3,7.6
12/2/2014 14:15,-24.1,-13.9,8.3,7.3,0.096,0.06,0.095,0.251,0.01,0,0.03,0.01,8.1,7.8,7.2,7.6
12/2/2014 14:30,-25.7,-14.7,8.3,7.2,0.096,0.06,0.095,0.247,0.01,0,0.03,0.01,8.1,7.9,7.2,7.6
12/2/2014 14:45,-27.4,-14.9,8.3,7.2,0.096,0.06,0.095,0.248,0.01,0,0.03,0.01,8,7.8,7.2,7.6
12/2/2014 15:00,-28.6,-17.3,8.3,7.2,0.097,0.06,0.095,0.25,0.01,0,0.03,0,8,7.9,7.2,7.6
12/2/2014 15:15,-30.1,-20.9,8.2,7.2,0.097,0.059,0.094,0.251,0.01,0,0.03,0.01,7.9,7.6,7.1,7.7
12/2/2014 15:30,-31.1,-22.2,8.1,7.1,0.082,0.052,0.092,0.234,0.01,0,0.03,0.01,7.9,7.6,7,7.7
12/2/2014 15:45,-33,-22,8.1,7.1,0.093,0.055,0.088,0.232,0.01,0,0.03,0.01,7.8,7.6,7.3,7.7
12/2/2014 16:00,-32.5,-22.9,8.3,7.3,0.096,0.057,0.091,0.234,0.01,0,0.03,0.01,7.9,7.7,7.4,7.8
12/2/2014 16:15,-33.5,-23.9,8.4,7.3,0.096,0.057,0.091,0.234,0.01,0,0.03,0.01,8,7.7,7.4,7.8
12/2/2014 16:30,-34.7,-25,8.4,7.4,0.096,0.057,0.091,0.235,0.01,0,0.04,0.01,8.1,7.8,7.5,7.8
12/2/2014 16:45,-35.8,-21.5,8.5,7.4,0.096,0.057,0.091,0.235,0.01,0,0.04,0.01,8.1,7.7,7.5,7.9
12/2/2014 17:00,-36.9,-27,8.5,7.4,0.096,0.057,0.091,0.235,0.01,0,0.03,0.01,8.1,7.9,7.5,7.9
12/2/2014 17:15,-38.1,-26.3,8.5,7.5,0.096,0.057,0.092,0.235,0.01,0,0.03,0.01,8.1,7.8,7.5,7.9
12/2/2014 17:30,-39.1,-28.7,8.5,7.5,0.095,0.057,0.091,0.235,0.01,0,0.03,0.01,8.1,7.8,7.6,7.9
12/2/2014 17:45,-40,-24.2,8.5,7.5,0.096,0.057,0.092,0.235,0.01,0,0.03,0.01,8.1,7.9,7.6,7.9
12/2/2014 18:00,-40.6,-30.1,8.4,7.5,0.096,0.058,0.092,0.236,0.01,0,0.03,0.01,8.1,7.8,7.6,7.9
12/2/2014 18:15,-41.2,-25.3,8.4,7.5,0.096,0.058,0.093,0.236,0.01,0,0.04,0.01,8.1,7.8,7.6,7.9
12/2/2014 18:30,-41.7,-31.3,8.4,7.6,0.096,0.058,0.094,0.24,0.01,0,0.03,0.01,8.1,7.9,7.7,7.9
12/2/2014 18:45,-42.1,-26.3,8.4,7.6,0.096,0.058,0.094,0.24,0.01,0,0.03,0,8,7.9,7.7,7.9
12/2/2014 19:00,-42.7,-32.2,8.3,7.6,0.096,0.059,0.095,0.241,0.01,0,0.03,0.01,8,7.9,7.6,7.9
12/2/2014 19:15,-43,-27.3,8.3,7.6,0.096,0.058,0.095,0.241,0.01,0,0.04,0.01,8,7.9,7.6,7.9
12/2/2014 19:30,-43.5,-27.7,8.3,7.6,0.096,0.059,0.095,0.241,0.01,0,0.03,0,8,7.9,7.7,7.9
12/2/2014 19:45,-43.9,-28.1,8.2,7.6,0.097,0.059,0.095,0.241,0.01,0,0.04,0.01,8,7.9,7.7,8
12/2/2014 20:00,-44.3,-28.4,8.2,7.6,0.096,0.058,0.095,0.241,0.01,0,0.03,0.01,8,7.9,7.7,8
12/2/2014 20:15,-44.7,-30.4,8.2,7.7,0.096,0.059,0.095,0.24,0.01,0,0.03,0.01,7.9,7.9,7.6,8
12/2/2014 20:30,-45.1,-29.2,8.2,7.7,0.096,0.059,0.095,0.24,0.01,0,0.03,0.01,7.9,7.9,7.7,8
12/2/2014 20:45,-45.4,-29.4,8.1,7.7,0.096,0.059,0.095,0.24,0.01,0,0.03,0.01,7.9,7.9,7.7,8
12/2/2014 21:00,-45.7,-31,8.1,7.7,0.096,0.059,0.095,0.24,0.01,0,0.03,0.01,7.9,7.9,7.8,8
12/2/2014 21:15,-46,-35.6,8.1,7.7,0.096,0.059,0.095,0.24,0.01,0,0.03,0.01,7.9,7.9,7.7,8
12/2/2014 21:30,-46.4,-36,8.1,7.8,0.096,0.059,0.095,0.241,0.01,0,0.04,0.01,7.9,7.9,7.7,8
12/2/2014 21:45,-46.7,-30.6,8.1,7.8,0.096,0.059,0.094,0.24,0.01,0,0.03,0,7.9,7.9,7.7,8
