TIMESTAMP,TempSO1(10cm),TempSO2(30cm),TempSO3(60cm),TempSO4(115cm),O2soil1(10cm),O2soil2(30cm),O2soil3(60cm),O2soil4(115cm),CO2soil1(10cm),CO2soil2(30cm),CO2soil3(60cm),CO2soil4(115cm)
MST,degC,degC,degC,degC,%,%,%,%,ppm,ppm,ppm,ppm
1/1/2015 0:00,1.061,2.458,3.553,5.847,20.401,20.297,21.744,19.514,1280.346,2886.001,2936.434,579.663
1/1/2015 0:15,1.067,2.464,3.559,5.854,20.409,20.286,21.743,19.508,1292.020,2891.746,2968.719,562.700
1/1/2015 0:30,1.068,2.465,3.560,5.855,20.436,20.278,21.742,19.539,1296.854,2844.323,2921.295,560.693
1/1/2015 0:45,1.067,2.461,3.554,5.854,20.446,20.285,21.742,19.595,1300.502,2787.050,2865.846,563.429
1/1/2015 1:00,1.068,2.454,3.548,5.855,20.457,20.295,21.748,19.693,1301.319,2732.240,2801.465,558.177
1/1/2015 1:15,1.068,2.447,3.545,5.855,20.447,20.312,21.764,19.675,1308.029,2766.391,2849.951,584.184
1/1/2015 1:30,1.068,2.444,3.540,5.853,20.440,20.314,21.766,19.641,1310.129,2804.174,2916.385,569.082
1/1/2015 1:45,1.068,2.444,3.539,5.843,20.441,20.319,21.769,19.674,1315.918,2826.342,2923.047,571.837
1/1/2015 2:00,1.069,2.445,3.540,5.836,20.448,20.338,21.774,19.688,1317.436,2825.945,2935.991,569.204
1/1/2015 2:15,1.075,2.451,3.546,5.841,20.455,20.338,21.784,19.662,1325.380,2834.376,2985.322,578.593
1/1/2015 2:30,1.079,2.455,3.551,5.846,20.455,20.338,21.784,19.701,1319.917,2795.710,2998.858,596.121
1/1/2015 2:45,1.080,2.456,3.547,5.847,20.464,20.339,21.794,19.740,1315.081,2759.297,3000.320,588.820
1/1/2015 3:00,1.081,2.456,3.538,5.847,20.465,20.340,21.796,19.714,1311.704,2724.983,3043.212,579.147
1/1/2015 3:15,1.084,2.456,3.530,5.847,20.466,20.359,21.797,19.768,1311.522,2726.991,3027.698,576.409
1/1/2015 3:30,1.097,2.454,3.530,5.847,20.465,20.362,21.797,19.738,1313.986,2761.305,3064.568,594.114
1/1/2015 3:45,1.102,2.449,3.530,5.847,20.455,20.362,21.797,19.692,1320.465,2793.520,3096.144,573.123
1/1/2015 4:00,1.102,2.444,3.530,5.845,20.463,20.360,21.797,19.731,1324.298,2800.456,3107.461,580.789
1/1/2015 4:15,1.102,2.440,3.530,5.835,20.465,20.349,21.797,19.825,1321.652,2804.746,3087.566,582.067
1/1/2015 4:30,1.102,2.437,3.530,5.827,20.465,20.345,21.797,19.900,1321.196,2771.070,3071.138,581.885
1/1/2015 4:45,1.102,2.436,3.530,5.825,20.465,20.355,21.797,19.885,1321.652,2749.167,3080.812,594.114
1/1/2015 5:00,1.102,2.435,3.530,5.825,20.465,20.363,21.797,19.850,1321.104,2741.227,3123.158,597.764
1/1/2015 5:15,1.102,2.435,3.530,5.825,20.465,20.363,21.805,19.908,1318.184,2694.319,3133.196,596.304
1/1/2015 5:30,1.102,2.434,3.530,5.825,20.465,20.364,21.837,19.920,1316.085,2666.849,3132.832,594.296
1/1/2015 5:45,1.102,2.434,3.530,5.825,20.465,20.383,21.838,19.830,1311.613,2649.327,3165.868,592.471
1/1/2015 6:00,1.107,2.435,3.530,5.825,20.465,20.383,21.838,19.757,1307.141,2660.552,3222.085,586.630
1/1/2015 6:15,1.111,2.434,3.530,5.825,20.464,20.383,21.838,19.729,1301.118,2666.393,3220.625,590.098
1/1/2015 6:30,1.110,2.434,3.530,5.825,20.478,20.383,21.838,19.800,1301.848,2657.906,3236.140,599.042
1/1/2015 6:45,1.117,2.434,3.530,5.825,20.483,20.385,21.838,19.872,1293.908,2612.001,3202.373,597.947
1/1/2015 7:00,1.123,2.434,3.530,5.825,20.483,20.404,21.867,19.910,1293.543,2560.712,3194.342,603.422
1/1/2015 7:15,1.124,2.434,3.530,5.825,20.480,20.402,21.876,19.892,1286.242,2540.634,3199.817,603.057
1/1/2015 7:30,1.124,2.434,3.530,5.825,20.493,20.401,21.875,19.896,1279.301,2540.076,3218.239,589.183
1/1/2015 7:45,1.124,2.434,3.528,5.825,20.499,20.416,21.875,19.966,1276.362,2520.691,3199.939,608.521
1/1/2015 8:00,1.124,2.434,3.527,5.825,20.499,20.421,21.882,19.932,1272.723,2532.944,3236.473,606.702
1/1/2015 8:15,1.122,2.433,3.523,5.823,20.499,20.425,21.876,19.850,1274.374,2561.981,3243.430,605.793
1/1/2015 8:30,1.120,2.431,3.521,5.821,20.499,20.437,21.876,19.788,1275.004,2566.708,3271.332,619.843
1/1/2015 8:45,1.117,2.426,3.519,5.816,20.500,20.442,21.876,19.763,1273.272,2571.824,3308.209,606.155
1/1/2015 9:00,1.121,2.423,3.516,5.812,20.499,20.442,21.875,19.737,1275.704,2573.671,3316.043,609.336
1/1/2015 9:15,1.132,2.423,3.517,5.811,20.495,20.439,21.872,19.641,1278.374,2598.077,3365.083,617.838
1/1/2015 9:30,1.134,2.425,3.517,5.811,20.494,20.438,21.871,19.623,1284.131,2611.048,3404.279,613.967
1/1/2015 9:45,1.134,2.428,3.517,5.811,20.509,20.445,21.869,19.641,1276.937,2571.661,3393.610,622.095
1/1/2015 10:00,1.133,2.432,3.516,5.810,20.511,20.456,21.877,19.611,1269.893,2525.194,3386.321,625.826
1/1/2015 10:15,1.140,2.439,3.516,5.811,20.520,20.474,21.908,19.633,1268.401,2475.699,3395.171,621.615
1/1/2015 10:30,1.154,2.443,3.516,5.811,20.529,20.476,21.920,19.712,1257.638,2428.364,3374.009,630.187
1/1/2015 10:45,1.149,2.436,3.508,5.803,20.534,20.491,21.948,19.786,1253.534,2397.629,3351.939,612.130
1/1/2015 11:00,1.164,2.439,3.517,5.816,20.540,20.503,21.942,19.834,1252.166,2395.532,3327.133,634.747
1/1/2015 11:15,1.161,2.442,3.514,5.807,20.536,20.506,21.938,19.815,1257.756,2418.858,3312.802,627.328
1/1/2015 11:30,1.171,2.436,3.509,5.801,20.532,20.502,21.934,19.792,1252.270,2449.673,3307.122,621.942
1/1/2015 11:45,1.169,2.434,3.506,5.798,20.524,20.484,21.932,19.762,1258.968,2479.840,3338.169,627.388
1/1/2015 12:00,1.169,2.435,3.507,5.799,20.510,20.474,21.929,19.736,1259.422,2498.064,3343.450,627.569
1/1/2015 12:15,1.170,2.436,3.508,5.800,20.504,20.458,21.896,19.668,1263.523,2555.571,3380.816,607.701
