TIMESTAMP,TempSO1(10cm),TempSO2(30cm),TempSO3(60cm),TempSO4(115cm),O2soil1(10cm),O2soil2(30cm),O2soil3(60cm),O2soil4(115cm),CO2soil1(10cm),CO2soil2(30cm),CO2soil3(60cm),CO2soil4(115cm)
MST,degC,degC,degC,degC,%,%,%,%,ppm,ppm,ppm,ppm
11/20/2014 16:00,6.981,7.017,6.919,6.296,20.882,20.713,49.273,14.6,1364.299,3022.222,3793.078,1876.867
11/20/2014 16:15,7.359,7.199,7.339,6.078,20.693,20.696,39.804,21.447,1348.907,3031.603,3727.505,1763.934
11/20/2014 16:30,7.426,7.254,7.472,5.918,20.681,20.68,31.474,21.487,1352.266,3051.161,3701.976,1765.378
11/20/2014 16:45,7.381,7.278,7.517,5.834,20.674,20.667,26.009,21.497,1358.556,3072.392,3689.239,1818.39
11/20/2014 17:00,7.314,7.296,7.54,5.595,20.667,20.659,23.08,21.484,1363.479,3092.167,3707.831,1840.437
11/20/2014 17:15,7.239,7.301,7.547,5.266,20.662,20.643,21.659,21.473,1356.375,3098.997,3688.706,1834.608
11/20/2014 17:30,7.157,7.31,7.55,4.869,20.683,20.638,21.009,21.461,1343.169,3118.305,3642.986,1841.347
11/20/2014 17:45,7.071,7.323,7.568,4.423,20.689,20.637,20.712,21.451,1338.16,3114.844,3614.571,1850.09
11/20/2014 18:00,6.979,7.325,7.57,4.048,20.694,20.637,20.577,21.435,1339.344,3111.656,3559.015,1838.433
11/20/2014 18:15,6.892,7.341,7.57,3.852,20.687,20.636,20.5,21.431,1368.032,3098.269,3536.611,1850.273
11/20/2014 18:30,6.812,7.345,7.573,3.704,20.683,20.636,20.456,21.427,1386.794,3095.627,3566.666,1838.069
11/20/2014 18:45,6.741,7.351,7.587,3.637,20.688,20.696,20.429,21.43,1394.899,3079.234,3569.034,1838.615
11/20/2014 19:00,6.685,7.368,7.594,3.625,20.692,20.787,20.411,21.432,1406.648,3081.784,3585.973,1825.136
11/20/2014 19:15,6.638,7.37,7.598,3.626,20.684,20.737,20.39,21.429,1403.005,3085.336,3616.757,1839.708
11/20/2014 19:30,6.596,7.376,7.616,3.594,20.692,20.637,20.389,21.432,1405.828,3089.526,3644.444,1834.426
11/20/2014 19:45,6.555,7.388,7.618,3.57,20.699,20.598,20.384,21.435,1401.73,3103.915,3632.604,1847.176
11/20/2014 20:00,6.516,7.394,7.619,3.544,20.685,20.596,20.369,21.432,1402.003,3111.292,3637.34,1832.604
11/20/2014 20:15,6.483,7.394,7.633,3.492,20.695,20.596,20.365,21.42,1398.724,3119.762,3626.775,1855.373
11/20/2014 20:30,6.445,7.395,7.642,3.482,20.694,20.596,20.347,21.42,1383.97,3123.132,3626.775,1849.726
11/20/2014 20:45,6.415,7.396,7.643,3.511,20.706,20.596,20.356,21.426,1370.674,3125.044,3559.926,1857.923
11/20/2014 21:00,6.387,7.396,7.646,3.513,20.708,20.596,20.368,21.428,1343.442,3112.203,3540.072,1832.969
11/20/2014 21:15,6.361,7.396,7.662,3.481,20.709,20.596,20.382,21.407,1323.406,3101.092,3493.988,1844.262
11/20/2014 21:30,6.335,7.397,7.666,3.501,20.711,20.596,20.387,21.399,1300.182,3081.875,3434.243,1857.194
11/20/2014 21:45,6.318,7.396,7.666,3.504,20.712,20.596,20.387,21.398,1280.419,3061.93,3376.684,1830.6
11/20/2014 22:00,6.295,7.394,7.666,3.474,20.713,20.597,20.387,21.4,1272.95,3040.527,3352.64,1868.488
11/20/2014 22:15,6.269,7.383,7.666,3.382,20.714,20.61,20.398,21.397,1273.679,3025.682,3299.817,1849.18
11/20/2014 22:30,6.233,7.376,7.671,3.264,20.716,20.611,20.418,21.387,1260.473,3001.912,3260.655,1853.916
11/20/2014 22:45,6.196,7.377,7.679,3.165,20.718,20.617,20.427,21.376,1232.786,2968.943,3186.156,1828.597
11/20/2014 23:00,6.157,7.368,7.681,3.082,20.72,20.618,20.427,21.375,1224.225,2937.977,3111.11,1847.905
11/20/2014 23:15,6.123,7.354,7.685,3.044,20.722,20.619,20.427,21.362,1218.215,2903.369,3083.059,1852.276
