TIMESTAMP,TempSO1(2cm),TempSO2(10cm),TempSO3(30cm),TempSO4(60cm),O2soil1(2cm),O2soil2(10cm),O2soil3(30cm),O2soil4(60cm),CO2soil1(2cm),CO2soil2(10cm),CO2soil3(30cm),CO2soil4(60cm)
MST,degC,degC,degC,degC,%,%,%,%,ppm,ppm,ppm,ppm
1/1/2016 0:00,0.658,1.551,3.203,6.187,21.041,21.695,20.779,20.9,1824.273,2392.25,2816.546,2424.341
1/1/2016 0:15,0.656,1.549,3.201,6.185,21.038,21.693,20.777,20.895,1839.772,2401.094,2839.703,2430.359
1/1/2016 0:30,0.656,1.548,3.202,6.185,21.032,21.688,20.776,20.891,1837.401,2402.552,2817.276,2409.937
1/1/2016 0:45,0.655,1.548,3.201,6.185,21.036,21.689,20.775,20.891,1846.974,2402.826,2843.167,2395.715
1/1/2016 1:00,0.655,1.548,3.2,6.18,21.036,21.69,20.774,20.899,1843.601,2404.467,2822.928,2408.114
1/1/2016 1:15,0.654,1.546,3.199,6.179,21.036,21.69,20.775,20.904,1850.894,2402.735,2833.686,2421.971
1/1/2016 1:30,0.652,1.541,3.199,6.178,21.037,21.69,20.775,20.911,1842.416,2408.387,2838.609,2411.578
1/1/2016 1:45,0.647,1.539,3.199,6.178,21.037,21.69,20.776,20.904,1852.444,2407.384,2826.757,2415.407
1/1/2016 2:00,0.643,1.539,3.198,6.178,21.033,21.684,20.776,20.9,1853.538,2408.751,2835.692,2388.603
1/1/2016 2:15,0.643,1.538,3.195,6.178,21.021,21.673,20.778,20.894,1861.47,2410.484,2834.051,2418.689
1/1/2016 2:30,0.643,1.538,3.195,6.178,21.02,21.653,20.779,20.894,1870.131,2409.299,2837.698,2427.076
1/1/2016 2:45,0.643,1.538,3.195,6.178,21.018,21.651,20.777,20.893,1872.41,2410.848,2846.814,2398.814
1/1/2016 3:00,0.643,1.538,3.198,6.178,21.025,21.666,20.775,20.897,1870.222,2413.31,2834.415,2411.031
1/1/2016 3:15,0.643,1.538,3.199,6.178,21.037,21.687,20.772,20.907,1864.114,2418.962,2847.726,2427.806
1/1/2016 3:30,0.643,1.538,3.199,6.178,21.041,21.687,20.772,20.908,1867.943,2412.307,2849.002,2414.86
1/1/2016 3:45,0.643,1.537,3.198,6.177,21.051,21.688,20.772,20.908,1866.393,2412.034,2818.005,2416.866
1/1/2016 4:00,0.642,1.538,3.198,6.177,21.055,21.687,20.772,20.908,1864.934,2415.224,2850.461,2435.464
1/1/2016 4:15,0.643,1.537,3.198,6.178,21.038,21.687,20.772,20.908,1862.108,2415.042,2860.125,2410.302
1/1/2016 4:30,0.643,1.537,3.196,6.178,21.035,21.687,20.772,20.908,1870.04,2414.222,2846.267,2415.772
1/1/2016 4:45,0.643,1.537,3.195,6.178,21.041,21.687,20.772,20.908,1870.86,2418.142,2840.068,2412.672
1/1/2016 5:00,0.643,1.537,3.191,6.178,21.035,21.687,20.773,20.908,1874.233,2414.677,2842.438,2421.059
1/1/2016 5:15,0.643,1.537,3.19,6.178,21.037,21.685,20.773,20.908,1865.208,2414.86,2853.925,2402.644
1/1/2016 5:30,0.642,1.537,3.189,6.178,21.017,21.674,20.773,20.907,1882.165,2420.695,2849.002,2419.054
1/1/2016 5:45,0.641,1.537,3.188,6.177,21.026,21.68,20.773,20.908,1879.703,2416.501,2841.891,2425.435
1/1/2016 6:00,0.636,1.537,3.188,6.175,21.029,21.685,20.774,20.909,1874.598,2416.136,2847.726,2412.125
1/1/2016 6:15,0.634,1.537,3.188,6.174,21.035,21.687,20.773,20.908,1873.139,2409.754,2853.196,2427.806
1/1/2016 6:30,0.633,1.537,3.188,6.175,21.035,21.688,20.773,20.908,1877.059,2415.224,2835.145,2417.595
1/1/2016 6:45,0.632,1.537,3.188,6.176,21.035,21.688,20.773,20.908,1874.324,2417.96,2830.039,2422.883
1/1/2016 7:00,0.631,1.537,3.187,6.175,21.051,21.688,20.773,20.911,1870.769,2417.23,2842.073,2420.877
1/1/2016 7:15,0.629,1.534,3.185,6.172,21.056,21.688,20.773,20.923,1865.025,2414.313,2858.484,2425.618
1/1/2016 7:30,0.625,1.531,3.181,6.169,21.056,21.688,20.773,20.928,1847.339,2409.937,2846.632,2404.832
1/1/2016 7:45,0.623,1.529,3.18,6.166,21.066,21.688,20.786,20.929,1831.931,2411.578,2830.769,2408.114
1/1/2016 8:00,0.621,1.528,3.178,6.164,21.077,21.695,20.799,20.929,1833.481,2401.002,2833.686,2421.424
1/1/2016 8:15,0.62,1.528,3.178,6.164,21.078,21.71,20.81,20.929,1828.011,2410.575,2845.538,2430.723
1/1/2016 8:30,0.618,1.528,3.178,6.162,21.077,21.71,20.812,20.929,1829.287,2413.401,2843.35,2430.723
1/1/2016 8:45,0.615,1.528,3.178,6.162,21.081,21.719,20.818,20.929,1820.079,2407.111,2844.261,2420.148
1/1/2016 9:00,0.612,1.527,3.177,6.159,21.093,21.73,20.818,20.944,1822.906,2407.657,2837.698,2432.364
1/1/2016 9:15,0.612,1.528,3.178,6.159,21.097,21.73,20.818,20.947,1819.897,2408.296,2817.276,2430.359
1/1/2016 9:30,0.615,1.528,3.179,6.161,21.097,21.73,20.817,20.949,1822.267,2403.281,2833.139,2415.589
1/1/2016 9:45,0.62,1.529,3.182,6.167,21.095,21.729,20.816,20.965,1816.706,2408.114,2832.957,2433.276
1/1/2016 10:00,0.628,1.532,3.187,6.166,21.094,21.728,20.816,20.965,1811.51,2401.276,2833.321,2414.677
1/1/2016 10:15,0.632,1.537,3.187,6.164,21.095,21.728,20.816,20.966,1805.037,2400.82,2834.598,2395.715
1/1/2016 10:30,0.631,1.544,3.194,6.167,21.118,21.736,20.815,20.965,1804.484,2405.28,2824.742,2421.963
1/1/2016 10:45,0.644,1.547,3.201,6.177,21.134,21.754,20.813,20.963,1794.811,2399.615,2835.485,2422.862
1/1/2016 11:00,0.655,1.559,3.208,6.186,21.131,21.762,20.821,20.961,1802,2401.513,2828.173,2419.928
1/1/2016 11:15,0.695,1.584,3.229,6.207,21.128,21.765,20.851,20.978,1802.671,2396.269,2826.882,2414.134
1/1/2016 11:30,0.835,1.688,3.322,6.3,21.155,21.786,20.845,20.99,1806.348,2400.657,2815.545,2407.127
1/1/2016 11:45,0.895,1.75,3.367,6.344,21.148,21.785,20.846,20.986,1813.303,2395.932,2846.365,2421.077
1/1/2016 12:00,0.923,1.782,3.387,6.364,21.147,21.798,20.861,20.985,1813.098,2395.72,2814.807,2422.87
1/1/2016 12:15,0.89,1.77,3.372,6.348,21.137,21.774,20.851,20.982,1825.852,2403.737,2827.925,2406.652
1/1/2016 12:30,0.831,1.72,3.329,6.302,21.111,21.767,20.839,20.976,1836.238,2401.641,2838.858,2409.021
1/1/2016 12:45,0.794,1.696,3.311,6.28,21.11,21.756,20.84,20.966,1848.173,2407.29,2820.09,2420.864
1/1/2016 13:00,0.803,1.695,3.316,6.28,21.109,21.754,20.84,20.965,1856.19,2404.739,2845.964,2422.322
1/1/2016 13:15,0.79,1.691,3.311,6.277,21.097,21.747,20.838,20.961,1874.867,2409.294,2834.12,2406.652
1/1/2016 13:30,0.801,1.694,3.314,6.28,21.092,21.745,20.833,20.955,1879.514,2418.496,2851.249,2397.723
1/1/2016 13:45,0.836,1.711,3.332,6.296,21.091,21.746,20.833,20.958,1884.433,2416.582,2846.511,2403.372
1/1/2016 14:00,0.926,1.784,3.393,6.361,21.1,21.762,20.835,20.961,1900.468,2420.773,2836.489,2425.055
1/1/2016 14:15,0.955,1.821,3.419,6.385,21.099,21.76,20.833,20.96,1907.574,2418.951,2848.698,2405.741
1/1/2016 14:30,0.921,1.795,3.398,6.361,21.087,21.742,20.82,20.953,1902.837,2429.337,2844.689,2420.135
1/1/2016 14:45,0.969,1.827,3.425,6.39,21.097,21.757,20.83,20.957,1911.102,2429.942,2839.548,2379.835
1/1/2016 15:00,0.997,1.853,3.445,6.404,21.093,21.754,20.831,20.955,1908.486,2427.948,2851.661,2403.259
1/1/2016 15:15,0.991,1.858,3.444,6.407,21.072,21.75,20.841,20.953,1908.278,2428.071,2831.626,2418.779
1/1/2016 15:30,0.961,1.846,3.429,6.392,21.071,21.741,20.838,20.952,1899.873,2426.285,2845.847,2386.023
1/1/2016 15:45,0.852,1.759,3.357,6.318,21.077,21.711,20.824,20.946,1887.182,2423.788,2849.082,2396.188
1/1/2016 16:00,0.801,1.71,3.321,6.279,21.068,21.715,20.833,20.941,1891.008,2425.817,2850.86,2411.789
1/1/2016 16:15,0.768,1.679,3.296,6.258,21.064,21.719,20.836,20.941,1886.148,2424.072,2855.686,2425.53
1/1/2016 16:30,0.735,1.648,3.272,6.234,21.068,21.722,20.839,20.944,1873.298,2422.178,2860.37,2409.423
1/1/2016 16:45,0.715,1.624,3.258,6.221,21.071,21.726,20.836,20.946,1872.758,2423.489,2857.423,2420.665
1/1/2016 17:00,0.695,1.609,3.246,6.205,21.074,21.729,20.831,20.948,1871.859,2423.504,2843.411,2395.717
1/1/2016 17:15,0.694,1.602,3.231,6.201,21.073,21.729,20.821,20.948,1870.493,2420.863,2849.242,2415.943
1/1/2016 17:30,0.68,1.59,3.229,6.186,21.075,21.73,20.824,20.949,1867.395,2418.129,2862.179,2421.227
1/1/2016 17:45,0.677,1.587,3.228,6.185,21.076,21.731,20.826,20.95,1858.376,2421.136,2854.344,2405.375
1/1/2016 18:00,0.679,1.574,3.222,6.188,21.075,21.731,20.823,20.95,1858.102,2417.947,2854.162,2408.29
1/1/2016 18:15,0.682,1.577,3.218,6.19,21.075,21.724,20.821,20.95,1862.567,2415.032,2857.259,2408.655
1/1/2016 18:30,0.677,1.578,3.217,6.183,21.076,21.719,20.81,20.951,1867.486,2415.943,2857.077,2433.071
1/1/2016 18:45,0.667,1.576,3.216,6.183,21.079,21.712,20.802,20.953,1859.742,2416.216,2838.856,2412.845
