TIMESTAMP,TempSO1(10cm),TempSO2(30cm),TempSO3(60cm),TempSO4(60cm),O2soil1(10cm),O2soil2(30cm),O2soil3(60cm),O2soil4(60cm),CO2soil1(10cm),CO2soil2(30cm),CO2soil3(60cm),CO2soil4(60cm)
MST,degC,degC,degC,degC,%,%,%,%,ppm,ppm,ppm,ppm
1/1/2015 0:00,1.618,2.848,4.372,4.262,21.007,21.047,20.897,19.759,1874.431,3293.638,985.177,3311.27
1/1/2015 0:15,1.622,2.846,4.377,4.267,20.994,21.037,20.893,19.759,1884.298,3302.226,985.726,3324.608
1/1/2015 0:30,1.622,2.844,4.375,4.267,20.994,21.048,20.892,19.751,1876.259,3296.927,996.14,3317.3
1/1/2015 0:45,1.622,2.844,4.37,4.267,20.994,21.048,20.883,19.722,1878.086,3279.57,1001.256,3309.261
1/1/2015 1:00,1.622,2.844,4.368,4.267,20.994,21.048,20.895,19.722,1880.826,3269.247,1009.295,3338.677
1/1/2015 1:15,1.622,2.844,4.365,4.267,20.994,21.048,20.896,19.732,1889.414,3284.321,999.977,3322.05
1/1/2015 1:30,1.622,2.844,4.36,4.264,20.994,21.049,20.897,19.752,1892.794,3290.167,1007.103,3318.396
1/1/2015 1:45,1.622,2.844,4.356,4.257,20.997,21.051,20.901,19.762,1890.016,3289.714,989.957,3316.664
1/1/2015 2:00,1.625,2.846,4.358,4.259,20.998,21.052,20.902,19.763,1895,3306.333,989.625,3361.07
1/1/2015 2:15,1.629,2.851,4.363,4.261,21.016,21.053,20.922,19.765,1899.274,3295.742,1001.773,3330.652
1/1/2015 2:30,1.633,2.855,4.367,4.259,21.016,21.055,20.925,19.766,1898.638,3307.812,1014.02,3320.606
1/1/2015 2:45,1.637,2.856,4.368,4.259,21.018,21.055,20.926,19.767,1904.799,3308.792,1007.278,3346.626
1/1/2015 3:00,1.642,2.856,4.369,4.259,21.022,21.056,20.926,19.767,1906.042,3303.587,1001.275,3330.639
1/1/2015 3:15,1.645,2.856,4.369,4.259,21.023,21.057,20.928,19.769,1915.649,3316.833,1021.984,3344.708
