DateTime.EST,GPTemp_50cm.deg.C,GPTemp_70cm.deg.C,O2_50cm.percent.0-100,ApogeeTemp_50cm.deg.C,O2_70cm.percent.0-100,ApogeeTemp_70cm.deg.C,PRISM_precip.mm,CO2_50cm.ppm,CO2_70cm.ppm
2020-03-18 19:00:00,7.1685002,7.434999950000001,21.383124600000002,5.9724999400000005,21.041412100000002,6.02624983,-99999,830.0,2807.5
2020-03-18 20:00:00,7.637250075000001,7.773,21.347416166666665,6.135833176666667,21.001633199999993,6.244999863333334,-99999,844.5,2856.25
2020-03-18 21:00:00,7.807250024999999,8.02275015,21.325066500000002,6.357499996666666,20.972441366666665,6.429166616666667,-99999,858.5,2941.5
2020-03-18 22:00:00,7.802249999999999,7.998750074999999,21.2962663,6.3958334,20.937207966666673,6.540833113333334,-99999,860.5,3046.25
2020-03-18 23:00:00,7.9327501,8.22125005,21.269291266666666,6.423333293333333,20.90853286666667,6.602499726666666,-99999,875.0,3133.75
2020-03-19 00:00:00,7.907750025,8.22749995,21.229591233333338,6.476666556666667,20.872682833333336,6.68249973,17.23,875.0,3243.5
2020-03-19 01:00:00,8.0999999,8.2425001,21.179866033333333,6.529999803333334,20.828449766666665,6.759166703333333,17.23,892.75,3343.25
2020-03-19 02:00:00,7.923250075,8.312500225,21.14039123333333,6.57833313,20.790741266666668,6.785000139999999,17.23,889.5,3464.75
2020-03-19 03:00:00,8.037499924999999,8.1799998,21.080482900000003,6.612499700000001,20.7330745,6.797500156666667,17.23,903.0,3594.25
2020-03-19 04:00:00,7.9774999499999995,8.402499875,21.002674366666668,6.548333126666667,20.658540966666667,6.742500003333333,17.23,911.25,3695.75
2020-03-19 05:00:00,7.9657499750000005,8.044999825000001,20.95608276666667,6.32666659,20.595691266666666,6.5599997566666675,17.23,894.0,3556.25
2020-03-19 06:00:00,7.967250225,7.939250125000001,20.919924599999998,6.304166666666666,20.073932633333335,6.4249999833333336,17.23,910.0,3604.0
2020-03-19 07:00:00,7.903000025000001,7.644999875,20.849282699999996,6.305833356666667,18.588632566666664,6.397500073333333,17.23,898.0,3671.5
2020-03-19 08:00:00,7.971750150000001,7.676750049999999,20.74086606666667,6.304166683333333,17.193149266666673,6.399166763333333,17.23,918.75,3745.25
2020-03-19 09:00:00,7.8490001,7.746250025,20.668282966666666,6.306666676666667,15.897807799999997,6.397500073333333,17.23,905.0,3777.5
2020-03-19 10:00:00,8.045000174999998,7.646749975,20.611241200000002,6.287500083333333,14.758808033333333,6.4000000833333335,17.23,920.5,3785.25
2020-03-19 11:00:00,7.876000049999999,7.72025,20.54473293333333,6.331666676666667,13.765749700000004,6.4000000833333335,17.23,913.75,3788.5
2020-03-19 12:00:00,8.027500125,7.732999925,20.513874599999998,6.38000002,12.840491266666666,6.407499963333334,9.06,920.0,3856.75
2020-03-19 13:00:00,7.91199995,7.737249974999999,20.485566733333332,6.3916667333333335,12.004232900000002,6.453333163333334,9.06,927.5,3886.0
2020-03-19 14:00:00,8.033749925,7.798249825,20.391199433333334,6.392500053333333,11.261824666666666,6.4766665733333335,9.06,923.75,4030.75
2020-03-19 15:00:00,7.834750175,7.750249975000001,19.08870783333333,6.39500008,10.630549633333334,6.489999876666667,9.06,946.75,4214.5
2020-03-19 16:00:00,7.437999974999999,7.88325,17.62099096666667,6.437499966666667,10.09268286,6.539999793333334,9.06,919.75,4283.75
2020-03-19 17:00:00,7.492500075000001,7.706500075,16.153032766666666,6.44416661,9.521107896666667,6.510833193333334,9.06,929.75,4256.5
2020-03-19 18:00:00,7.564000025,7.876749975,14.824283166666667,6.574166463333333,8.989249706666666,6.559999790000001,9.06,916.5,4084.5
2020-03-19 19:00:00,7.689749975,7.828750125,13.634082966666666,6.679999753333333,8.502016326666665,6.624999750000001,9.06,906.5,3849.0
2020-03-19 20:00:00,7.644249925,7.838500025,12.543307966666667,6.761666713333333,8.06220812,6.7133331866666675,9.06,896.0,3658.25
2020-03-19 21:00:00,7.801499975,8.011250125,11.541324600000001,6.785833476666666,7.660733169999999,6.768333406666667,9.06,890.25,3618.25
2020-03-19 22:00:00,7.64725005,7.8547500249999995,10.6438497,6.796666836666666,7.289199860000001,6.789166806666667,9.06,898.0,3645.75
2020-03-19 23:00:00,7.777250049999999,8.107249974999998,9.840033003333332,6.84249997,6.951916506666666,6.800000166666666,9.06,887.75,3635.0
2020-03-20 00:00:00,7.746749875,8.005250225000001,9.123132960000001,6.875,6.646683213333331,6.83583331,9.06,902.0,3638.75
2020-03-20 01:00:00,7.7697500250000004,8.160000075,8.48073308,6.911666596666666,6.369433116666667,6.88083334,9.06,891.25,3615.25
2020-03-20 02:00:00,7.896499974999999,8.11074995,7.912149766666665,6.96833319,6.122024853333333,6.905833306666667,9.06,900.0,3616.25
2020-03-20 03:00:00,7.857499949999999,8.0662501,7.416616483333333,7.023333160000001,5.905408129999999,6.950833186666667,9.06,897.5,3596.0
2020-03-20 04:00:00,7.9915,8.240000025,6.9839498466666665,7.277499893333333,5.718733136666666,7.185833126666666,9.06,895.75,3547.25
2020-03-20 05:00:00,7.871999949999999,8.1400001,6.586208203333332,7.180833056666667,5.5353331400000005,7.097499756666667,9.06,895.25,3517.0
2020-03-20 06:00:00,8.101750025000001,8.27250005,6.246224846666665,7.196666453333333,5.3807664866666665,7.118333023333334,9.06,896.25,3485.25
2020-03-20 07:00:00,7.926249975000001,8.222500325,5.996799809999998,7.195833116666666,5.240616466666667,7.152499643333333,9.06,893.5,3464.75
2020-03-20 08:00:00,8.043000225,8.2850001,5.808749783333334,7.203333146666667,5.11622481,7.183333066666666,9.06,892.5,3454.75
2020-03-20 09:00:00,8.036750175,8.34249995,5.646958156666665,7.2266665733333335,4.997283176666667,7.19499978,9.06,897.5,3445.0
2020-03-20 10:00:00,8.063250075,8.257499724999999,5.4550915,7.274166713333333,4.8851581600000005,7.19499978,9.06,892.75,3437.25
2020-03-20 11:00:00,8.109999675,8.350000150000001,5.266249789999999,7.313333303333334,4.797908173333332,7.197499789999999,9.06,896.0,3424.5
2020-03-20 12:00:00,8.105000024999999,8.355000025,5.076333123333334,7.362499933333334,4.715174803333335,7.2066664933333335,8.05,895.0,3448.25
2020-03-20 13:00:00,8.232499825000001,8.435000175,4.901308086666668,7.37499995,4.63933314,7.256666676666667,8.05,903.5,3480.25
2020-03-20 14:00:00,8.2466666,8.406666733333333,4.775197743750001,7.4062499375,4.584213418750001,7.28281256875,8.05,903.3333333333334,3551.6666666666665
2020-03-20 15:00:00,8.24,8.460000025,4.62501645,7.4616664749999995,4.5184413,7.3291664249999995,8.05,911.0,3625.5
2020-03-20 16:00:00,8.18000005,8.450000025000001,4.502632975,7.696666725,4.4724331,7.53916635,8.05,909.25,3723.75
2020-03-20 17:00:00,8.384999974999998,8.46500015,4.3907414750000004,7.6366664250000005,4.464474675,7.538332925,8.05,917.5,3733.0
2020-03-20 18:00:00,8.3599999,8.627499825000001,4.2852081,7.654999625,4.715774775,7.572499625,8.05,914.75,3657.5
2020-03-20 19:00:00,8.4124999,8.454999925,4.1927581,7.724166525,4.845149875,7.594166275,8.05,903.0,3596.5
2020-03-20 20:00:00,8.445000175,8.725000150000001,4.112174875,7.8108332,4.8473497750000005,7.609999650000001,8.05,911.25,3522.25
2020-03-20 21:00:00,8.4475,8.647500049999998,4.0313415500000005,7.889166475,4.767674675,7.674166325,8.05,900.5,3536.0
2020-03-20 22:00:00,8.570000174999999,8.619999875000001,3.9533498999999996,7.9666666,4.67694975,7.7424997,8.05,917.25,3550.0
2020-03-20 23:00:00,8.5300002,8.8525002,3.8796499,8.000833275,4.596008050000001,7.83333315,8.05,905.75,3550.5
2020-03-21 00:00:00,8.6199999,8.745000150000001,3.808791525,8.004166375,4.52689995,7.894166475,8.05,919.0,3562.25
2020-03-21 01:00:00,8.539999975,8.944999925000001,3.745724825,8.059166175,4.48411655,7.9499998,8.05,913.5,3582.5
2020-03-21 02:00:00,8.71500015,8.894999975000001,3.689758225,8.1241667,4.443216575,7.987499700000001,8.05,921.0,3632.25
2020-03-21 03:00:00,8.664999725000001,8.897500025,3.632291625,8.162499875000002,4.390408175,8.0,8.05,929.0,3662.0
2020-03-21 04:00:00,8.714999925,9.012499774999998,3.58109155,8.358333125,4.3391248,8.184999699999999,8.05,920.75,3694.0
2020-03-21 05:00:00,8.7574999,8.885,3.528674875,8.31416655,4.274016375,8.166666750000001,8.05,941.0,3732.25
2020-03-21 06:00:00,8.895,9.059999925,3.480924925,8.24083305,4.20404995,8.099166625,8.05,929.5,3757.0
2020-03-21 07:00:00,8.862499975,8.89250015,3.440158225,8.240833075000001,4.1374414999999996,8.109166625,8.05,944.75,3798.75
2020-03-21 08:00:00,8.7424998,9.055000074999999,3.4039248749999995,8.229999549999999,4.07455825,8.124999999999998,8.05,934.0,3808.5
2020-03-21 09:00:00,8.80250025,8.965000125000001,3.372408175,8.206666225,4.01739145,8.137500025,8.05,943.0,3852.5
2020-03-21 10:00:00,8.71249985,9.12000015,3.34626655,8.200833075,3.9682082750000003,8.13999985,8.05,943.5,3877.75
2020-03-21 11:00:00,8.9325001,9.079999925,3.321033175,8.19249965,3.922758225,8.13250015,8.05,945.5,3925.75
2020-03-21 12:00:00,8.717499974999999,8.9475,3.29637485,8.192499425,3.877308125,8.1341667,0.0,951.75,3953.0
2020-03-21 13:00:00,8.754999849999999,9.202499875,3.2743749749999997,8.18249965,3.835099875,8.125833499999999,0.0,938.0,3951.0
2020-03-21 14:00:00,8.732499825,8.922499850000001,3.2535333,8.203333125,3.8335916,8.112499975000002,0.0,955.75,3975.75
2020-03-21 15:00:00,8.807499875,9.117499800000001,3.228124825,8.193332900000001,3.93254155,8.109999900000002,0.0,942.0,3950.75
2020-03-21 16:00:00,8.877500049999998,9.067499849999999,3.209024925,8.191666349999998,3.9797499,8.10583355,0.0,953.75,3978.75
2020-03-21 17:00:00,8.91250015,9.08749985,3.1919916,8.375832775,4.0494915250000005,8.28333305,0.0,950.25,3979.0
2020-03-21 18:00:00,8.970000025,9.102500200000001,3.165708175,8.227499725,4.169349800000001,8.17583325,0.0,952.0,4000.25
2020-03-21 19:00:00,8.860000125,8.902499925,3.1411332499999998,8.183332725,4.135591525000001,8.15833305,0.0,955.5,4048.0
2020-03-21 20:00:00,8.945000175,9.082499975,3.119774875,8.1674998,4.059449775,8.11000015,0.0,953.25,4072.5
2020-03-21 21:00:00,8.807500124999999,8.890000125,3.0989581250000002,8.12666655,3.981908325,8.0825,0.0,956.25,4100.75
2020-03-21 22:00:00,8.9074998,9.070000175,3.0812831750000003,8.0958333,3.897958225,8.074166525,0.0,954.5,4083.0
2020-03-21 23:00:00,8.889999875,8.997500175,3.066233275,8.078333375,3.82325815,8.071666699999998,0.0,960.25,4063.5
2020-03-22 00:00:00,8.88750005,8.942499900000001,3.048441525,8.0816667,3.754116475,8.0533333,0.0,954.5,4076.5
2020-03-22 01:00:00,8.8699999,8.992499825,3.026458225,8.07249975,3.6872248250000004,8.0474999,0.0,962.75,4148.5
