DateTime.EST,O2_30cm.percent.0-100,ApogeeTemp_30cm.deg.C,PRISM_precip.mm,CO2_30cm.ppm,CO2_80cm.ppm,CO2_80cm.ppm.rolling_mean,CO2_30cm.ppm.rolling_mean
2015-06-12 18:00:00,20.15,15.74,14.76,5032.4189,2868.9109,2874.190750000002,5044.019775000001
2015-06-12 19:00:00,20.139999,15.81,14.76,5210.8101,2897.2971,2879.937500000002,5107.877075
2015-06-12 20:00:00,20.15,15.87,14.76,5064.8638,2860.8101,2872.505025000002,5101.12025
2015-06-12 21:00:00,20.190001000000002,15.91,14.76,5012.2061,2889.9929,2879.2527500000024,5080.0747249999995
2015-06-12 22:00:00,20.219998999999998,15.94,14.76,5028.7241,2868.5359,2879.1590000000024,5079.151024999999
2015-06-12 23:00:00,20.219998999999998,15.95,14.76,5180.2031,2892.9109,2878.062450000002,5071.499274999999
2015-06-13 00:00:00,20.25,15.94,14.76,5169.7231,2872.8191,2881.064700000002,5097.714099999999
2015-06-13 01:00:00,20.219998999999998,15.93,14.76,5251.1128,2895.9529,2882.5547000000024,5157.440774999999
2015-06-13 02:00:00,20.219998999999998,15.91,14.76,5419.5488,2872.0359,2883.4297000000024,5255.146949999999
2015-06-13 03:00:00,20.219998999999998,15.89,14.76,5354.519,2903.0691,2885.969250000003,5298.725925
2015-06-13 04:00:00,20.219998999999998,15.86,14.76,5456.6211,2875.677,2886.6837250000026,5370.450425
2015-06-13 05:00:00,20.25,15.82,14.76,5510.7158,2898.6689,2887.3627250000027,5435.351175000001
2015-06-13 06:00:00,20.25,15.81,14.76,5483.1001,2888.9021,2891.579275000003,5451.2390000000005
2015-06-13 07:00:00,20.25,15.77,14.76,5553.2368,2887.467,2887.6787500000028,5500.91845
2015-06-13 08:00:00,20.280001000000002,15.75,14.76,5504.564,2906.3889,2895.356725000003,5512.904175000001
2015-06-13 09:00:00,20.309998999999998,15.72,14.76,5537.0078,2900.9809999999998,2895.9347500000026,5519.477175
2015-06-13 10:00:00,20.34,15.71,14.76,5493.9009,2878.0801,2893.229250000003,5522.177375
2015-06-13 11:00:00,20.34,15.7,14.76,5425.206999999999,2910.031,2898.8702500000027,5490.169925
2015-06-13 12:00:00,20.34,15.68,2.49,5419.6079,2877.4761,2891.6420500000027,5468.930899999999
2015-06-13 13:00:00,20.370001000000002,15.66,2.49,5467.5068,2904.1059999999998,2892.4233000000027,5451.555649999999
2015-06-13 14:00:00,20.34,15.66,2.49,5445.085,2905.0371,2899.1625500000027,5439.351674999999
2015-06-13 15:00:00,20.34,15.66,2.49,5418.0488,2880.7041,2891.8308250000027,5437.5621249999995
2015-06-13 16:00:00,20.34,15.67,2.49,5228.7949,2892.8701,2895.679325000003,5389.858875
2015-06-13 17:00:00,20.34,15.69,2.49,5309.624,2902.179,2895.197575000003,5350.388175
2015-06-13 18:00:00,20.33,15.71,2.49,5303.0879,2908.3201,2896.018325000003,5314.8889
2015-06-13 19:00:00,20.34,15.74,2.49,5363.9038,2898.239,2900.4020500000033,5301.35265
2015-06-13 20:00:00,20.34,15.75,2.49,5401.8232,2887.4609,2899.0497500000033,5344.609724999999
2015-06-13 21:00:00,20.34,15.77,2.49,5385.6021,2898.2749,2898.0737250000034,5363.604249999999
2015-06-13 22:00:00,20.34,15.77,2.49,5558.6328,2906.386,2897.5902000000033,5427.490474999999
2015-06-13 23:00:00,20.34,15.77,2.49,5434.2661,2913.1459999999997,2901.3169500000035,5445.081049999999
2015-06-14 00:00:00,20.370001000000002,15.77,2.49,5385.6021,2876.6459999999997,2898.6132250000032,5441.025774999999
2015-06-14 01:00:00,20.370001000000002,15.76,2.49,5282.8638,2900.9790000000003,2899.2892500000034,5415.341199999999
2015-06-14 02:00:00,20.370001000000002,15.74,2.49,5423.4521,2903.6831,2898.6135250000034,5381.546025
2015-06-14 03:00:00,20.360001,15.74,2.49,5493.7471,2919.9041,2900.303050000003,5396.416275
2015-06-14 04:00:00,20.370001000000002,15.72,2.49,5482.9321,2913.1459999999997,2909.428050000003,5420.748774999999
2015-06-14 05:00:00,20.370001000000002,15.71,2.49,5591.0771,2883.405,2905.034550000003,5497.802099999999
2015-06-14 06:00:00,20.370001000000002,15.69,2.49,5499.1528,2892.8679,2902.3307500000033,5516.727274999999
2015-06-14 07:00:00,20.370001000000002,15.67,2.49,5607.2979,2906.386,2898.9512250000034,5545.114974999999
2015-06-14 08:00:00,20.370001000000002,15.67,2.49,5537.0039,2923.96,2901.654725000003,5558.632924999998
2015-06-14 09:00:00,20.370001000000002,15.67,2.49,5634.334,2909.0901,2908.0760000000028,5569.447149999998
2015-06-14 10:00:00,20.379998999999998,15.67,2.49,5520.7822,2921.2561,2915.173050000003,5574.854499999999
2015-06-14 11:00:00,20.370001000000002,15.66,2.49,5591.0771,2922.6079,2919.2285250000027,5570.799299999999
2015-06-14 12:00:00,20.370001000000002,15.68,20.66,5726.2568,2905.0339,2914.497000000003,5618.112524999999
2015-06-14 13:00:00,20.360001,15.69,20.66,5616.2168,2889.1890000000003,2909.5217250000032,5613.583224999999
2015-06-14 14:00:00,20.33,15.72,20.66,5567.5679,2906.7571,2905.896975000003,5625.279649999999
2015-06-14 15:00:00,20.33,15.77,20.66,5481.081999999999,2921.6221,2905.6505250000027,5597.780874999999
2015-06-14 16:00:00,20.299999,15.81,20.66,5513.5142,2898.6489,2904.0542750000027,5544.595224999998
2015-06-14 17:00:00,20.34,16.059998999999998,20.66,5195.1699,2903.0249,2907.5132500000027,5439.333499999999
2015-06-14 18:00:00,20.280001000000002,16.059998999999998,20.66,5564.04,2886.1089,2902.351200000003,5438.451524999999
2015-06-14 19:00:00,20.309998999999998,16.08,20.66,5488.0419999999995,2899.4709,2896.8134000000027,5440.191524999999
2015-06-14 20:00:00,20.309998999999998,16.110001,20.66,5596.479,2925.3101,2903.478700000003,5460.932724999999
2015-06-14 21:00:00,20.290001,16.129998999999998,20.66,5720.8501,2915.8491,2906.6847500000026,5592.3527749999985
2015-06-14 22:00:00,20.280001000000002,16.15,20.66,5720.8501,2905.0339,2911.416000000003,5631.555299999998
2015-06-14 23:00:00,20.280001000000002,16.16,20.66,5920.9169999999995,2902.3311,2912.1310500000027,5739.774049999998
2015-06-15 00:00:00,20.290001,16.190001000000002,20.66,5920.9169999999995,2937.478,2915.1730250000023,5820.883549999999
2015-06-15 01:00:00,20.309998999999998,16.200001,20.66,5758.7002,2917.2009,2915.5109750000024,5830.346074999999
2015-06-15 02:00:00,20.280001000000002,16.219998999999998,20.66,5942.5459,2930.719,2921.932250000002,5885.770024999999
2015-06-15 03:00:00,20.280001000000002,16.219998999999998,20.66,6056.0981,2940.1809,2931.394700000002,5919.565299999998
2015-06-15 04:00:00,20.280001000000002,16.219998999999998,20.66,6077.7271,2925.312,2928.3532000000023,5958.767824999999
2015-06-15 05:00:00,20.280001000000002,16.200001,20.66,6153.4282,2923.96,2930.042975000002,6057.449825
2015-06-15 06:00:00,20.27,16.190001000000002,20.66,6218.3149,2911.7939,2925.311700000002,6126.392075
2015-06-15 07:00:00,20.27,16.17,20.66,6266.98,2915.8491,2919.228750000002,6179.11255
2015-06-15 08:00:00,20.27,16.15,20.66,6391.3462,2907.738,2914.835250000002,6257.517325
2015-06-15 09:00:00,20.280001000000002,16.139999,20.66,6288.6089,2922.6079,2914.497225000002,6291.3125
2015-06-15 10:00:00,20.26,16.129998999999998,20.66,6272.3872,2937.478,2920.9182500000015,6304.830575
2015-06-15 11:00:00,20.26,16.120001000000002,20.66,6239.9438,2928.0149,2923.9597000000017,6298.071525
2015-06-15 12:00:00,20.26,16.129998999999998,2.3,6179.729,2910.0959,2924.549175000002,6245.167225
2015-06-15 13:00:00,20.280001000000002,16.15,2.3,6178.3789,2924.325,2924.9784500000023,6217.609725
2015-06-15 14:00:00,20.27,16.18,2.3,6135.1362,2947.2981,2927.4334750000025,6183.296975
2015-06-15 15:00:00,20.24,16.23,2.3,6091.8931,2939.1890000000003,2930.2270000000026,6146.2843
2015-06-15 16:00:00,20.24,16.280001000000002,2.3,6043.2451,2940.5409999999997,2937.8382750000023,6112.163325
2015-06-15 17:00:00,20.219998999999998,16.34,2.3,6075.6768,2931.0811,2939.5273000000025,6086.487800000001
2015-06-15 18:00:00,20.24,16.4,2.3,5924.3252,2929.73,2935.1352750000024,6033.78505
2015-06-15 19:00:00,20.24,16.450001,2.3,5886.4868,2916.217,2929.3922750000024,5982.433475
2015-06-15 20:00:00,20.26,16.49,2.3,5929.73,2914.865,2922.9732750000026,5954.0547
2015-06-15 21:00:00,20.25,16.52,2.3,6060.2788,2947.696,2927.1270000000027,5950.205199999999
2015-06-15 22:00:00,20.280001000000002,16.530001000000002,2.3,6061.5049,2914.4971,2923.318775000003,5984.500125
2015-06-15 23:00:00,20.290001,16.549999,2.3,5926.3252,2922.6079,2924.916500000003,5994.459725
2015-06-16 00:00:00,20.309998999999998,16.549999,2.3,5910.103,2946.9409,2932.935475000003,5989.552975
2015-06-16 01:00:00,20.309998999999998,16.549999,2.3,5996.6191,2934.7739,2929.704950000003,5973.63805
2015-06-16 02:00:00,20.280001000000002,16.540001,2.3,6120.9849,2910.4419,2928.691150000003,5988.5080499999995
2015-06-16 03:00:00,20.280001000000002,16.530001000000002,2.3,6148.021,2944.2371,2934.098450000003,6043.932
2015-06-16 04:00:00,20.280001000000002,16.52,2.3,6115.5781,2945.5891,2933.7605000000035,6095.300775
2015-06-16 05:00:00,20.280001000000002,16.51,2.3,6093.9492,2929.3669,2932.4087500000032,6119.6332999999995
2015-06-16 06:00:00,20.280001000000002,16.49,2.3,6120.9849,2919.9041,2934.774300000003,6119.6332999999995
2015-06-16 07:00:00,20.26,16.469998999999998,2.3,6164.2432,2944.2371,2934.774300000003,6123.68885
2015-06-16 08:00:00,20.25,16.450001,2.3,6185.8721,2948.292,2935.450025000003,6141.26235
2015-06-16 09:00:00,20.280001000000002,16.450001,2.3,6104.7632,2913.1459999999997,2931.3948000000028,6143.9658500000005
2015-06-16 10:00:00,20.280001000000002,16.43,2.3,6007.4331,2953.699,2939.843525000003,6115.577900000001
2015-06-16 11:00:00,20.280001000000002,16.450001,2.3,6022.581999999999,2922.0869,2934.305975000003,6080.162600000001
2015-06-16 12:00:00,20.280001000000002,16.450001,0.19,5945.9468,2945.946,2933.719475000003,6020.181275000001
2015-06-16 13:00:00,20.280001000000002,16.469998999999998,0.19,5875.6758,2955.406,2944.284475000003,5962.909425000001
2015-06-16 14:00:00,20.27,16.5,0.19,6005.4058,2943.2439,2941.670700000003,5962.402600000001
2015-06-16 15:00:00,20.26,16.540001,0.19,5962.1631,2935.136,2944.932975000003,5947.297875000001
2015-06-16 16:00:00,20.27,16.58,0.19,5827.0269,2932.4331,2941.554750000003,5917.567900000002
2015-06-16 17:00:00,20.290001,16.620001000000002,0.19,5881.081999999999,2945.946,2939.189750000003,5918.919450000001
2015-06-16 18:00:00,20.299999,16.66,0.19,5848.6499,2939.1890000000003,2938.1760250000034,5879.730475000001
2015-06-16 19:00:00,20.32,16.690001000000002,0.19,5800.0,2922.9729,2935.1352500000035,5839.189700000001
2015-06-16 20:00:00,20.35,16.709999,0.19,5688.4058,2960.4590000000003,2942.1417250000036,5804.534425000001
2015-06-16 21:00:00,20.379998999999998,16.719998999999998,0.19,5699.2212,2929.3669,2937.9969500000034,5759.069225000001
2015-06-16 22:00:00,20.41,16.719998999999998,0.19,5715.4419,2929.3669,2935.5414250000035,5725.7672250000005
2015-06-16 23:00:00,20.42,16.690001000000002,0.19,5780.3291,2948.292,2941.8712000000032,5720.8495
2015-06-17 00:00:00,20.4,16.67,0.19,5949.0591,2956.9519,2940.994425000003,5786.012825
2015-06-17 01:00:00,20.4,16.639999,0.19,6269.1001,2938.4709,2943.2704250000033,5928.48255
2015-06-17 02:00:00,20.389999,16.6,0.19,6285.3271,2934.415,2944.5324500000033,6070.95385
2015-06-17 03:00:00,20.379998999999998,16.540001,0.19,6394.2021,2961.782,2947.9049500000033,6224.422100000001
2015-06-17 04:00:00,20.379998999999998,16.49,0.19,6573.2202,2945.7771,2945.111250000003,6380.462375000001
2015-06-17 05:00:00,20.379998999999998,16.42,0.19,6720.3159,2925.9351,2941.977300000003,6493.266325000001
2015-06-17 06:00:00,20.440001000000002,16.360001,0.19,6687.8521,2938.1101,2942.9010750000034,6593.897575000001
2015-06-17 07:00:00,20.49,16.290001,0.19,6232.835,2955.4570000000003,2941.319825000003,6553.5558
2015-06-17 08:00:00,20.5,16.219998999999998,0.19,6064.54,2953.8259,2943.3320250000033,6426.38575
2015-06-17 09:00:00,20.459999,16.16,0.19,6220.4580000000005,2930.3759999999997,2944.4422500000032,6301.421275000001
2015-06-17 10:00:00,20.459999,16.110001,0.19,6350.2378,2930.3589,2942.5044500000035,6217.0177
2015-06-17 11:00:00,20.49,16.07,0.19,6056.103,2925.3140000000003,2934.9687000000035,6172.8347
2015-06-17 12:00:00,20.459999,16.049999,2.87,6083.1392,2952.3501,2934.5997500000035,6177.4845000000005
2015-06-17 13:00:00,20.459999,16.040001,2.87,5996.6230000000005,2946.9419,2938.7412250000034,6121.525750000001
2015-06-17 14:00:00,20.440001000000002,16.040001,2.87,6120.9888,2919.906,2936.1280000000033,6064.213500000001
2015-06-17 15:00:00,20.43,16.040001,2.87,6120.9888,2948.2939,2941.8729750000034,6080.434950000001
2015-06-17 16:00:00,20.4,16.040001,2.87,6202.0981,2952.3501,2941.8729750000034,6110.174675
2015-06-17 17:00:00,20.370001000000002,16.049999,2.87,6429.2012,2936.1279,2939.1694750000033,6218.319225
2015-06-17 18:00:00,20.370001000000002,16.049999,2.87,6310.2422,2923.9619,2940.183450000003,6265.6325750000005
2015-06-17 19:00:00,20.370001000000002,16.049999,2.87,6283.2061,2923.9619,2934.100450000003,6306.186900000001
2015-06-17 20:00:00,20.34,16.049999,2.87,6353.5,2936.1279,2930.044900000003,6344.037375000001
2015-06-17 21:00:00,20.34,16.040001,2.87,6418.6079,2936.2290000000003,2930.0701750000035,6341.389050000001
2015-06-17 22:00:00,20.34,16.040001,2.87,6425.3618,2923.323,2929.9104500000035,6370.16895
2015-06-17 23:00:00,20.33,16.030001000000002,2.87,6620.688,2922.2439,2929.4809500000033,6454.539425
2015-06-18 00:00:00,20.309998999999998,16.0,2.87,6788.3701,2942.5281,2931.0810000000033,6563.25695
2015-06-18 01:00:00,20.290001,15.98,2.87,6885.7319,2958.7549,2936.712475000003,6680.037950000001
2015-06-18 02:00:00,20.290001,15.95,2.87,6853.2778,2934.415,2939.485475000003,6787.016950000001
2015-06-18 03:00:00,20.290001,15.93,2.87,6766.7329,2920.8921,2939.1475250000035,6823.528175000001
2015-06-18 04:00:00,20.290001,15.91,2.87,6755.915,2942.5281,2939.1475250000035,6815.4144000000015
2015-06-18 05:00:00,20.27,15.88,2.87,6761.3242,2945.2329,2935.7670250000037,6784.312475000002
2015-06-18 06:00:00,20.290001,15.87,2.87,6799.187,2916.835,2931.3720250000033,6770.789775000002
2015-06-18 07:00:00,20.290001,15.83,2.87,6739.688,2943.8799,2937.118975000003,6764.028550000002
2015-06-18 08:00:00,20.290001,15.82,2.87,6696.415,2938.4709,2936.104675000003,6749.153550000001
2015-06-18 09:00:00,20.290001,15.79,2.87,6663.9609,2912.7781,2927.9909750000033,6724.812725000001
2015-06-18 10:00:00,20.290001,15.78,2.87,6653.1431,2937.1189,2933.061950000003,6688.3017500000005
2015-06-18 11:00:00,20.280001000000002,15.76,2.87,6576.9858,2951.801,2935.042225000003,6647.626200000001
2015-06-18 12:00:00,20.280001000000002,15.74,38.11,6596.896,2946.9741,2937.1680250000027,6622.746450000001
2015-06-18 13:00:00,20.280001000000002,15.74,38.11,6418.3872,2949.6459999999997,2946.385000000003,6561.353025
2015-06-18 14:00:00,20.26,15.74,38.11,6310.2422,2945.5911,2948.503050000003,6475.6278
2015-06-18 15:00:00,20.26,15.76,38.11,6054.4169999999995,2912.3369,2938.637025000003,6344.9856
2015-06-18 16:00:00,20.16,16.200001,38.11,6110.124,2957.7329,2941.3267250000035,6223.2926
2015-06-18 17:00:00,20.17,16.129998999999998,38.11,6210.8242,2910.8169,2931.619450000004,6171.401849999999
2015-06-18 18:00:00,20.17,16.139999,38.11,6183.7852,2945.946,2931.708175000004,6139.7876
2015-06-18 19:00:00,20.190001000000002,16.18,38.11,6005.875,2927.2561,2935.437975000004,6127.652099999999
2015-06-18 20:00:00,20.190001000000002,16.209999,38.11,5839.4229,2946.7461,2932.6912750000038,6059.976824999999
2015-06-18 21:00:00,20.219998999999998,16.25,38.11,5785.7358,2926.6641,2936.653075000004,5953.704724999999
2015-06-18 22:00:00,20.25,16.27,38.11,5807.3652,2957.7549,2939.605300000004,5859.599724999998
2015-06-18 23:00:00,20.030001000000002,16.74,38.11,6450.8262,2953.699,2946.216025000004,5970.837524999998
2015-06-19 00:00:00,20.059998999999998,16.66,38.11,6915.9609,2940.23,2944.5870000000036,6239.972024999999
2015-06-19 01:00:00,20.07,16.610001,38.11,7058.2842,2949.0640000000003,2950.1869750000037,6558.109124999999
2015-06-19 02:00:00,20.07,16.58,38.11,7165.8892,2943.4221,2946.6037750000037,6897.740124999998
2015-06-19 03:00:00,20.07,16.559998999999998,38.11,7172.0181,2943.719,2944.1087750000033,7078.038099999999
2015-06-19 04:00:00,20.07,16.540001,38.11,7242.73,2942.5281,2944.6833000000033,7159.730374999999
2015-06-19 05:00:00,20.08,16.51,38.11,7177.7139,2942.4839,2943.038275000003,7189.587799999999
2015-06-19 06:00:00,20.08,16.49,38.11,7280.5942,2945.2329,2943.4909750000033,7218.26405
2015-06-19 07:00:00,20.110001,16.459999,38.11,7372.5469,2947.937,2944.5454750000035,7268.39625
2015-06-19 08:00:00,20.110001,16.43,38.11,7194.0479,2964.1641,2949.9544750000036,7256.225724999999
2015-06-19 09:00:00,20.129998999999998,16.4,38.11,7248.1392,2956.051,2953.3462500000032,7273.83205
2015-06-19 10:00:00,20.120001000000002,16.370001000000002,38.11,7171.4912,2958.375,2956.6317750000035,7246.5563
2015-06-19 11:00:00,20.129998999999998,16.35,38.11,7137.5488,2941.5349,2955.0312500000036,7187.806774999999
2015-06-19 12:00:00,20.16,16.35,0.2,6818.522,2979.386,2958.8367250000038,7093.925299999999
2015-06-19 13:00:00,20.129998999999998,16.360001,0.2,6740.729,2943.3259,2955.655450000004,6967.072749999999
2015-06-19 14:00:00,20.110001,16.379998999999998,0.2,6837.8379,2941.8921,2951.534725000004,6883.659424999999
2015-06-19 15:00:00,20.120001000000002,16.42,0.2,6600.0,2981.0811,2961.421275000004,6749.272224999998
2015-06-19 16:00:00,20.09,16.459999,0.2,6713.5142,2964.865,2957.7910250000036,6723.020274999998
2015-06-19 17:00:00,20.120001000000002,16.5,0.2,6637.8379,2963.5139,2962.8380250000037,6697.297499999999
2015-06-19 18:00:00,20.129998999999998,16.549999,0.2,6637.8379,2958.1079,2966.891975000003,6647.297499999999
2015-06-19 19:00:00,20.129998999999998,16.6,0.2,6600.0,2993.2439,2969.932675000003,6647.297499999999
2015-06-19 20:00:00,20.16,16.620001000000002,0.2,6483.2031,2957.7251,2968.147700000003,6589.719724999999
2015-06-19 21:00:00,20.18,16.66,0.2,6380.5322,2995.6059999999998,2976.170725000003,6525.3933
2015-06-19 22:00:00,20.16,16.66,0.2,6461.6411,2978.032,2981.1517500000036,6481.3441
2015-06-19 23:00:00,20.16,16.66,0.2,6645.4858,2959.1069,2972.617500000004,6492.715550000001
2015-06-20 00:00:00,20.129998999999998,16.639999,0.2,6872.5898,2963.1621,2973.976750000004,6590.0622250000015
2015-06-20 01:00:00,20.129998999999998,16.620001000000002,0.2,6921.2549,2950.9961,2962.824275000004,6725.242900000001
2015-06-20 02:00:00,20.129998999999998,16.610001,0.2,7034.9058,2964.5559,2959.4552500000036,6868.559075000001
2015-06-20 03:00:00,20.129998999999998,16.59,0.2,7236.5752,2954.3940000000002,2958.2770250000035,7016.331425
2015-06-20 04:00:00,20.110001,16.549999,0.2,7199.4580000000005,2972.2781,2960.5560250000035,7098.048475
2015-06-20 05:00:00,20.110001,16.530001000000002,0.2,7356.3208,2979.0391,2967.5667750000034,7206.81495
2015-06-20 06:00:00,20.09,16.48,0.2,7545.6372,2995.2661,2975.2443250000033,7334.497799999999
2015-06-20 07:00:00,20.08,16.459999,0.2,7588.9102,2981.7439,2982.081800000003,7422.581549999999
2015-06-20 08:00:00,20.049999,16.41,0.2,7864.772,2966.8689,2980.729500000003,7588.910049999999
2015-06-20 09:00:00,20.049999,16.370001000000002,0.2,8146.043000000001,3003.3799,2986.814700000003,7786.340599999998
2015-06-20 10:00:00,20.110001,16.33,0.2,7843.1362,2972.2781,2981.0677000000032,7860.715349999998
2015-06-20 11:00:00,20.1,16.299999,0.2,7483.7432,2986.197,2982.1809750000034,7834.423599999998
2015-06-20 12:00:00,20.07,16.280001000000002,14.9,7629.6069,2986.145,2987.0000000000036,7775.632324999998
2015-06-20 13:00:00,20.07,16.27,14.9,7537.6851,2984.7929999999997,2982.3532750000036,7623.542849999997
2015-06-20 14:00:00,20.07,16.27,14.9,7343.0239,2973.9790000000003,2982.778500000004,7498.514774999998
2015-06-20 15:00:00,20.07,16.27,14.9,7251.1011,2952.3501,2974.316775000004,7440.354249999998
2015-06-20 16:00:00,20.07,16.280001000000002,14.9,6996.9609,3003.719,2978.710275000004,7282.192749999998
2015-06-20 17:00:00,20.040001,16.299999,14.9,6861.7798,2949.6459999999997,2969.9235250000042,7113.216425
2015-06-20 18:00:00,20.040001,16.309998999999998,14.9,6791.4858,2998.3109999999997,2976.0065250000043,6975.331899999999
2015-06-20 19:00:00,20.040001,16.34,14.9,6737.4141,2950.998,2975.6685000000043,6846.91015
2015-06-20 20:00:00,20.01,16.35,14.9,6494.0879,3001.0149,2974.9924750000046,6721.1919
2015-06-20 21:00:00,20.030001000000002,16.370001000000002,14.9,6504.9028,2971.2749,2980.3997000000045,6631.972650000001
