TIMESTAMP,WP1(10cm),WP2(30cm),TempMPS1(10cm),TempMPS2(30cm),VWC1(10cm),VWC2(30cm),VWC3(60cm),VWC4(80cm),EC1(10cm),EC2(30cm),EC3(60cm),EC4(80cm),Temp5TE1(10cm),Temp5TE2(30cm),Temp5TE3(60cm),Temp5TE4(80cm)
MST,kPa,kPa,degC,degC,m3/m3,m3/m3,m3/m3,m3/m3,dS/m,dS/m,dS/m,dS/m,degC,degC,degC,degC
11/21/2014 16:00,-10.3,-11,6.2,5.5,0.084,0.113,0.046,0.055,0,0,0,0,4.5,5.3,5.1,6.6
11/21/2014 16:15,-9.9,-12.3,5.8,5.4,0.084,0.114,0.046,0.055,0,0,0,0,4.5,5.3,5.2,6.6
11/21/2014 16:30,-11.8,-13.9,5.7,5.3,0.085,0.114,0.047,0.056,0,0,0,0,4.5,5.4,5.2,6.6
11/21/2014 16:45,-14.1,-15.6,5.6,5.3,0.085,0.114,0.047,0.056,0,0,0,0,4.6,5.4,5.2,6.7
11/21/2014 17:00,-15.6,-17.5,5.5,5.3,0.085,0.114,0.047,0.056,0,0,0,0,4.5,5.5,5.3,6.7
11/21/2014 17:15,-16.5,-19,5.5,5.3,0.085,0.115,0.047,0.056,0,0,0,0,4.6,5.5,5.3,6.7
11/21/2014 17:30,-17.3,-19.9,5.5,5.3,0.084,0.114,0.047,0.056,0,0,0,0,4.6,5.5,5.4,6.7
11/21/2014 17:45,-17.9,-20.3,5.5,5.3,0.085,0.115,0.047,0.056,0,0,0,0,4.6,5.5,5.4,6.7
11/21/2014 18:00,-18.4,-20.6,5.5,5.4,0.085,0.114,0.047,0.056,0,0,0,0,4.6,5.6,5.4,6.7
11/21/2014 18:15,-18.9,-20.8,5.5,5.4,0.085,0.115,0.047,0.056,0,0,0,0,4.6,5.6,5.5,6.7
11/21/2014 18:30,-19.4,-21,5.5,5.4,0.085,0.114,0.047,0.056,0,0,0,0,4.5,5.6,5.5,6.8
11/21/2014 18:45,-19.8,-21.3,5.5,5.4,0.085,0.115,0.048,0.057,0,0,0,0,4.6,5.6,5.5,6.8
11/21/2014 19:00,-20.1,-21.6,5.5,5.4,0.085,0.115,0.048,0.057,0,0,0,0,4.6,5.7,5.5,6.8
11/21/2014 19:15,-20.3,-21.9,5.4,5.4,0.085,0.115,0.048,0.057,0,0,0,0,4.5,5.7,5.6,6.8
11/21/2014 19:30,-20.6,-22.3,5.4,5.4,0.085,0.115,0.048,0.057,0,0,0,0,4.5,5.7,5.6,6.8
11/21/2014 19:45,-20.8,-22.6,5.4,5.4,0.085,0.115,0.048,0.057,0,0,0,0,4.5,5.7,5.6,6.8
11/21/2014 20:00,-21.1,-22.9,5.4,5.4,0.084,0.115,0.048,0.057,0,0,0,0,4.5,5.7,5.6,6.8
11/21/2014 20:15,-21.3,-23.3,5.4,5.4,0.085,0.115,0.048,0.057,0,0,0,0,4.5,5.7,5.6,6.8
11/21/2014 20:30,-21.4,-23.6,5.4,5.5,0.085,0.115,0.048,0.057,0,0,0,0,4.5,5.7,5.7,6.9
