TIMESTAMP,TempSO1(10cm),TempSO2(30cm),TempSO3(60cm),TempSO4(100cm),O2soil1(10cm),O2soil2(30cm),O2soil3(60cm),O2soil4(100cm),CO2soil1(10cm),CO2soil2(30cm),CO2soil3(60cm),CO2soil4(100cm)
MST,degC,degC,degC,degC,%,%,%,%,ppm,ppm,ppm,ppm
1/1/2015 0:00,1.177,2.375,3.723,4.843,20.166,19.308,19.337,1.941,1964.81,3566.796,1813.754,853.435
1/1/2015 0:15,1.175,2.374,3.722,4.839,20.159,19.287,19.339,1.942,1967.279,3573.459,1833.401,865.439
1/1/2015 0:30,1.177,2.377,3.725,4.84,20.159,19.287,19.339,1.942,1971.951,3577.161,1852.703,841.279
1/1/2015 0:45,1.179,2.379,3.728,4.842,20.153,19.289,19.325,1.942,1968.422,3573.174,1854.985,852.959
1/1/2015 1:00,1.18,2.38,3.728,4.842,20.17,19.29,19.325,1.942,1980.329,3565.211,1846.15,847.258
1/1/2015 1:15,1.181,2.38,3.728,4.842,20.171,19.29,19.325,1.942,1976.283,3565.165,1861.818,850.81
1/1/2015 1:30,1.182,2.38,3.728,4.838,20.172,19.291,19.335,1.942,1983.224,3563.493,1878.03,851.187
1/1/2015 1:45,1.181,2.378,3.726,4.831,20.174,19.293,19.34,1.943,1985.134,3574.224,1860.575,856.643
1/1/2015 2:00,1.18,2.373,3.719,4.832,20.174,19.294,19.346,1.943,1993.226,3585.134,1875.485,857.552
1/1/2015 2:15,1.183,2.373,3.722,4.835,20.174,19.295,19.346,1.943,2002.864,3597.226,1871.485,856.461
1/1/2015 2:30,1.185,2.371,3.723,4.829,20.175,19.295,19.346,1.943,2011.41,3610.046,1884.577,851.006
1/1/2015 2:45,1.184,2.366,3.723,4.827,20.177,19.297,19.349,1.943,2016.138,3636.685,1901.307,873.554
1/1/2015 3:00,1.186,2.364,3.717,4.827,20.177,19.297,19.349,1.943,2027.23,3650.869,1904.398,850.278
1/1/2015 3:15,1.188,2.364,3.713,4.827,20.177,19.297,19.35,1.943,2030.321,3660.688,1922.218,855.733
1/1/2015 3:30,1.191,2.365,3.713,4.828,20.177,19.297,19.35,1.943,2031.685,3666.507,1937.129,869.008
1/1/2015 3:45,1.193,2.365,3.713,4.828,20.177,19.297,19.35,1.943,2042.141,3667.416,1927.128,872.099
1/1/2015 4:00,1.194,2.365,3.713,4.828,20.177,19.297,19.35,1.943,2041.323,3669.234,1929.855,879.918
1/1/2015 4:15,1.194,2.365,3.713,4.828,20.177,19.297,19.35,1.943,2049.687,3672.235,1951.494,872.281
1/1/2015 4:30,1.195,2.366,3.714,4.828,20.176,19.297,19.35,1.943,2050.051,3683.872,1942.402,859.552
1/1/2015 4:45,1.195,2.365,3.714,4.828,20.176,19.297,19.35,1.943,2053.96,3683.145,1965.677,881.555
1/1/2015 5:00,1.194,2.365,3.713,4.827,20.177,19.297,19.35,1.943,2059.597,3704.42,1959.495,877.009
1/1/2015 5:15,1.195,2.365,3.714,4.826,20.177,19.297,19.35,1.943,2066.325,3705.784,1974.77,876.099
1/1/2015 5:30,1.195,2.365,3.714,4.825,20.194,19.297,19.35,1.944,2066.416,3725.059,1975.315,893.01
1/1/2015 5:45,1.194,2.365,3.713,4.821,20.215,19.297,19.35,1.944,2069.78,3730.332,1965.132,872.645
1/1/2015 6:00,1.194,2.365,3.713,4.819,20.215,19.309,19.35,1.944,2070.053,3740.606,1971.678,886.282
1/1/2015 6:15,1.194,2.364,3.712,4.817,20.216,19.324,19.367,1.944,2067.78,3748.698,1986.589,893.92
1/1/2015 6:30,1.195,2.364,3.711,4.817,20.216,19.332,19.37,1.944,2071.508,3757.608,1999.318,901.557
1/1/2015 6:45,1.2,2.365,3.707,4.816,20.216,19.337,19.37,1.944,2074.144,3764.245,2007.5,891.192
1/1/2015 7:00,1.204,2.364,3.706,4.816,20.23,19.337,19.37,1.944,2074.326,3775.246,1993.317,899.193
1/1/2015 7:15,1.203,2.364,3.704,4.816,20.235,19.337,19.373,1.944,2078.509,3781.338,1997.681,898.466
1/1/2015 7:30,1.202,2.364,3.703,4.814,20.25,19.337,19.389,1.944,2074.599,3802.068,2017.138,907.921
1/1/2015 7:45,1.202,2.364,3.702,4.81,20.253,19.336,19.388,1.944,2076.145,3804.886,2024.957,908.467
1/1/2015 8:00,1.204,2.364,3.702,4.807,20.253,19.336,19.388,1.944,2084.327,3814.615,2011.319,923.014
1/1/2015 8:15,1.204,2.364,3.702,4.806,20.251,19.334,19.387,1.944,2077.054,3818.797,2005.5,910.285
1/1/2015 8:30,1.204,2.364,3.702,4.806,20.251,19.334,19.387,1.944,2082.964,3809.25,2029.139,933.56
1/1/2015 8:45,1.207,2.363,3.701,4.804,20.255,19.338,19.396,1.944,2085.6,3814.706,2026.775,913.013
1/1/2015 9:00,1.209,2.359,3.697,4.802,20.251,19.353,19.407,1.944,2091.146,3811.432,2044.414,916.649
1/1/2015 9:15,1.209,2.358,3.698,4.805,20.251,19.355,19.406,1.944,2085.6,3814.069,2056.052,934.106
1/1/2015 9:30,1.209,2.359,3.705,4.809,20.248,19.366,19.404,1.944,2092.501,3814.416,2052.224,927.556
1/1/2015 9:45,1.208,2.362,3.704,4.809,20.248,19.368,19.416,1.943,2091.665,3816.464,2056.669,920.984
1/1/2015 10:00,1.204,2.363,3.7,4.808,20.281,19.367,19.42,1.943,2091.356,3815.793,2054.637,940.52
1/1/2015 10:15,1.205,2.363,3.7,4.805,20.283,19.366,19.419,1.943,2094.161,3829.858,2069.894,928.698
1/1/2015 10:30,1.212,2.363,3.699,4.807,20.282,19.366,19.418,1.943,2088.162,3825.949,2068.439,931.061
1/1/2015 10:45,1.216,2.367,3.698,4.81,20.279,19.363,19.417,1.943,2089.972,3837.129,2080.156,949.013
1/1/2015 11:00,1.219,2.368,3.694,4.807,20.279,19.363,19.417,1.943,2086.813,3833.896,2102.169,938.962
1/1/2015 11:15,1.218,2.366,3.692,4.806,20.278,19.362,19.416,1.943,2077.278,3826.106,2084.819,946.555
1/1/2015 11:30,1.215,2.364,3.69,4.803,20.276,19.36,19.414,1.943,2086.27,3830.915,2089.904,956.729
1/1/2015 11:45,1.214,2.361,3.688,4.801,20.276,19.36,19.413,1.943,2085.634,3826.19,2096.627,940.375
1/1/2015 12:00,1.221,2.361,3.689,4.8,20.305,19.359,19.413,1.943,2086.906,3820.648,2079.365,954.185
1/1/2015 12:15,1.227,2.364,3.694,4.8,20.314,19.358,19.411,1.942,2093.811,3811.199,2099.535,952.913
1/1/2015 12:30,1.235,2.378,3.705,4.801,20.311,19.356,19.409,1.942,2092.527,3812.921,2089.438,962.315
1/1/2015 12:45,1.246,2.383,3.708,4.807,20.299,19.355,19.409,1.939,2088.007,3802.09,2101.451,947.706
1/1/2015 13:00,1.257,2.391,3.708,4.811,20.273,19.355,19.409,1.938,2091.003,3798.323,2098.089,958.665
1/1/2015 13:15,1.257,2.39,3.707,4.81,20.269,19.355,19.409,1.933,2094.977,3798.372,2096.067,954.475
1/1/2015 13:30,1.255,2.384,3.708,4.808,20.269,19.355,19.409,1.932,2093.151,3788.563,2081.979,968.054
1/1/2015 13:45,1.256,2.383,3.707,4.801,20.269,19.355,19.404,1.929,2096.586,3777.979,2094.77,955.009
1/1/2015 14:00,1.255,2.383,3.699,4.8,20.269,19.355,19.39,1.929,2098.132,3776.147,2111.394,967.768
1/1/2015 14:15,1.251,2.379,3.697,4.8,20.27,19.356,19.39,1.926,2093.16,3780.334,2115.78,983.125
1/1/2015 14:30,1.246,2.372,3.697,4.8,20.254,19.356,19.39,1.924,2091.757,3768.869,2115.196,987.916
1/1/2015 14:45,1.245,2.369,3.695,4.799,20.231,19.355,19.39,1.923,2089.382,3761.923,2110.369,975.233
1/1/2015 15:00,1.245,2.362,3.686,4.792,20.231,19.35,19.391,1.923,2089.264,3757.132,2124.062,987.619
1/1/2015 15:15,1.245,2.361,3.686,4.789,20.233,19.34,19.392,1.924,2089.54,3751.958,2140.056,982.533
1/1/2015 15:30,1.245,2.361,3.686,4.788,20.234,19.348,19.394,1.924,2084.542,3751.595,2119.341,984.168
1/1/2015 15:45,1.246,2.361,3.687,4.782,20.234,19.346,19.394,1.923,2083.18,3756.32,2118.251,980.715
1/1/2015 16:00,1.248,2.365,3.686,4.783,20.236,19.345,19.395,1.922,2081.908,3751.595,2132.243,984.531
1/1/2015 16:15,1.242,2.366,3.682,4.785,20.238,19.344,19.388,1.921,2087.359,3756.774,2130.607,974.719
1/1/2015 16:30,1.241,2.358,3.682,4.785,20.238,19.344,19.378,1.914,2084.066,3757.533,2142.307,989.107
1/1/2015 16:45,1.243,2.359,3.679,4.788,20.238,19.344,19.378,1.909,2080.826,3755.156,2149.438,999.109
1/1/2015 17:00,1.246,2.357,3.677,4.786,20.238,19.331,19.378,1.905,2080.919,3761.668,2126.907,985.383
1/1/2015 17:15,1.246,2.352,3.678,4.781,20.24,19.334,19.38,1.906,2083.886,3764.046,2154.234,989.591
1/1/2015 17:30,1.246,2.352,3.678,4.781,20.241,19.34,19.381,1.905,2079.345,3763.871,2128.425,997.409
1/1/2015 17:45,1.247,2.353,3.679,4.777,20.241,19.328,19.381,1.906,2076.618,3785.866,2145.694,995.41
1/1/2015 18:00,1.249,2.355,3.681,4.773,20.241,19.328,19.383,1.906,2077.345,3796.045,2159.509,985.412
1/1/2015 18:15,1.252,2.357,3.684,4.776,20.241,19.328,19.381,1.906,2074.904,3809.247,2159.521,983.419
1/1/2015 18:30,1.252,2.358,3.684,4.777,20.243,19.329,19.383,1.906,2077.002,3804.065,2180.348,995.463
1/1/2015 18:45,1.253,2.358,3.684,4.777,20.244,19.331,19.384,1.906,2075.458,3815.413,2167.354,1004.051
1/1/2015 19:00,1.253,2.358,3.682,4.777,20.244,19.331,19.386,1.906,2074.068,3805.518,2157.518,1012.49
1/1/2015 19:15,1.253,2.358,3.679,4.777,20.244,19.331,19.4,1.906,2075.699,3812.054,2169.511,998.306
1/1/2015 19:30,1.252,2.358,3.678,4.776,20.244,19.333,19.404,1.906,2073.407,3812.867,2156.577,1009.299
1/1/2015 19:45,1.251,2.357,3.677,4.775,20.243,19.335,19.403,1.906,2073.387,3810.844,2172.639,1014.153
1/1/2015 20:00,1.25,2.355,3.675,4.773,20.241,19.335,19.401,1.906,2069.715,3810.413,2172.237,1012.317
1/1/2015 20:15,1.248,2.354,3.674,4.772,20.241,19.346,19.401,1.906,2068.985,3816.951,2186.049,1007.589
1/1/2015 20:30,1.247,2.352,3.672,4.77,20.241,19.348,19.401,1.906,2069.893,3809.589,2174.96,998.137
1/1/2015 20:45,1.247,2.352,3.672,4.77,20.241,19.348,19.401,1.906,2077.255,3808.862,2209.316,1021.223
1/1/2015 21:00,1.25,2.352,3.671,4.77,20.241,19.347,19.401,1.906,2073.165,3810.407,2197.137,1000.318
1/1/2015 21:15,1.254,2.352,3.671,4.77,20.239,19.346,19.4,1.906,2070.075,3800.864,2206.044,1018.859
1/1/2015 21:30,1.257,2.352,3.668,4.77,20.239,19.346,19.4,1.906,2072.166,3797.319,2185.503,1027.221
1/1/2015 21:45,1.257,2.352,3.668,4.77,20.238,19.346,19.399,1.906,2075.529,3796.228,2196.047,1019.587
1/1/2015 22:00,1.257,2.352,3.667,4.77,20.238,19.346,19.4,1.906,2081.891,3795.32,2186.049,1019.405
