TIMESTAMP,WP1(10cm),WP2(30cm),TempMPS1(10cm),TempMPS2(30cm),VWC1(10cm),VWC2(30cm),VWC3(60cm),VWC4(100cm),EC1(10cm),EC2(30cm),EC3(60cm),EC4(100cm),Temp5TE1(10cm),Temp5TE2(30cm),Temp5TE3(60cm),Temp5TE4(100cm)
MST,kPa,kPa,degC,degC,m3/m3,m3/m3,m3/m3,m3/m3,dS/m,dS/m,dS/m,dS/m,degC,degC,degC,degC
12/2/2014 15:15,-15,-9.8,8.5,7.6,0.071,0.098,0.092,0.050,0,0,0.01,0,7.4,7.2,7.5,6.8
12/2/2014 15:30,-18.8,-9.9,8,7,0.071,0.098,0.092,0.049,0,0,0.01,0,7.2,6.8,6.9,6.8
12/2/2014 15:45,-17.4,-10,7.6,6.6,0.071,0.097,0.091,0.049,0,0,0.01,0,7.1,6.7,6.7,6.6
12/2/2014 16:00,-17.5,-10.2,7.4,6.5,0.071,0.098,0.091,0.050,0,0,0.02,0,7.1,6.6,6.8,6.4
12/2/2014 16:15,-18.3,-10.3,7.3,6.4,0.072,0.097,0.090,0.049,0,0,0.01,0,7.1,6.6,6.7,6.5
12/2/2014 16:30,-19,-10.5,7.2,6.4,0.072,0.097,0.090,0.049,0,0,0.01,0,7.1,6.6,6.6,6.5
12/2/2014 16:45,-19.7,-10.7,7,6.3,0.072,0.097,0.089,0.050,0,0,0.01,0,7,6.5,6.5,6.4
12/2/2014 17:00,-21,-10.9,7,6.3,0.072,0.097,0.089,0.049,0,0,0.02,0,6.9,6.4,6.5,6.6
12/2/2014 17:15,-22.2,-11.3,6.9,6.2,0.073,0.097,0.089,0.050,0,0,0.02,0,6.9,6.4,6.5,6.6
12/2/2014 17:30,-23.7,-11.7,6.9,6.2,0.073,0.097,0.089,0.049,0,0,0.02,0,6.9,6.4,6.5,6.5
12/2/2014 17:45,-24.9,-12.1,6.8,6.2,0.072,0.097,0.089,0.050,0,0,0.01,0,6.9,6.4,6.5,6.4
12/2/2014 18:00,-26.2,-12.7,6.8,6.2,0.072,0.096,0.089,0.050,0,0,0.02,0,6.9,6.4,6.5,6.6
12/2/2014 18:15,-27.3,-13.3,6.8,6.2,0.072,0.097,0.089,0.050,0,0,0.02,0,6.8,6.4,6.5,6.4
12/2/2014 18:30,-28.3,-14,6.7,6.2,0.073,0.096,0.089,0.050,0,0,0.01,0,6.8,6.4,6.4,6.5
12/2/2014 18:45,-29.4,-14.6,6.7,6.2,0.073,0.096,0.089,0.050,0,0,0.01,0,6.8,6.4,6.4,6.6
12/2/2014 19:00,-30.3,-15.2,6.6,6.2,0.074,0.096,0.089,0.051,0,0,0.02,0,6.7,6.4,6.4,6.4
12/2/2014 19:15,-31.5,-15.9,6.6,6.2,0.074,0.096,0.089,0.051,0,0,0.01,0,6.7,6.4,6.5,6.4
12/2/2014 19:30,-32.3,-16.5,6.6,6.2,0.074,0.096,0.088,0.050,0,0,0.02,0,6.8,6.4,6.5,6.4
12/2/2014 19:45,-33.4,-17.2,6.6,6.3,0.075,0.096,0.087,0.050,0,0,0.01,0,6.8,6.5,6.5,6.5
12/2/2014 20:00,-34.2,-17.8,6.6,6.3,0.075,0.096,0.086,0.050,0,0,0.01,0,6.8,6.5,6.6,6.6
12/2/2014 20:15,-34.9,-18.7,6.7,6.3,0.076,0.096,0.086,0.050,0,0,0.01,0,6.7,6.5,6.7,6.5
12/2/2014 20:30,-35.6,-19.5,6.7,6.3,0.076,0.096,0.086,0.051,0,0,0.01,0,6.7,6.6,6.7,6.7
12/2/2014 20:45,-36.5,-20.4,6.7,6.4,0.075,0.096,0.086,0.051,0,0,0.01,0,6.7,6.6,6.7,6.6
12/2/2014 21:00,-37.4,-21.3,6.7,6.4,0.076,0.096,0.086,0.051,0,0,0.01,0,6.7,6.6,6.7,6.6
12/2/2014 21:15,-38.6,-22,6.7,6.4,0.075,0.095,0.086,0.051,0,0,0.02,0,6.7,6.6,6.7,6.6
12/2/2014 21:30,-39.5,-22.5,6.7,6.4,0.076,0.095,0.086,0.051,0,0,0.02,0,6.7,6.6,6.7,6.6
12/2/2014 21:45,-40.1,-22.8,6.7,6.4,0.076,0.095,0.086,0.051,0,0,0.02,0,6.7,6.6,6.7,6.5
12/2/2014 22:00,-40.4,-23,6.7,6.4,0.076,0.095,0.086,0.051,0,0,0.02,0,6.7,6.7,6.7,6.6
12/2/2014 22:15,-40.8,-23,6.6,6.4,0.075,0.095,0.086,0.051,0,0,0.02,0,6.7,6.6,6.7,6.6
12/2/2014 22:30,-40.9,-23,6.6,6.4,0.075,0.096,0.086,0.050,0,0,0.02,0,6.7,6.6,6.7,6.6
12/2/2014 22:45,-41.2,-23,6.6,6.4,0.075,0.096,0.086,0.051,0,0,0.01,0,6.7,6.6,6.7,6.7
12/2/2014 23:00,-41.7,-23,6.6,6.4,0.075,0.096,0.087,0.051,0,0,0.02,0,6.7,6.6,6.7,6.6
12/2/2014 23:15,-42,-23.1,6.6,6.4,0.075,0.096,0.087,0.051,0,0,0.02,0,6.6,6.6,6.7,6.7
12/2/2014 23:30,-42.1,-23.3,6.6,6.4,0.075,0.096,0.087,0.051,0,0,0.02,0,6.7,6.6,6.7,6.8
12/2/2014 23:45,-42.3,-23.4,6.6,6.4,0.075,0.096,0.087,0.051,0,0,0.02,0,6.6,6.6,6.7,6.7
12/3/2014 0:00,-42.6,-23.8,6.6,6.4,0.075,0.096,0.086,0.051,0,0,0.01,0,6.6,6.7,6.7,6.7
12/3/2014 0:15,-42.9,-24.1,6.6,6.4,0.075,0.096,0.086,0.051,0,0,0.02,0,6.6,6.6,6.7,6.7
12/3/2014 0:30,-43.1,-24.4,6.6,6.4,0.074,0.096,0.086,0.051,0,0,0.02,0,6.6,6.6,6.7,6.7
12/3/2014 0:45,-43.4,-24.7,6.5,6.4,0.074,0.096,0.086,0.051,0,0,0.02,0,6.6,6.6,6.7,6.7
12/3/2014 1:00,-43.6,-25,6.5,6.4,0.075,0.096,0.086,0.051,0,0,0.02,0,6.6,6.6,6.7,6.8
12/3/2014 1:15,-43.8,-25.3,6.5,6.4,0.074,0.096,0.086,0.051,0,0,0.02,0,6.6,6.6,6.7,6.6
12/3/2014 1:30,-44,-25.7,6.5,6.4,0.074,0.096,0.086,0.051,0,0,0.02,0,6.6,6.6,6.7,6.8
12/3/2014 1:45,-44.3,-26.2,6.5,6.4,0.074,0.096,0.086,0.051,0,0,0.02,0,6.6,6.6,6.7,6.6
12/3/2014 2:00,-44.5,-26.5,6.5,6.4,0.074,0.096,0.087,0.051,0,0,0.02,0,6.5,6.6,6.7,6.7
12/3/2014 2:15,-44.8,-27,6.4,6.4,0.074,0.096,0.087,0.051,0,0,0.02,0,6.5,6.6,6.7,6.8
12/3/2014 2:30,-45,-27.2,6.4,6.4,0.074,0.096,0.087,0.051,0,0,0.02,0,6.5,6.6,6.7,6.8
12/3/2014 2:45,-45.2,-27.7,6.4,6.4,0.074,0.096,0.087,0.051,0,0,0.02,0,6.5,6.6,6.7,6.8
12/3/2014 3:00,-45.4,-28.1,6.4,6.4,0.074,0.096,0.087,0.050,0,0,0.02,0,6.5,6.6,6.7,6.7
12/3/2014 3:15,-45.7,-28.5,6.4,6.4,0.074,0.096,0.087,0.051,0,0,0.02,0,6.4,6.6,6.7,6.8
12/3/2014 3:30,-45.9,-28.9,6.4,6.4,0.074,0.096,0.087,0.051,0,0,0.02,0,6.4,6.6,6.7,6.8
12/3/2014 3:45,-46.1,-29.3,6.4,6.4,0.074,0.096,0.087,0.050,0,0,0.02,0,6.5,6.6,6.7,6.8
12/3/2014 4:00,-46.3,-29.7,6.4,6.4,0.074,0.096,0.087,0.051,0,0,0.02,0,6.5,6.6,6.7,6.7
12/3/2014 4:15,-46.6,-30.1,6.4,6.4,0.074,0.096,0.087,0.051,0,0,0.02,0,6.5,6.6,6.7,6.7
12/3/2014 4:30,-46.8,-30.5,6.4,6.4,0.074,0.096,0.087,0.051,0,0,0.01,0,6.5,6.6,6.7,6.8
