TIMESTAMP,Temp_Avg(2cm),Temp_Avg(10cm),Temp_Avg(30cm),Temp_Avg(60cm),O2_Avg(2cm),O2_Avg(10cm),O2_Avg(30cm),O2_Avg(60cm),CO2_Avg(2cm),CO2_Avg(10cm),CO2_Avg(30cm),CO2_Avg(60cm)
MST,C,C,C,C,%,%,%,%,ppm,ppm,ppm,ppm
8/3/2013 17:15,18.343,15.47563,13.19467,13.20745,13.37598,13.16599,13.55018,12.2763,1652.115,2537.176,5470.669,5348.568
8/3/2013 17:30,18.6422,15.6827,13.37245,13.38428,13.40205,13.16153,13.55836,12.28199,1762.983,2912.961,5973.807,5821.919
8/3/2013 17:45,19.41283,15.96876,13.50553,13.49808,13.36352,13.14603,13.55257,12.29325,1695.862,2937.608,5870.669,5732.061
8/3/2013 18:00,20.13521,16.25181,13.57376,13.54882,13.32038,13.13529,13.55108,12.30007,1663.938,2890.951,5876.308,5777.354
8/3/2013 18:15,20.63282,16.50472,13.62129,13.57541,13.29236,13.12569,13.55592,12.31552,1633.834,2835.471,5837.745,5724.966
8/3/2013 18:30,20.46919,16.65281,13.65927,13.59648,13.30387,13.1173,13.5561,12.30445,1609.823,2840.2,5814.826,5692.77
8/3/2013 18:45,20.37682,16.75113,13.69229,13.60071,13.31902,13.11598,13.55371,12.30522,1580.992,2898.681,5840.292,5758.982
8/3/2013 19:00,19.91563,16.80905,13.731,13.61078,13.34374,13.1192,13.55704,12.30491,1566.439,2926.603,5832.288,5718.782
8/3/2013 19:15,19.00966,16.7211,13.75767,13.61084,13.3914,13.14698,13.56526,12.32708,1518.508,2864.848,5783.72,5682.22
8/3/2013 19:30,17.9426,16.54139,13.78443,13.60797,13.45036,13.16801,13.55963,12.32552,1465.939,2804.457,5811.551,5654.752
8/3/2013 19:45,17.10836,16.35228,13.81709,13.61388,13.50242,13.1916,13.55931,12.32164,1414.916,2776.899,5767.713,5673.306
8/3/2013 20:00,16.49641,16.17239,13.84855,13.61083,13.54641,13.21802,13.56962,12.33607,1381.446,2814.643,5756.799,5677.672
8/3/2013 20:15,16.00632,16.01227,13.8834,13.61447,13.5829,13.24305,13.5888,12.34976,1349.957,2817.155,5745.64,5670.51
8/3/2013 20:30,15.58167,15.85432,13.92371,13.62035,13.60985,13.26316,13.59884,12.36243,1322.881,2812.114,5741.07,5661.354
8/3/2013 20:45,15.24206,15.69722,13.9542,13.613,13.63103,13.28888,13.61199,12.37484,1292.825,2792.43,5678.057,5626.544
8/3/2013 21:00,14.92802,15.54906,13.98545,13.61432,13.64187,13.29908,13.60612,12.37666,1268.987,2759.317,5687.371,5628.031
8/3/2013 21:15,14.6361,15.40944,14.02081,13.61877,13.65003,13.3163,13.60006,12.36746,1254.243,2754.312,5646.962,5657.519
8/3/2013 21:30,14.33884,15.26661,14.04757,13.61937,13.65903,13.3323,13.61012,12.36652,1248.418,2755.222,5642.958,5630.761
8/3/2013 21:45,14.0544,15.12728,14.07726,13.62044,13.66699,13.33739,13.60287,12.36194,1238.316,2783.253,5633.492,5618.02
8/3/2013 22:00,13.8216,15.00044,14.10204,13.62607,13.67561,13.35596,13.62045,12.36319,1225.665,2774.88,5591.626,5627.485
8/3/2013 22:15,13.60461,14.8753,14.12953,13.62855,13.68339,13.36997,13.62341,12.36771,1221.57,2768.237,5579.249,5628.213
8/3/2013 22:30,13.39215,14.75221,14.14628,13.62866,13.69182,13.37784,13.62645,12.37347,1208.191,2754.312,5577.064,5617.474
8/3/2013 22:45,13.20709,14.63604,14.16476,13.63167,13.70716,13.39413,13.63122,12.37772,1199.818,2743.026,5534.106,5613.833
8/3/2013 23:00,13.08486,14.52887,14.1792,13.63971,13.71529,13.40178,13.62769,12.36617,1194.266,2757.224,5490.603,5626.029
