TIMESTAMP,Temp_Avg(2cm),Temp_Avg(10cm),Temp_Avg(30cm),Temp_Avg(60cm),O2_Avg(2cm),O2_Avg(10cm),O2_Avg(30cm),O2_Avg(60cm),CO2_Avg(2cm),CO2_Avg(10cm),CO2_Avg(30cm),CO2_Avg(60cm)
MST,C,C,C,C,%,%,%,%,ppm,ppm,ppm,ppm
8/3/2013 17:00,19.07611,16.61221,-9999,13.84204,14.01278,14.53273,-9999,13.11585,503.8987,4016.541,6630.732,7334.732
8/3/2013 17:15,18.9786,16.96665,-9999,14.00493,14.0496,14.53659,-9999,13.09271,534.2472,3983.155,6506.482,7142.603
8/3/2013 17:30,19.02066,17.17749,-9999,14.05764,14.05694,14.53779,-9999,13.08879,515.3561,3876.702,6421.613,7067.714
8/3/2013 17:45,19.33279,17.4237,-9999,14.07359,14.02653,14.53239,-9999,13.09126,518.443,3833.391,6434.141,7074.976
8/3/2013 18:00,19.50129,17.65355,-9999,14.07066,14.01945,14.52626,-9999,13.11,483.7591,3895.313,6577.597,7091.864
8/3/2013 18:15,19.44448,17.8503,-9999,14.08036,14.03713,14.52071,-9999,13.10808,523.0735,3902.487,6635.889,7068.076
8/3/2013 18:30,18.92228,17.92987,-9999,14.07787,14.08445,14.52166,-9999,13.10162,526.9778,3880.06,6605.926,7030.123
8/3/2013 18:45,18.31834,17.91896,-9999,14.07408,14.12702,14.53602,-9999,13.10614,543.6841,3872.433,6674.386,7038.658
8/3/2013 19:00,17.80886,17.85166,-9999,14.07809,14.16019,14.54825,-9999,13.10563,559.1596,3819.689,6739.531,7048.803
8/3/2013 19:15,17.32014,17.69813,-9999,14.07905,14.19056,14.56682,-9999,13.13179,533.4108,3793.456,6760.411,7031.431
8/3/2013 19:30,16.8809,17.52053,-9999,14.08567,14.21029,14.58883,-9999,13.12322,533.0602,3785.191,6720.61,6993.998
8/3/2013 19:45,16.49217,17.33054,-9999,14.07266,14.22025,14.59708,-9999,13.1215,538.5103,3754.586,6653.405,7005.084
8/3/2013 20:00,16.16723,17.14878,-9999,14.08016,14.23113,14.63711,-9999,13.14495,464.7592,3749.954,6736.057,7056.129
8/3/2013 20:15,15.88941,16.97447,-9999,14.08942,14.2543,14.63339,-9999,13.15235,535.0589,3740.508,6801.452,7031.243
8/3/2013 20:30,15.62035,16.79044,-9999,14.07589,14.27387,14.65611,-9999,13.1533,552.2761,3672.091,6842.956,7040.25
8/3/2013 20:45,15.37971,16.60764,-9999,14.06705,14.28015,14.6693,-9999,13.159,567.7253,3615.946,6823.25,7030.571
8/3/2013 21:00,15.1595,16.43257,-9999,14.06665,14.2868,14.67417,-9999,13.17011,552.6663,3556.885,6851.884,7037.44
8/3/2013 21:15,14.95833,16.26648,-9999,14.06905,14.30699,14.67977,-9999,13.18283,588.6686,3517.286,6798.814,7033.846
8/3/2013 21:30,14.75908,16.10852,-9999,14.07471,14.32797,14.69906,-9999,13.18401,612.2237,3468.844,6787.358,7040.391
8/3/2013 21:45,14.56814,15.94878,-9999,14.07675,14.3345,14.71721,-9999,13.18498,604.408,3439.218,6767.188,7017.676
8/3/2013 22:00,14.40035,15.80001,-9999,14.07803,14.33917,14.72076,-9999,13.19562,594.592,3398.227,6716.835,7032.945
8/3/2013 22:15,14.24534,15.65778,-9999,14.07561,14.34562,14.72448,-9999,13.20978,599.3182,3361.871,6703.384,7043.125
8/3/2013 22:30,14.09718,15.51791,-9999,14.07379,14.37117,14.73661,-9999,13.21205,606.4075,3339.149,6678.48,7017.313
8/3/2013 22:45,13.96506,15.38518,-9999,14.07278,14.3791,14.75847,-9999,13.21199,612.1335,3314.7,6654.123,7028.4
8/3/2013 23:00,13.84908,15.2591,-9999,14.07278,14.38263,14.76181,-9999,13.22281,596.5007,3294.341,6648.851,7013.313
8/3/2013 23:15,13.73431,15.14334,-9999,14.07278,14.38613,14.76489,-9999,13.23903,589.684,3270.438,6614.131,7016.585
8/3/2013 23:30,13.62215,15.03026,-9999,14.07278,14.38958,14.76793,-9999,13.239,585.2305,3268.347,6584.865,6992.227
8/3/2013 23:45,13.53454,14.92475,-9999,14.0744,14.39224,14.77073,-9999,13.23887,539.0591,3247.988,6582.866,7015.677
8/4/2013 0:00,13.46723,14.82881,-9999,14.08064,14.39447,14.7735,-9999,13.23923,515.7009,3250.988,6562.325,6996.771
8/4/2013 0:15,13.47042,14.75011,-9999,14.08467,14.37694,14.77588,-9999,13.24423,535.151,3250.079,6510.882,7022.22
8/4/2013 0:30,13.52794,14.69187,-9999,14.08487,14.36559,14.77744,-9999,13.25228,594.7737,3227.902,6491.977,6990.046
8/4/2013 0:45,13.56704,14.6393,-9999,14.08459,14.36434,14.77892,-9999,13.25228,577.5049,3193.092,6448.896,6975.14
8/4/2013 1:00,13.55009,14.58425,-9999,14.08342,14.36492,14.78053,-9999,13.25236,581.4131,3174.005,6414.177,6954.6
8/4/2013 1:15,13.50268,14.52019,-9999,14.08148,14.36642,14.78237,-9999,13.25242,588.9569,3154.101,6383.638,6955.145
8/4/2013 1:30,13.4158,14.4496,-9999,14.08393,14.36919,14.78443,-9999,13.25958,576.0507,3143.466,6354.554,6955.327
8/4/2013 1:45,13.35869,14.38713,-9999,14.08507,14.37102,14.78625,-9999,13.26723,558.7819,3128.379,6351.282,6931.877
