DateTime,Pit4_ORP_5,Pit4_ORP_10,Pit4_ORP_30,Pit4_ORP_60
MST,mV,mV,mV,mV
6/25/2015 12:00,499.2,387.4,511.1,500.3
6/25/2015 12:15,514.9,387.4,520.3,506.4
6/25/2015 12:30,507.7,387.4,515.5,503.3
6/25/2015 12:45,471,385.4,492.4,500.3
6/25/2015 13:00,469,383.7,491.1,486.3
6/25/2015 13:15,482.9,384,502.6,494.1
6/25/2015 13:30,516.9,386.7,524.4,509.8
6/25/2015 13:45,493.1,384,473.1,445.5
6/25/2015 14:00,483.6,384.7,501.6,493.5
6/25/2015 14:15,518.3,387.4,524.4,509.1
6/25/2015 14:30,493.8,385.4,509.8,498.9
6/25/2015 14:45,476.1,384.7,498.6,491.1
6/25/2015 15:00,498.6,385.7,497.5,450.3
6/25/2015 15:15,483.3,384.7,503.3,494.1
6/25/2015 15:30,464.6,384.4,490.4,486
6/25/2015 15:45,501.6,386.7,548.2,536.6
6/25/2015 16:00,533.2,387.4,535.6,515.9
6/25/2015 16:15,491.1,385,507.4,497.2
6/25/2015 16:30,490.4,385.4,539.7,547.2
6/25/2015 16:45,491.1,385,515.2,522.7
6/25/2015 17:00,494.8,385.4,511.1,499.6
6/25/2015 17:15,506,385.4,515.5,501.3
6/25/2015 17:30,494.1,385.4,511.1,499.6
6/25/2015 17:45,493.5,385,510.8,499.6
6/25/2015 18:00,493.1,384.7,510.8,499.6
6/25/2015 18:15,492.8,384.7,510.8,499.6
6/25/2015 18:30,492.8,384.7,510.8,499.6
6/25/2015 18:45,492.8,384.7,510.5,499.6
6/25/2015 19:00,493.5,384.7,510.5,499.6
6/25/2015 19:15,494.2,385.1,510.5,499.6
6/25/2015 19:30,495.5,385.4,510.5,499.3
6/25/2015 19:45,496.3,385.5,510.6,499
6/25/2015 20:00,496.7,385.5,510.6,499.1
6/25/2015 20:15,497,385.5,510.6,499.1
6/25/2015 20:30,497,385.5,510.6,499.1
6/25/2015 20:45,497.7,385.5,510.6,499.1
6/25/2015 21:00,497.7,385.5,510.6,499.1
6/25/2015 21:15,497.7,385.5,510.6,499.1
