DateTime,VWC9.5cm,Temp9.5cm,EC9.5cm,VWC65cm,Temp65cm,EC65cm,Voltage11cm,Voltage45cm
1/1/2018 12:00,0.123,-0.1,0.01,0.221,2.5,0.05,624.76,823.97
1/1/2018 12:10,0.123,-0.1,0.01,0.221,2.5,0.05,624.02,825.44
1/1/2018 12:20,0.123,-0.1,0.01,0.221,2.5,0.04,624.02,825.44
1/1/2018 12:30,0.123,-0.1,0.01,0.221,2.5,0.05,624.02,825.44
1/1/2018 12:40,0.123,-0.1,0.01,0.221,2.5,0.05,624.76,825.44
1/1/2018 12:50,0.124,-0.1,0.01,0.221,2.5,0.04,624.02,826.17
1/1/2018 13:00,0.124,-0.1,0.01,0.221,2.5,0.05,624.02,827.64
1/1/2018 13:10,0.123,-0.1,0.01,0.221,2.5,0.05,623.29,827.64
1/1/2018 13:20,0.124,-0.1,0.01,0.221,2.5,0.05,623.29,827.64
1/1/2018 13:30,0.124,-0.1,0.01,0.221,2.5,0.05,624.02,826.17
1/1/2018 13:40,0.124,-0.1,0.01,0.221,2.5,0.05,624.02,826.17
1/1/2018 13:50,0.124,0,0.01,0.221,2.5,0.05,623.29,826.9
1/1/2018 14:00,0.124,0,0.01,0.221,2.5,0.05,623.29,827.64
1/1/2018 14:10,0.124,0,0.01,0.221,2.5,0.05,622.56,829.1
1/1/2018 14:20,0.124,0,0.01,0.221,2.5,0.05,623.29,829.1
1/1/2018 14:30,0.124,0,0.01,0.221,2.5,0.05,623.29,829.83
1/1/2018 14:40,0.124,0,0.01,0.221,2.5,0.04,623.29,830.57
1/1/2018 14:50,0.124,0,0.01,0.221,2.5,0.05,623.29,830.57
1/1/2018 15:00,0.124,0,0.01,0.221,2.5,0.05,623.29,829.83
1/1/2018 15:10,0.124,0,0.01,0.221,2.5,0.05,624.02,830.57
1/1/2018 15:20,0.124,0,0.01,0.221,2.5,0.05,624.02,831.3
1/1/2018 15:30,0.124,0,0.01,0.221,2.5,0.05,623.29,831.3
1/1/2018 15:40,0.124,0,0.01,0.221,2.5,0.05,624.02,832.03
1/1/2018 15:50,0.125,0,0.01,0.221,2.5,0.04,624.02,831.3
1/1/2018 16:00,0.125,0,0.01,0.221,2.5,0.05,622.56,832.76
1/1/2018 16:10,0.125,0,0.01,0.221,2.5,0.04,621.83,832.76
1/1/2018 16:20,0.125,0,0.01,0.221,2.5,0.05,622.56,832.03
1/1/2018 16:30,0.125,0,0.01,0.221,2.5,0.05,621.83,831.3
1/1/2018 16:40,0.125,0,0.01,0.221,2.5,0.05,623.29,832.76
1/1/2018 16:50,0.125,0,0.01,0.221,2.5,0.05,623.29,832.76
1/1/2018 17:00,0.125,0,0.01,0.221,2.5,0.05,624.02,831.3
1/1/2018 17:10,0.125,0,0.01,0.221,2.5,0.04,624.02,831.3
1/1/2018 17:20,0.125,0,0.01,0.221,2.5,0.04,624.02,829.83
1/1/2018 17:30,0.125,0,0.01,0.221,2.5,0.05,624.02,829.83
1/1/2018 17:40,0.125,0,0.01,0.221,2.5,0.05,623.29,830.57
1/1/2018 17:50,0.125,0,0.01,0.221,2.5,0.04,624.02,843.02
1/1/2018 18:00,0.125,0,0.01,0.221,2.5,0.05,624.02,845.21
1/1/2018 18:10,0.125,0,0.01,0.221,2.5,0.05,624.02,844.48
1/1/2018 18:20,0.125,0,0.01,0.221,2.5,0.05,624.76,829.83
1/1/2018 18:30,0.125,0.1,0.01,0.221,2.5,0.05,624.02,829.1
1/1/2018 18:40,0.125,0.1,0.01,0.221,2.5,0.05,624.02,828.37
1/1/2018 18:50,0.125,0.1,0.01,0.221,2.5,0.05,623.29,829.1
1/1/2018 19:00,0.125,0.1,0.01,0.221,2.5,0.05,624.76,830.57
1/1/2018 19:10,0.125,0.1,0.01,0.221,2.5,0.05,624.02,831.3
1/1/2018 19:20,0.125,0.1,0.01,0.221,2.5,0.05,624.02,832.03
1/1/2018 19:30,0.125,0.1,0.01,0.221,2.5,0.05,624.76,834.23
1/1/2018 19:40,0.125,0.1,0.01,0.221,2.5,0.04,624.76,835.69
1/1/2018 19:50,0.125,0.1,0.01,0.221,2.5,0.04,624.02,836.43
1/1/2018 20:00,0.125,0.1,0.01,0.221,2.5,0.05,624.02,834.23
1/1/2018 20:10,0.125,0.1,0.01,0.221,2.5,0.05,624.02,832.76
1/1/2018 20:20,0.125,0.1,0.01,0.221,2.5,0.05,624.02,827.64
1/1/2018 20:30,0.125,0.1,0.01,0.221,2.5,0.05,624.02,827.64
1/1/2018 20:40,0.125,0.1,0.01,0.221,2.5,0.05,624.02,827.64
1/1/2018 20:50,0.125,0.1,0.01,0.221,2.5,0.04,623.29,827.64
1/1/2018 21:00,0.125,0.1,0.01,0.221,2.5,0.05,624.02,826.9
1/1/2018 21:10,0.125,0.1,0.01,0.221,2.5,0.05,624.02,826.17
1/1/2018 21:20,0.125,0.1,0.01,0.221,2.5,0.05,624.02,826.17
1/1/2018 21:30,0.125,0.1,0.01,0.221,2.5,0.05,624.02,824.71
1/1/2018 21:40,0.125,0.1,0.01,0.221,2.5,0.05,624.02,824.71
1/1/2018 21:50,0.125,0.1,0.01,0.221,2.5,0.05,624.02,826.17
1/1/2018 22:00,0.125,0.1,0.01,0.221,2.5,0.05,624.02,826.9
1/1/2018 22:10,0.125,0.1,0.01,0.221,2.5,0.05,624.02,826.17
1/1/2018 22:20,0.125,0.1,0.01,0.221,2.5,0.05,624.02,825.44
1/1/2018 22:30,0.125,0.1,0.01,0.221,2.5,0.05,624.02,826.17
1/1/2018 22:40,0.125,0,0.01,0.221,2.5,0.05,624.02,826.17
1/1/2018 22:50,0.125,0,0.01,0.221,2.5,0.05,624.02,826.17
1/1/2018 23:00,0.125,0,0.01,0.221,2.5,0.05,623.29,826.17
1/1/2018 23:10,0.125,0,0.01,0.221,2.5,0.04,624.02,826.9
1/1/2018 23:20,0.125,0,0.01,0.221,2.5,0.05,624.02,826.9
1/1/2018 23:30,0.125,0,0.01,0.221,2.5,0.05,624.02,826.9
1/1/2018 23:40,0.125,0,0.01,0.221,2.5,0.05,624.02,826.17
1/1/2018 23:50,0.125,0,0.01,0.221,2.5,0.05,624.02,826.17
1/2/2018 0:00,0.125,0,0.01,0.221,2.5,0.05,624.02,825.44
1/2/2018 0:10,0.125,0,0.01,0.221,2.5,0.05,624.02,825.44
1/2/2018 0:20,0.125,0,0.01,0.221,2.5,0.05,624.02,824.71
1/2/2018 0:30,0.125,0,0.01,0.221,2.5,0.05,624.02,824.71
1/2/2018 0:40,0.125,0,0.01,0.221,2.5,0.05,624.02,824.71
1/2/2018 0:50,0.125,0,0.01,0.221,2.5,0.04,624.02,824.71
1/2/2018 1:00,0.125,0,0.01,0.221,2.5,0.05,624.02,825.44
1/2/2018 1:10,0.125,0,0.01,0.221,2.5,0.05,623.29,824.71
1/2/2018 1:20,0.125,0,0.01,0.221,2.5,0.05,624.02,826.17
1/2/2018 1:30,0.125,0,0.01,0.221,2.5,0.05,623.29,825.44
1/2/2018 1:40,0.125,0,0.01,0.221,2.5,0.04,623.29,825.44
1/2/2018 1:50,0.125,0,0.01,0.221,2.5,0.05,623.29,825.44
1/2/2018 2:00,0.125,0,0.01,0.221,2.5,0.05,623.29,825.44
1/2/2018 2:10,0.125,0,0.01,0.221,2.5,0.05,623.29,825.44
1/2/2018 2:20,0.125,0,0.01,0.221,2.5,0.04,623.29,826.17
1/2/2018 2:30,0.125,0,0.01,0.221,2.5,0.05,623.29,826.17
1/2/2018 2:40,0.125,0,0.01,0.221,2.5,0.05,623.29,826.17
1/2/2018 2:50,0.125,0,0.01,0.221,2.5,0.05,623.29,826.17
1/2/2018 3:00,0.125,0,0.01,0.221,2.5,0.05,623.29,826.17
1/2/2018 3:10,0.125,0,0.01,0.221,2.5,0.04,623.29,825.44
1/2/2018 3:20,0.124,0,0.01,0.221,2.5,0.05,623.29,826.17
1/2/2018 3:30,0.125,0,0.01,0.221,2.5,0.05,623.29,826.9
1/2/2018 3:40,0.125,0,0.01,0.221,2.5,0.05,623.29,826.17
1/2/2018 3:50,0.124,0,0.01,0.221,2.5,0.05,623.29,825.44
1/2/2018 4:00,0.124,0,0.01,0.221,2.5,0.05,622.56,826.17
1/2/2018 4:10,0.124,0,0.01,0.221,2.5,0.05,623.29,826.17
1/2/2018 4:20,0.124,-0.1,0.01,0.221,2.5,0.05,623.29,826.17
1/2/2018 4:30,0.124,-0.1,0.01,0.221,2.5,0.05,623.29,826.17
1/2/2018 4:40,0.124,-0.1,0.01,0.221,2.5,0.05,623.29,826.17
1/2/2018 4:50,0.124,-0.1,0.01,0.221,2.5,0.05,623.29,826.9
1/2/2018 5:00,0.124,-0.1,0.01,0.221,2.5,0.05,623.29,826.17
1/2/2018 5:10,0.124,-0.1,0.01,0.221,2.5,0.05,624.02,826.9
1/2/2018 5:20,0.124,-0.1,0.01,0.221,2.5,0.05,623.29,826.9
1/2/2018 5:30,0.124,-0.1,0.01,0.221,2.5,0.05,623.29,826.17
1/2/2018 5:40,0.124,-0.1,0.01,0.221,2.5,0.05,623.29,826.9
1/2/2018 5:50,0.124,-0.1,0.01,0.221,2.5,0.05,623.29,827.64
1/2/2018 6:00,0.124,-0.1,0.01,0.221,2.5,0.05,623.29,828.37
1/2/2018 6:10,0.124,-0.1,0.01,0.221,2.5,0.05,623.29,828.37
1/2/2018 6:20,0.124,-0.1,0.01,0.221,2.5,0.04,623.29,827.64
1/2/2018 6:30,0.124,-0.1,0.01,0.221,2.5,0.05,623.29,828.37
1/2/2018 6:40,0.124,-0.1,0.01,0.221,2.5,0.05,623.29,829.1
1/2/2018 6:50,0.124,-0.1,0.01,0.221,2.5,0.05,622.56,824.71
1/2/2018 7:00,0.124,-0.1,0.01,0.221,2.5,0.04,623.29,824.71
1/2/2018 7:10,0.124,-0.1,0.01,0.221,2.5,0.05,623.29,824.71
1/2/2018 7:20,0.123,-0.1,0.01,0.221,2.5,0.05,623.29,826.17
1/2/2018 7:30,0.123,-0.1,0.01,0.221,2.5,0.05,623.29,827.64
1/2/2018 7:40,0.123,-0.1,0.01,0.221,2.5,0.05,623.29,827.64
1/2/2018 7:50,0.123,-0.1,0.01,0.221,2.5,0.05,623.29,826.17
1/2/2018 8:00,0.123,-0.1,0.01,0.221,2.5,0.05,623.29,826.9
1/2/2018 8:10,0.123,-0.1,0.01,0.221,2.5,0.05,623.29,826.9
1/2/2018 8:20,0.123,-0.1,0.01,0.221,2.5,0.05,624.02,826.9
1/2/2018 8:30,0.123,-0.1,0.01,0.221,2.5,0.05,623.29,826.9
1/2/2018 8:40,0.123,-0.1,0.01,0.221,2.5,0.04,623.29,826.9
1/2/2018 8:50,0.123,-0.1,0.01,0.221,2.5,0.04,623.29,826.9
1/2/2018 9:00,0.123,-0.1,0.01,0.221,2.5,0.04,623.29,827.64
1/2/2018 9:10,0.123,-0.1,0.01,0.221,2.5,0.05,622.56,828.37
1/2/2018 9:20,0.123,-0.2,0.01,0.221,2.5,0.05,623.29,829.1
1/2/2018 9:30,0.122,-0.2,0.01,0.221,2.5,0.05,623.29,829.1
1/2/2018 9:40,0.122,-0.2,0.01,0.221,2.5,0.05,623.29,828.37
1/2/2018 9:50,0.122,-0.2,0.01,0.221,2.5,0.05,624.02,829.1
1/2/2018 10:00,0.122,-0.2,0.01,0.221,2.5,0.05,624.02,829.1
1/2/2018 10:10,0.122,-0.2,0.01,0.221,2.5,0.04,624.02,829.1
1/2/2018 10:20,0.122,-0.2,0.01,0.221,2.5,0.05,624.02,829.83
1/2/2018 10:30,0.122,-0.2,0.01,0.221,2.5,0.05,624.02,829.1
1/2/2018 10:40,0.122,-0.2,0.01,0.221,2.5,0.05,624.02,829.1
1/2/2018 10:50,0.122,-0.2,0.01,0.221,2.5,0.04,624.76,829.1
1/2/2018 11:00,0.122,-0.1,0.01,0.221,2.5,0.05,624.02,829.1
1/2/2018 11:10,0.122,-0.1,0.01,0.221,2.5,0.05,624.02,829.1
1/2/2018 11:20,0.122,-0.1,0.01,0.221,2.5,0.05,624.02,828.37
1/2/2018 11:30,0.123,-0.1,0.01,0.221,2.5,0.05,624.02,828.37
1/2/2018 11:40,0.123,-0.1,0.01,0.221,2.5,0.05,624.02,826.9
1/2/2018 11:50,0.122,-0.1,0.01,0.221,2.5,0.05,624.02,828.37
1/2/2018 12:00,0.123,-0.1,0.01,0.221,2.5,0.05,624.02,828.37
1/2/2018 12:10,0.123,-0.1,0.01,0.221,2.5,0.05,624.76,826.17
1/2/2018 12:20,0.123,-0.1,0.01,0.221,2.5,0.05,624.76,825.44
1/2/2018 12:30,0.123,-0.1,0.01,0.221,2.5,0.04,624.02,826.17
1/2/2018 12:40,0.123,-0.1,0.01,0.221,2.5,0.05,624.76,826.17
1/2/2018 12:50,0.123,-0.1,0.01,0.221,2.5,0.05,624.02,826.9
1/2/2018 13:00,0.123,-0.1,0.01,0.221,2.5,0.05,624.02,826.9
1/2/2018 13:10,0.123,-0.1,0.01,0.221,2.5,0.04,624.02,827.64
1/2/2018 13:20,0.123,-0.1,0.01,0.221,2.5,0.05,624.02,828.37
1/2/2018 13:30,0.123,-0.1,0.01,0.221,2.5,0.05,623.29,830.57
1/2/2018 13:40,0.123,-0.1,0.01,0.221,2.5,0.05,623.29,830.57
1/2/2018 13:50,0.123,-0.1,0.01,0.221,2.5,0.05,623.29,828.37
1/2/2018 14:00,0.123,-0.1,0.01,0.221,2.5,0.05,623.29,827.64
1/2/2018 14:10,0.123,-0.1,0.01,0.221,2.5,0.05,623.29,827.64
1/2/2018 14:20,0.123,-0.1,0.01,0.221,2.5,0.05,624.02,829.83
1/2/2018 14:30,0.123,-0.1,0.01,0.221,2.5,0.05,623.29,830.57
1/2/2018 14:40,0.124,-0.1,0.01,0.221,2.5,0.05,623.29,834.96
1/2/2018 14:50,0.123,-0.1,0.01,0.221,2.5,0.05,623.29,834.96
1/2/2018 15:00,0.124,-0.1,0.01,0.221,2.5,0.04,623.29,832.03
1/2/2018 15:10,0.124,-0.1,0.01,0.221,2.5,0.05,623.29,831.3
1/2/2018 15:20,0.124,0,0.01,0.221,2.5,0.05,623.29,830.57
1/2/2018 15:30,0.124,0,0.01,0.221,2.5,0.05,623.29,829.83
1/2/2018 15:40,0.124,0,0.01,0.221,2.5,0.05,623.29,829.1
1/2/2018 15:50,0.124,0,0.01,0.221,2.5,0.04,621.83,828.37
1/2/2018 16:00,0.124,0,0.01,0.221,2.5,0.05,622.56,827.64
1/2/2018 16:10,0.124,0,0.01,0.221,2.5,0.05,621.83,828.37
1/2/2018 16:20,0.124,0,0.01,0.221,2.5,0.04,622.56,829.83
1/2/2018 16:30,0.124,0,0.01,0.221,2.5,0.05,621.83,830.57
1/2/2018 16:40,0.124,0,0.01,0.221,2.5,0.04,622.56,828.37
1/2/2018 16:50,0.124,0,0.01,0.221,2.5,0.04,621.83,828.37
1/2/2018 17:00,0.124,0,0.01,0.221,2.5,0.05,622.56,826.17
1/2/2018 17:10,0.124,0,0.01,0.221,2.5,0.05,621.83,820.31
1/2/2018 17:20,0.124,0,0.01,0.221,2.5,0.05,622.56,821.78
1/2/2018 17:30,0.124,0,0.01,0.221,2.5,0.05,621.83,821.78
1/2/2018 17:40,0.124,0,0.01,0.221,2.5,0.05,621.83,821.78
1/2/2018 17:50,0.124,0,0.01,0.221,2.5,0.04,621.83,821.78
1/2/2018 18:00,0.124,0,0.01,0.221,2.5,0.04,621.09,821.04
1/2/2018 18:10,0.125,0,0.01,0.221,2.5,0.05,620.36,820.31
1/2/2018 18:20,0.124,0,0.01,0.221,2.5,0.05,620.36,819.58
1/2/2018 18:30,0.124,0,0.01,0.221,2.5,0.05,620.36,820.31
1/2/2018 18:40,0.124,0,0.01,0.221,2.5,0.05,620.36,819.58
1/2/2018 18:50,0.124,0,0.01,0.221,2.5,0.05,620.36,819.58
1/2/2018 19:00,0.124,0,0.01,0.221,2.5,0.05,620.36,818.85
1/2/2018 19:10,0.124,0,0.01,0.221,2.5,0.05,620.36,818.12
1/2/2018 19:20,0.124,0,0.01,0.221,2.5,0.05,620.36,818.12
1/2/2018 19:30,0.124,0,0.01,0.221,2.5,0.05,618.9,817.38
1/2/2018 19:40,0.124,0,0.01,0.221,2.5,0.05,618.9,815.92
1/2/2018 19:50,0.124,0,0.01,0.221,2.5,0.05,618.9,817.38
1/2/2018 20:00,0.124,0,0.01,0.221,2.5,0.05,618.9,817.38
1/2/2018 20:10,0.124,0,0.01,0.221,2.5,0.05,618.16,816.65
1/2/2018 20:20,0.124,0,0.01,0.221,2.5,0.05,618.16,816.65
1/2/2018 20:30,0.124,0,0.01,0.221,2.5,0.05,618.9,812.99
1/2/2018 20:40,0.124,-0.1,0.01,0.221,2.5,0.05,618.16,813.72
1/2/2018 20:50,0.124,-0.1,0.01,0.221,2.5,0.05,618.16,813.72
1/2/2018 21:00,0.124,-0.1,0.01,0.221,2.5,0.05,617.43,812.99
1/2/2018 21:10,0.124,-0.1,0.01,0.221,2.5,0.05,617.43,813.72
1/2/2018 21:20,0.124,-0.1,0.01,0.221,2.5,0.05,617.43,813.72
1/2/2018 21:30,0.124,-0.1,0.01,0.221,2.5,0.05,617.43,815.19
1/2/2018 21:40,0.123,-0.1,0.01,0.221,2.5,0.05,617.43,815.19
1/2/2018 21:50,0.123,-0.1,0.01,0.221,2.5,0.05,617.43,815.92
1/2/2018 22:00,0.124,-0.1,0.01,0.221,2.5,0.05,617.43,814.45
1/2/2018 22:10,0.123,-0.1,0.01,0.221,2.5,0.05,617.43,813.72
1/2/2018 22:20,0.123,-0.1,0.01,0.221,2.5,0.05,616.7,814.45
1/2/2018 22:30,0.123,-0.1,0.01,0.221,2.5,0.05,617.43,815.19
1/2/2018 22:40,0.123,-0.1,0.01,0.221,2.5,0.04,617.43,815.92
1/2/2018 22:50,0.123,-0.2,0.01,0.221,2.5,0.05,617.43,815.92
1/2/2018 23:00,0.122,-0.2,0.01,0.221,2.5,0.05,617.43,815.19
1/2/2018 23:10,0.122,-0.2,0.01,0.221,2.5,0.05,616.7,816.65
1/2/2018 23:20,0.122,-0.2,0.01,0.221,2.5,0.05,617.43,816.65
1/2/2018 23:30,0.122,-0.2,0.01,0.221,2.5,0.05,617.43,816.65
1/2/2018 23:40,0.122,-0.2,0.01,0.221,2.5,0.05,617.43,816.65
1/2/2018 23:50,0.122,-0.2,0.01,0.221,2.5,0.05,617.43,815.92
1/3/2018 0:00,0.122,-0.2,0.01,0.221,2.5,0.05,617.43,815.92
1/3/2018 0:10,0.122,-0.2,0.01,0.221,2.5,0.05,617.43,816.65
1/3/2018 0:20,0.122,-0.2,0.01,0.221,2.5,0.05,617.43,815.92
1/3/2018 0:30,0.122,-0.2,0.01,0.221,2.5,0.05,617.43,815.92
1/3/2018 0:40,0.122,-0.3,0.01,0.221,2.5,0.05,617.43,815.92
1/3/2018 0:50,0.122,-0.3,0.01,0.221,2.5,0.04,617.43,814.45
1/3/2018 1:00,0.122,-0.3,0.01,0.221,2.5,0.05,617.43,815.19
1/3/2018 1:10,0.121,-0.3,0.01,0.221,2.5,0.05,617.43,816.65
1/3/2018 1:20,0.121,-0.3,0.01,0.221,2.5,0.05,617.43,817.38
1/3/2018 1:30,0.121,-0.3,0.01,0.221,2.5,0.05,617.43,817.38
1/3/2018 1:40,0.121,-0.3,0.01,0.221,2.5,0.05,617.43,817.38
1/3/2018 1:50,0.121,-0.3,0.01,0.221,2.5,0.05,617.43,817.38
1/3/2018 2:00,0.121,-0.3,0.01,0.221,2.5,0.05,618.16,816.65
1/3/2018 2:10,0.121,-0.3,0.01,0.221,2.5,0.04,617.43,817.38
1/3/2018 2:20,0.121,-0.3,0.01,0.221,2.5,0.05,617.43,816.65
1/3/2018 2:30,0.121,-0.3,0.01,0.221,2.5,0.05,617.43,815.92
1/3/2018 2:40,0.121,-0.3,0.01,0.221,2.5,0.05,618.16,815.92
1/3/2018 2:50,0.121,-0.3,0.01,0.221,2.5,0.05,617.43,817.38
1/3/2018 3:00,0.121,-0.4,0.01,0.221,2.5,0.05,616.7,817.38
1/3/2018 3:10,0.121,-0.4,0.01,0.221,2.5,0.04,617.43,816.65
1/3/2018 3:20,0.121,-0.4,0.01,0.221,2.5,0.04,617.43,816.65
1/3/2018 3:30,0.121,-0.4,0.01,0.221,2.5,0.05,617.43,815.19
1/3/2018 3:40,0.12,-0.4,0.01,0.221,2.5,0.04,617.43,815.19
1/3/2018 3:50,0.12,-0.4,0.01,0.221,2.5,0.05,616.7,815.19
1/3/2018 4:00,0.12,-0.5,0.01,0.221,2.5,0.05,616.7,815.92
1/3/2018 4:10,0.12,-0.5,0.01,0.221,2.5,0.05,616.7,815.92
1/3/2018 4:20,0.12,-0.5,0.01,0.221,2.5,0.05,617.43,815.92
1/3/2018 4:30,0.12,-0.5,0.01,0.221,2.5,0.05,617.43,816.65
1/3/2018 4:40,0.12,-0.5,0.01,0.221,2.5,0.05,617.43,816.65
1/3/2018 4:50,0.119,-0.5,0.01,0.221,2.5,0.04,617.43,817.38
1/3/2018 5:00,0.119,-0.5,0.01,0.221,2.5,0.05,617.43,818.12
1/3/2018 5:10,0.119,-0.5,0.01,0.221,2.5,0.05,617.43,818.85
1/3/2018 5:20,0.119,-0.5,0.01,0.221,2.5,0.05,617.43,817.38
1/3/2018 5:30,0.119,-0.5,0.01,0.221,2.5,0.05,617.43,817.38
1/3/2018 5:40,0.119,-0.5,0.01,0.221,2.5,0.05,617.43,815.92
