DateTime,VWC9.5cm,Temp9.5cm,EC9.5cm,VWC44cm,Temp44cm,EC44cm,VWC65cm,Temp65cm,EC65cm,Voltage11cm,Voltage45cm
[MST],[m3/m3],[degC],[dS/m],[m3/m3],[degC],[dS/m],[m3/m3],[degC],[dS/m],[mV],[mV]
9/17/2010 15:40,-0.008,21.3,0,-0.012,21.6,0,-0.015,21.4,0,559.55,573.47
9/17/2010 15:50,-0.008,21.2,0,-0.011,21.5,0,-0.015,21.2,0,560.29,573.47
9/17/2010 16:00,-0.008,21,0,-0.011,21.2,0,-0.015,20.9,0,559.55,573.47
9/17/2010 16:10,-0.008,20.8,0,-0.011,21.1,0,-0.015,20.8,0,559.55,574.2
9/17/2010 16:20,-0.008,20.8,0,-0.01,21,0,-0.015,20.7,0,559.55,573.47
9/17/2010 16:30,-0.008,20.7,0,-0.01,20.9,0,-0.015,20.7,0,558.82,573.47
9/17/2010 16:40,-0.008,20.6,0,-0.01,20.9,0,-0.015,20.6,0,559.55,573.47
9/17/2010 16:50,-0.008,20.6,0,-0.01,20.9,0,-0.015,20.6,0,559.55,574.2
9/17/2010 17:00,-0.008,20.6,0,-0.01,20.9,0,-0.015,20.6,0,559.55,573.47
9/17/2010 17:10,-0.008,20.6,0,-0.01,20.9,0,-0.015,20.6,0,559.55,573.47
9/17/2010 17:20,-0.008,20.6,0,-0.01,20.8,0,-0.015,20.5,0,558.82,572.74
9/17/2010 17:30,-0.008,20.6,0,-0.01,20.8,0,-0.015,20.5,0,559.55,573.47
9/17/2010 17:40,-0.008,20.5,0,-0.01,20.8,0,-0.015,20.5,0,558.82,573.47
9/17/2010 17:50,-0.008,20.5,0,-0.01,20.8,0,-0.015,20.5,0,558.82,573.47
9/17/2010 18:00,-0.008,20.5,0,-0.01,20.8,0,-0.015,20.5,0,558.82,573.47
9/17/2010 18:10,-0.008,20.5,0,-0.01,20.8,0,-0.015,20.5,0,558.82,573.47
9/17/2010 18:20,-0.008,20.5,0,-0.01,20.8,0,-0.015,20.5,0,559.55,572.74
9/17/2010 18:30,-0.008,20.5,0,-0.01,20.8,0,-0.015,20.5,0,559.55,573.47
9/17/2010 18:40,-0.008,20.5,0,-0.01,20.8,0,-0.015,20.5,0,559.55,573.47
9/17/2010 18:50,-0.008,20.5,0,-0.01,20.8,0,-0.015,20.5,0,559.55,573.47
9/17/2010 19:00,-0.008,20.5,0,-0.01,20.8,0,-0.015,20.5,0,558.82,573.47
9/17/2010 19:10,-0.008,20.5,0,-0.01,20.8,0,-0.015,20.5,0,559.55,573.47
9/17/2010 19:20,-0.008,20.5,0,-0.01,20.8,0,-0.015,20.5,0,558.82,573.47
9/17/2010 19:30,-0.008,20.5,0,-0.01,20.8,0,-0.015,20.4,0,558.82,572.74
9/17/2010 19:40,-0.008,20.5,0,-0.01,20.8,0,-0.015,20.5,0,559.55,572.74
9/17/2010 19:50,-0.008,20.5,0,-0.01,20.8,0,-0.015,20.5,0,558.82,572.74
9/17/2010 20:00,-0.008,20.5,0,-0.01,20.8,0,-0.015,20.4,0,559.55,573.47
9/17/2010 20:10,-0.008,20.5,0,-0.01,20.8,0,-0.015,20.4,0,559.55,572.74
9/17/2010 20:20,-0.008,20.5,0,-0.01,20.8,0,-0.015,20.4,0,559.55,572.74
9/17/2010 20:30,-0.008,20.5,0,-0.01,20.8,0,-0.015,20.4,0,558.82,572.74
9/17/2010 20:40,-0.008,20.4,0,-0.01,20.8,0,-0.015,20.4,0,558.82,572.74
9/17/2010 20:50,-0.008,20.4,0,-0.01,20.8,0,-0.015,20.4,0,559.55,572.74
9/17/2010 21:00,-0.008,20.4,0,-0.01,20.8,0,-0.015,20.4,0,558.82,572.74
9/17/2010 21:10,-0.008,20.4,0,-0.01,20.8,0,-0.015,20.4,0,558.82,572.74
9/17/2010 21:20,-0.008,20.4,0,-0.01,20.8,0,-0.015,20.4,0,558.82,572.74
9/17/2010 21:30,-0.008,20.4,0,-0.01,20.8,0,-0.015,20.4,0,558.82,572.74
9/17/2010 21:40,-0.008,20.4,0,-0.01,20.7,0,-0.015,20.4,0,558.82,572.74
9/17/2010 21:50,-0.008,20.4,0,-0.01,20.7,0,-0.015,20.4,0,558.82,572.74
9/17/2010 22:00,-0.008,20.4,0,-0.01,20.7,0,-0.015,20.4,0,558.82,572.74
9/17/2010 22:10,-0.008,20.4,0,-0.01,20.7,0,-0.015,20.4,0,558.82,572.74
9/17/2010 22:20,-0.008,20.4,0,-0.01,20.7,0,-0.015,20.4,0,558.82,572.74
9/17/2010 22:30,-0.008,20.4,0,-0.01,20.7,0,-0.015,20.4,0,558.82,572.74
9/17/2010 22:40,-0.008,20.4,0,-0.01,20.7,0,-0.015,20.4,0,558.82,572.74
9/17/2010 22:50,-0.008,20.4,0,-0.01,20.7,0,-0.015,20.4,0,558.82,572.74
9/17/2010 23:00,-0.008,20.4,0,-0.009,20.7,0,-0.015,20.4,0,558.82,572.74
9/17/2010 23:10,-0.008,20.4,0,-0.009,20.7,0,-0.015,20.3,0,558.82,572.74
9/17/2010 23:20,-0.008,20.4,0,-0.009,20.7,0,-0.015,20.3,0,558.82,572.74
9/17/2010 23:30,-0.008,20.4,0,-0.009,20.7,0,-0.015,20.3,0,558.82,572.74
9/17/2010 23:40,-0.008,20.4,0,-0.009,20.7,0,-0.015,20.3,0,558.82,572.74
9/17/2010 23:50,-0.008,20.4,0,-0.009,20.7,0,-0.015,20.3,0,558.82,572.74
9/18/2010 0:00,-0.008,20.4,0,-0.009,20.7,0,-0.015,20.3,0,559.55,572.74
9/18/2010 0:10,-0.008,20.4,0,-0.009,20.7,0,-0.015,20.3,0,558.82,572.74
9/18/2010 0:20,-0.008,20.4,0,-0.009,20.7,0,-0.015,20.3,0,558.82,572
9/18/2010 0:30,-0.008,20.4,0,-0.009,20.7,0,-0.015,20.3,0,558.82,572.74
9/18/2010 0:40,-0.008,20.4,0,-0.009,20.7,0,-0.015,20.3,0,558.82,572.74
9/18/2010 0:50,-0.008,20.4,0,-0.009,20.7,0,-0.015,20.3,0,558.09,572.74
9/18/2010 1:00,-0.008,20.4,0,-0.009,20.7,0,-0.015,20.3,0,558.82,572
9/18/2010 1:10,-0.008,20.4,0,-0.009,20.7,0,-0.015,20.3,0,558.82,572.74
9/18/2010 1:20,-0.008,20.4,0,-0.009,20.7,0,-0.015,20.3,0,558.82,572
9/18/2010 1:30,-0.008,20.4,0,-0.009,20.7,0,-0.015,20.3,0,558.82,572.74
9/18/2010 1:40,-0.008,20.3,0,-0.009,20.7,0,-0.015,20.3,0,558.82,572.74
9/18/2010 1:50,-0.008,20.3,0,-0.009,20.7,0,-0.015,20.3,0,558.82,572.74
9/18/2010 2:00,-0.008,20.3,0,-0.009,20.7,0,-0.015,20.3,0,558.09,572.74
9/18/2010 2:10,-0.008,20.3,0,-0.009,20.6,0,-0.015,20.3,0,558.09,572.74
9/18/2010 2:20,-0.008,20.3,0,-0.009,20.6,0,-0.015,20.3,0,558.09,572.74
9/18/2010 2:30,-0.008,20.3,0,-0.009,20.6,0,-0.015,20.3,0,558.09,572.74
9/18/2010 2:40,-0.008,20.3,0,-0.009,20.6,0,-0.015,20.3,0,558.82,572.74
9/18/2010 2:50,-0.008,20.3,0,-0.009,20.6,0,-0.015,20.3,0,558.09,572
9/18/2010 3:00,-0.008,20.3,0,-0.009,20.6,0,-0.015,20.3,0,558.82,572.74
9/18/2010 3:10,-0.008,20.3,0,-0.009,20.6,0,-0.015,20.3,0,558.82,572.74
9/18/2010 3:20,-0.008,20.3,0,-0.009,20.6,0,-0.015,20.3,0,558.82,572
9/18/2010 3:30,-0.008,20.3,0,-0.009,20.6,0,-0.015,20.3,0,558.82,572.74
9/18/2010 3:40,-0.008,20.3,0,-0.009,20.5,0,-0.015,20.3,0,558.82,572.74
9/18/2010 3:50,-0.008,20.3,0,-0.009,20.5,0,-0.015,20.3,0,558.09,572
