DateTime,VWC9.5cm,Temp9.5cm,EC9.5cm,VWC44cm,Temp44cm,EC44cm,VWC65cm,Temp65cm,EC65cm,Voltage11cm,Voltage45cm
[MST],[m3/m3],[degC],[dS/m],[m3/m3],[degC],[dS/m],[m3/m3],[degC],[dS/m],[mV],[mV]
1/1/2016 0:00,0.237,0.9,0.14,-9999,-9999,-9999,0.232,3,0.06,990.23,790.28
1/1/2016 0:10,0.237,0.9,0.14,-9999,-9999,-9999,0.232,3,0.06,986.57,791.02
1/1/2016 0:20,0.237,0.9,0.14,-9999,-9999,-9999,0.232,3,0.06,985.11,790.28
1/1/2016 0:30,0.237,0.9,0.14,-9999,-9999,-9999,0.232,3,0.06,985.11,789.55
1/1/2016 0:40,0.237,0.9,0.14,-9999,-9999,-9999,0.232,3,0.06,985.11,790.28
1/1/2016 0:50,0.237,0.9,0.14,-9999,-9999,-9999,0.232,3,0.06,985.11,790.28
1/1/2016 1:00,0.237,0.9,0.14,-9999,-9999,-9999,0.232,3,0.06,985.84,790.28
1/1/2016 1:10,0.237,0.9,0.14,-9999,-9999,-9999,0.232,3,0.06,985.84,790.28
1/1/2016 1:20,0.237,0.9,0.14,-9999,-9999,-9999,0.232,3,0.06,985.11,790.28
1/1/2016 1:30,0.237,0.9,0.14,-9999,-9999,-9999,0.232,3,0.06,984.38,790.28
1/1/2016 1:40,0.237,0.9,0.14,-9999,-9999,-9999,0.232,3,0.06,982.91,790.28
1/1/2016 1:50,0.237,0.9,0.14,-9999,-9999,-9999,0.232,3,0.06,982.91,790.28
1/1/2016 2:00,0.237,0.9,0.14,-9999,-9999,-9999,0.232,3,0.06,983.64,790.28
1/1/2016 2:10,0.237,0.9,0.14,-9999,-9999,-9999,0.232,3,0.06,982.91,790.28
1/1/2016 2:20,0.237,0.9,0.14,-9999,-9999,-9999,0.232,3,0.06,984.38,790.28
1/1/2016 2:30,0.237,0.9,0.14,-9999,-9999,-9999,0.232,3,0.06,982.91,790.28
1/1/2016 2:40,0.237,0.9,0.14,-9999,-9999,-9999,0.232,3,0.06,984.38,790.28
1/1/2016 2:50,0.237,0.9,0.14,-9999,-9999,-9999,0.232,3,0.06,984.38,790.28
1/1/2016 3:00,0.237,0.9,0.14,-9999,-9999,-9999,0.232,3,0.06,984.38,790.28
1/1/2016 3:10,0.237,0.9,0.14,-9999,-9999,-9999,0.232,3,0.06,985.11,790.28
